"SiteCode","MN","k","S_SAD.obs","GOF","p.value_mean","p.value_var","S_mean","S_var","p","J","S","DA","d","U_med","U_var"
"PRanto9","EE",0.05,140,99,0.667798712081877,0.0829836032432004,134.73,120.077878787879,0.928261175571598,1594,134,1594,12.2518063230405,0.004896577,6.10539635788889e-08
"PRanto9","EE",0.5,140,13,0.0245717616899973,0.00188687001791019,133.09,88.3049494949495,0.928261175571598,1594,134,1594,2.62025607755654,0.01086162,5.11714085666666e-07
"PRanto9","EE",0.99,140,18,0.0315597397624815,0.00430691179131388,133.82,83.8864646464646,0.928261175571598,1594,134,1594,0.642496804724673,0.003919658,3.043008804e-08
"PRanto9","EI",0.05,140,20,0.0314941808371588,0.000571636969355729,439.96,251.75595959596,0.928261175571598,1594,134,1594,12.2518063230405,0.004896577,6.10539635788889e-08
"PRanto9","EI",0.5,140,68,0.17784678322156,0.0413833633115636,148.5,110.030303030303,0.928261175571598,1594,134,1594,2.62025607755654,0.01086162,5.11714085666666e-07
"PRanto9","EI",0.99,140,8,0.0147040625022285,0.00206702511247117,49.89,44.5029292929293,0.928261175571598,1594,134,1594,0.642496804724673,0.003919658,3.043008804e-08
"PRdiam2","EE",0.05,85,18,0.0253934881764803,0.00122837546302769,82.43,86.0657575757576,0.448393813206425,1146,84,1091.42857142857,15.2051947300948,0.004078727,1.51908718233333e-08
"PRdiam2","EE",0.5,85,100,0.779495685497879,0.0430623323463309,84.27,37.4314141414141,0.448393813206425,1146,84,1091.42857142857,3.17106790796082,0.006370463,1.4681394429e-07
"PRdiam2","EE",0.99,85,100,0.797250630184077,0.0342669127690477,85.09,50.7291919191919,0.448393813206425,1146,84,1091.42857142857,0.777705658603916,0.003818114,3.56899966933333e-08
"PRdiam2","EI",0.05,85,0,0.00136231390206311,8.19293785921914e-06,236.74,127.951919191919,0.448393813206425,1146,84,1091.42857142857,15.2051947300948,0.004078727,1.51908718233333e-08
"PRdiam2","EI",0.5,85,99,0.753816790753916,0.0534843133564408,73.79,57.3392929292929,0.448393813206425,1146,84,1091.42857142857,3.17106790796082,0.006370463,1.4681394429e-07
"PRdiam2","EI",0.99,85,78,0.211064962645835,0.0405802485556413,23.76,21.1943434343434,0.448393813206425,1146,84,1091.42857142857,0.777705658603916,0.003818114,3.56899966933333e-08
"PRdiam3","EE",0.05,77,31,0.0511263952651976,0.0064908415057956,74.34,65.8024242424242,0.328788995096578,1124,74,1040.74074074074,15.5650411949585,0.005889354,9.08275513777776e-09
"PRdiam3","EE",0.5,77,100,0.645948669447404,0.086752980382531,73,36.7676767676768,0.328788995096578,1124,74,1040.74074074074,3.2468488524134,0.006344062,2.12131812062222e-07
"PRdiam3","EE",0.99,77,95,0.456867485549233,0.0758590801089675,74.54,48.170101010101,0.328788995096578,1124,74,1040.74074074074,0.804599691003645,0.002520692,3.12044631066667e-08
"PRdiam3","EI",0.05,77,49,0.063616302185153,0.00335412649077029,196.79,139.157474747475,0.328788995096578,1124,74,1040.74074074074,15.5650411949585,0.005889354,9.08275513777776e-09
"PRdiam3","EI",0.5,77,91,0.402544835012146,0.0957256947659204,57.9,45.4646464646465,0.328788995096578,1124,74,1040.74074074074,3.2468488524134,0.006344062,2.12131812062222e-07
"PRdiam3","EI",0.99,77,62,0.190498711959495,0.0527396139753324,18.75,13.0580808080808,0.328788995096578,1124,74,1040.74074074074,0.804599691003645,0.002520692,3.12044631066667e-08
"PRrico1","EE",0.05,66,99,0.655626971801443,0.0652955719669068,64.11,58.199898989899,0.189679150380924,1018,64,1018,15.5615828460824,0.006796324,1.87278620026667e-07
"PRrico1","EE",0.5,66,98,0.496292597536645,0.0721827068939554,65.45,57.5227272727273,0.189679150380924,1018,64,1018,3.26262409992785,0.009676358,7.909622304e-08
"PRrico1","EE",0.99,66,87,0.289294292142227,0.0592698058225469,63.75,49.7449494949495,0.189679150380924,1018,64,1018,0.806042626432888,0.003287929,2.39899448766667e-08
"PRrico1","EI",0.05,66,100,0.731560548724508,0.0412434258600327,118.21,90.8544444444444,0.189679150380924,1018,64,1018,15.5615828460824,0.006796324,1.87278620026667e-07
"PRrico1","EI",0.5,66,42,0.0855163252823745,0.0170872924342346,33.25,28.4116161616162,0.189679150380924,1018,64,1018,3.26262409992785,0.009676358,7.909622304e-08
"PRrico1","EI",0.99,66,37,0.110674796677931,0.0349110513248905,10.57,8.00515151515152,0.189679150380924,1018,64,1018,0.806042626432888,0.003287929,2.39899448766667e-08
"PRrico2","EE",0.05,41,84,0.28335910897914,0.0662293248902471,33.3,31.4444444444444,0.226305520677815,961,34,961,16.0292746684436,0.003162414,9.87904696e-09
"PRrico2","EE",0.5,41,92,0.293039816846855,0.05800245020233,33.42,25.5793939393939,0.226305520677815,961,34,961,3.37141728588962,0.005855446,6.88130163377778e-08
"PRrico2","EE",0.99,41,100,0.724731663089541,0.0585889270729471,33.49,17.6867676767677,0.226305520677815,961,34,961,0.83723056904989,0.0010049031,6.66667926965555e-09
"PRrico2","EI",0.05,41,0,0.00772555701952184,4.54990224125076e-05,128.6,85.5555555555556,0.226305520677815,961,34,961,16.0292746684436,0.003162414,9.87904696e-09
"PRrico2","EI",0.5,41,99,0.607690577460308,0.0716396543980012,37.16,24.56,0.226305520677815,961,34,961,3.37141728588962,0.005855446,6.88130163377778e-08
"PRrico2","EI",0.99,41,95,0.479227069744251,0.0834992469736385,11.69,9.42818181818182,0.226305520677815,961,34,961,0.83723056904989,0.0010049031,6.66667926965555e-09
"PRrico3","EE",0.05,46,56,0.12252590568324,0.0258714609480114,38.05,37.9873737373737,0.169853953773957,1143,39,1143,14.6554825854331,0.004456478,5.03058728888873e-10
"PRrico3","EE",0.5,46,93,0.408427532567178,0.0837417164367199,37.89,38.240303030303,0.169853953773957,1143,39,1143,3.08795761904081,0.004534292,4.69762642400001e-08
"PRrico3","EE",0.99,46,100,0.740632821975275,0.049470450735701,37.44,26.5519191919192,0.169853953773957,1143,39,1143,0.767803527268763,0.001403506,8.27442849333333e-09
"PRrico3","EI",0.05,46,61,0.104770206652223,0.0104342158212092,116.07,60.449595959596,0.169853953773957,1143,39,1143,14.6554825854331,0.004456478,5.03058728888873e-10
"PRrico3","EI",0.5,46,100,0.675750565354625,0.0767066865971498,32.69,33.1655555555556,0.169853953773957,1143,39,1143,3.08795761904081,0.004534292,4.69762642400001e-08
"PRrico3","EI",0.99,46,79,0.299701913271541,0.0840347241489083,10.62,9.38949494949495,0.169853953773957,1143,39,1143,0.767803527268763,0.001403506,8.27442849333333e-09
"PRsapo","EE",0.05,124,3,0.0047957109065752,0.000147717313992951,120.79,98.430202020202,0.425074364521363,1480,122,1480,12.9587394921552,0.01712085,3.79887033888889e-07
"PRsapo","EE",0.5,124,100,0.72439123760564,0.0610674837876135,121.57,99.7627272727273,0.425074364521363,1480,122,1480,2.71917883512109,0.01171415,3.49163236111111e-07
"PRsapo","EE",0.99,124,100,0.693598147124924,0.0595178705798409,121.97,112.999090909091,0.425074364521363,1480,122,1480,0.665334696051751,0.003974685,2.07998857388889e-08
"PRsapo","EI",0.05,124,0,0.00094230092957156,2.45974019456421e-06,262.14,190.16202020202,0.425074364521363,1480,122,1480,12.9587394921552,0.01712085,3.79887033888889e-07
"PRsapo","EI",0.5,124,99,0.578532179682676,0.055154741926586,78.4,62.1414141414141,0.425074364521363,1480,122,1480,2.71917883512109,0.01171415,3.49163236111111e-07
"PRsapo","EI",0.99,124,62,0.144096702461732,0.0260392197929148,25.44,22.9559595959596,0.425074364521363,1480,122,1480,0.665334696051751,0.003974685,2.07998857388889e-08
"PRtele","EE",0.05,108,86,0.326913860646148,0.0684531675756983,104.32,95.7349494949495,0.633149366825626,1040,105,1040,15.4403024846418,0.0104627,5.9158e-08
"PRtele","EE",0.5,108,94,0.470451359709911,0.0992906964222601,106.15,71.4823232323232,0.633149366825626,1040,105,1040,3.24358683449901,0.0127659,2.11891631111111e-07
"PRtele","EE",0.99,108,92,0.34488191689934,0.0649640598445535,105.97,62.4536363636364,0.633149366825626,1040,105,1040,0.796961968487505,0.00475093,1.51552282844444e-07
"PRtele","EI",0.05,108,21,0.0354189084943698,0.00207100924176389,270.82,169.563232323232,0.633149366825626,1040,105,1040,15.4403024846418,0.0104627,5.9158e-08
"PRtele","EI",0.5,108,87,0.372299648526865,0.0837295958312179,86.21,63.9049494949495,0.633149366825626,1040,105,1040,3.24358683449901,0.0127659,2.11891631111111e-07
"PRtele","EI",0.99,108,27,0.0521624140348853,0.00691947541296769,29.39,21.8564646464646,0.633149366825626,1040,105,1040,0.796961968487505,0.00475093,1.51552282844444e-07
"PRtiba1","EE",0.05,127,100,0.799435095410825,0.0487310460367416,117.68,97.3309090909091,0.181441319632234,1482,117,1482,12.9995292707536,0.01138136,3.26377671111108e-08
"PRtiba1","EE",0.5,127,38,0.0766698020639048,0.0129872404162928,114.67,81.7586868686869,0.181441319632234,1482,117,1482,2.72377430739474,0.01039732,4.25765662222221e-08
"PRtiba1","EE",0.99,127,79,0.202496937149983,0.0311899635868497,115.85,77.8863636363636,0.181441319632234,1482,117,1482,0.664731584517163,0.004585051,1.35772208988889e-08
"PRtiba1","EI",0.05,127,91,0.418966390461935,0.10131553107952,146.42,108.569292929293,0.181441319632234,1482,117,1482,12.9995292707536,0.01138136,3.26377671111108e-08
"PRtiba1","EI",0.5,127,10,0.0243184464555757,0.00140358682729544,40.29,32.6120202020202,0.181441319632234,1482,117,1482,2.72377430739474,0.01039732,4.25765662222221e-08
"PRtiba1","EI",0.99,127,28,0.0778010977588819,0.0246650671860402,12.39,7.83626262626263,0.181441319632234,1482,117,1482,0.664731584517163,0.004585051,1.35772208988889e-08
"PRvent","EE",0.05,107,15,0.028507971537936,0.00376450108675347,102.96,119.978181818182,0.340772625042584,1241,101,1241,14.1836518404752,0.02534883,6.47601862333335e-07
"PRvent","EE",0.5,107,88,0.445132130227389,0.0947862279037648,99.22,73.829898989899,0.340772625042584,1241,101,1241,2.98542683744479,0.0191376,4.31365557777778e-07
"PRvent","EE",0.99,107,100,0.675142981181134,0.0853339850283839,101.22,92.3147474747475,0.340772625042584,1241,101,1241,0.731618002205607,0.005797775,6.81435460555554e-09
"PRvent","EI",0.05,107,32,0.045770259037849,0.00174049398665895,204.47,117.68595959596,0.340772625042584,1241,101,1241,14.1836518404752,0.02534883,6.47601862333335e-07
"PRvent","EI",0.5,107,98,0.457257199989913,0.077937913870331,60.47,48.110202020202,0.340772625042584,1241,101,1241,2.98542683744479,0.0191376,4.31365557777778e-07
"PRvent","EI",0.99,107,54,0.137242199082067,0.0316304549502505,19.12,15.6622222222222,0.340772625042584,1241,101,1241,0.731618002205607,0.005797775,6.81435460555554e-09
"RScach1","EE",0.05,49,93,0.406322518085059,0.072092910283426,29.52,19.060202020202,0.151225472114475,1547,30,1547,12.7014241758741,0.002373341,6.21488872111111e-09
"RScach1","EE",0.5,49,97,0.542849931165781,0.076461398854357,29.31,19.8524242424242,0.151225472114475,1547,30,1547,2.65891571178418,0.001563343,2.52540444555555e-09
"RScach1","EE",0.99,49,100,0.544254782830534,0.0617342594263825,30.3,15.6262626262626,0.151225472114475,1547,30,1547,0.657730542563495,0.0005273841,2.80470218565555e-09
"RScach1","EI",0.05,49,94,0.252775933339771,0.0317935244126015,126.46,75.16,0.151225472114475,1547,30,1547,12.7014241758741,0.002373341,6.21488872111111e-09
"RScach1","EI",0.5,49,92,0.486649970032842,0.0980969461238647,35.41,29.4766666666667,0.151225472114475,1547,30,1547,2.65891571178418,0.001563343,2.52540444555555e-09
"RScach1","EI",0.99,49,82,0.294365896773184,0.0709203695923345,11.15,7.28030303030303,0.151225472114475,1547,30,1547,0.657730542563495,0.0005273841,2.80470218565555e-09
"RScach2","EE",0.05,48,27,0.0489083342463283,0.0116380658447063,47.85,52.8358585858586,0.104325049309665,1904,48,1904,11.4421707777928,0.007179037,4.22113563566667e-08
"RScach2","EE",0.5,48,99,0.643607970061933,0.0714102205783177,46.04,35.170101010101,0.104325049309665,1904,48,1904,2.39543780059752,0.003711478,2.94933598177778e-08
"RScach2","EE",0.99,48,100,0.524525015797657,0.065795335695572,47.45,23.9065656565657,0.104325049309665,1904,48,1904,0.585705272356423,0.0010003456,5.40121505404444e-09
"RScach2","EI",0.05,48,97,0.350183172863459,0.0441731569981751,109.57,72.3485858585859,0.104325049309665,1904,48,1904,11.4421707777928,0.007179037,4.22113563566667e-08
"RScach2","EI",0.5,48,94,0.428573119755861,0.0722492528979877,29.08,29.2864646464646,0.104325049309665,1904,48,1904,2.39543780059752,0.003711478,2.94933598177778e-08
"RScach2","EI",0.99,48,86,0.29961664759086,0.0650527676595987,8.86,6.08121212121212,0.104325049309665,1904,48,1904,0.585705272356423,0.0010003456,5.40121505404444e-09
"RScach3","EE",0.05,72,10,0.0177240305336596,0.000994098713875242,73.29,75.2382828282828,0.102843143491402,1228,71,1228,14.2150528961367,0.0113149,9.3904388888889e-08
"RScach3","EE",0.5,72,51,0.139165941025619,0.035128250449582,68.9,60.7777777777778,0.102843143491402,1228,71,1228,2.97269610485849,0.01057956,7.27943804444448e-08
"RScach3","EE",0.99,72,79,0.265772636960923,0.0623658021178398,72.34,53.6206060606061,0.102843143491402,1228,71,1228,0.734662281248125,0.00310062,5.71221562222223e-09
"RScach3","EI",0.05,72,94,0.427891841291846,0.0823852667603674,84.1,71.6262626262626,0.102843143491402,1228,71,1228,14.2150528961367,0.0113149,9.3904388888889e-08
"RScach3","EI",0.5,72,90,0.34293161867686,0.0671065866368686,23.42,21.1147474747475,0.102843143491402,1228,71,1228,2.97269610485849,0.01057956,7.27943804444448e-08
"RScach3","EI",0.99,72,78,0.248042797213797,0.0628413586868699,7.84,6.49939393939394,0.102843143491402,1228,71,1228,0.734662281248125,0.00310062,5.71221562222223e-09
"RScach4","EE",0.05,49,57,0.140226479351974,0.042410584960893,48.98,48.2420202020202,0.072361253275373,1095,48,1095,14.9687129782969,0.006730735,9.66539884277779e-08
"RScach4","EE",0.5,49,94,0.431586544427816,0.0834039087411089,47.34,44.610505050505,0.072361253275373,1095,48,1095,3.14775258781095,0.006706615,2.28770021166667e-08
"RScach4","EE",0.99,49,96,0.413757781633561,0.0805140927524107,47.91,31.6988888888889,0.072361253275373,1095,48,1095,0.785525900519482,0.003145605,1.26948423833333e-08
"RScach4","EI",0.05,49,100,0.681899608579553,0.0481612762804318,60.84,46.2367676767677,0.072361253275373,1095,48,1095,14.9687129782969,0.006730735,9.66539884277779e-08
"RScach4","EI",0.5,49,70,0.206816199075952,0.0515973342975407,16.43,12.0253535353535,0.072361253275373,1095,48,1095,3.14775258781095,0.006706615,2.28770021166667e-08
"RScach4","EI",0.99,49,69,0.268129365328251,0.079502215200707,5.66,4.57010101010101,0.072361253275373,1095,48,1095,0.785525900519482,0.003145605,1.26948423833333e-08
"RScama","EE",0.05,69,17,0.0319036830522019,0.00386758980478001,69.64,79.000404040404,0.559289827066303,2236,69,2236,10.5594800813209,0.003229861,3.28961125444444e-09
"RScama","EE",0.5,69,100,0.768759914241183,0.0446972495199914,66.85,38.0075757575758,0.559289827066303,2236,69,2236,2.2258390690066,0.00242011,1.71926846444444e-08
"RScama","EE",0.99,69,99,0.671331525560973,0.0818512348827157,68.4,46.969696969697,0.559289827066303,2236,69,2236,0.538793496094514,0.001196756,7.26631167111111e-09
"RScama","EI",0.05,69,0,8.36191290282118e-07,8.61951667846507e-13,403.7,294.151515151515,0.559289827066303,2236,69,2236,10.5594800813209,0.003229861,3.28961125444444e-09
"RScama","EI",0.5,69,90,0.276172845209362,0.0386128585543005,124.5,101.282828282828,0.559289827066303,2236,69,2236,2.2258390690066,0.00242011,1.71926846444444e-08
"RScama","EI",0.99,69,96,0.546273176771797,0.0784455254398529,40.41,36.3251515151515,0.559289827066303,2236,69,2236,0.538793496094514,0.001196756,7.26631167111111e-09
"RScamb1","EE",0.05,42,97,0.629805360310053,0.0898352945737418,42.66,36.4690909090909,0.327940858999573,1178,42,1178,14.4967553152861,0.007180869,3.81494862322222e-08
"RScamb1","EE",0.5,42,100,0.737475043494437,0.056109036285683,42.49,38.5150505050505,0.327940858999573,1178,42,1178,3.04831776019561,0.006825473,4.92476952011112e-08
"RScamb1","EE",0.99,42,100,0.7139354054143,0.071994425178376,42.46,26.0892929292929,0.327940858999573,1178,42,1178,0.745157339751485,0.00170928,7.22074506666667e-09
"RScamb1","EI",0.05,42,37,0.0466977769280949,0.00025100713694632,190.45,103.078282828283,0.327940858999573,1178,42,1178,14.4967553152861,0.007180869,3.81494862322222e-08
"RScamb1","EI",0.5,42,100,0.772906347289001,0.0535556989110328,56.94,34.339797979798,0.327940858999573,1178,42,1178,3.04831776019561,0.006825473,4.92476952011112e-08
"RScamb1","EI",0.99,42,87,0.357990934996982,0.0768247967923026,17.62,16.7228282828283,0.327940858999573,1178,42,1178,0.745157339751485,0.00170928,7.22074506666667e-09
"RSfaxi","EE",0.05,74,6,0.0111861871616499,0.000364311283975927,74.25,60.0681818181818,0.470118159409467,1211,74,1211,14.3392278573712,0.008080096,6.94319986044446e-08
"RSfaxi","EE",0.5,74,58,0.167261935109996,0.0448761496725801,73,45.9393939393939,0.470118159409467,1211,74,1211,3.01754428626543,0.00910288,1.24615281288889e-07
"RSfaxi","EE",0.99,74,100,0.583464502312949,0.067156534008449,72.19,33.7110101010101,0.470118159409467,1211,74,1211,0.737274272880837,0.002411459,2.98493549877778e-08
"RSfaxi","EI",0.05,74,0,9.06490240335289e-06,2.37988480816661e-10,249.28,160.850101010101,0.470118159409467,1211,74,1211,14.3392278573712,0.008080096,6.94319986044446e-08
"RSfaxi","EI",0.5,74,92,0.292512714975573,0.0566176631993703,75.44,62.4307070707071,0.470118159409467,1211,74,1211,3.01754428626543,0.00910288,1.24615281288889e-07
"RSfaxi","EI",0.99,74,74,0.177191944926506,0.0280103382892358,23.79,14.0463636363636,0.470118159409467,1211,74,1211,0.737274272880837,0.002411459,2.98493549877778e-08
"RSmaqu4","EE",0.05,85,100,0.643096593497476,0.0548365977343041,85.34,68.6711111111111,0.310748079531233,1531,85,1531,12.8230687775209,0.004145511,9.67281001000002e-09
"RSmaqu4","EE",0.5,85,73,0.200985434674689,0.0377812514516816,88.8,54.7272727272727,0.310748079531233,1531,85,1531,2.67173221410998,0.00561033,1.81290341333333e-08
"RSmaqu4","EE",0.99,85,89,0.307328910406632,0.0674481971552171,85.64,63.3438383838384,0.310748079531233,1531,85,1531,0.657999153504552,0.002096841,6.17121612111111e-09
"RSmaqu4","EI",0.05,85,99,0.143225521609081,0.00375976129406404,215.62,134.581414141414,0.310748079531233,1531,85,1531,12.8230687775209,0.004145511,9.67281001000002e-09
"RSmaqu4","EI",0.5,85,92,0.361826509305273,0.0791274415651265,62.41,53.4968686868687,0.310748079531233,1531,85,1531,2.67173221410998,0.00561033,1.81290341333333e-08
"RSmaqu4","EI",0.99,85,50,0.14910620960621,0.0424422237073202,19.12,14.409696969697,0.310748079531233,1531,85,1531,0.657999153504552,0.002096841,6.17121612111111e-09
"RSmorr1","EE",0.05,114,55,0.121268365451695,0.0220011430907035,109.76,80.1438383838384,0.658177286403532,2810,109,2810,9.35546779550106,0.003551816,3.47385851555556e-09
"RSmorr1","EE",0.5,114,99,0.545751548032846,0.0745637332418698,108.14,75.3943434343434,0.658177286403532,2810,109,2810,1.96854509431941,0.003491559,4.06453259877778e-08
"RSmorr1","EE",0.99,114,100,0.750673343923517,0.0614579247551908,108.79,81.7635353535354,0.658177286403532,2810,109,2810,0.48540420498369,0.001428411,1.18483460544444e-08
"RSmorr1","EI",0.05,114,0,5.56342619191241e-07,8.90992648234669e-13,515.67,263.051616161616,0.658177286403532,2810,109,2810,9.35546779550106,0.003551816,3.47385851555556e-09
"RSmorr1","EI",0.5,114,97,0.479088486903868,0.0938410509616922,160.36,124.636767676768,0.658177286403532,2810,109,2810,1.96854509431941,0.003491559,4.06453259877778e-08
"RSmorr1","EI",0.99,114,79,0.253349049348791,0.0600482514398764,52.79,34.4908080808081,0.658177286403532,2810,109,2810,0.48540420498369,0.001428411,1.18483460544444e-08
"RSpet1","EE",0.05,70,79,0.207237713077807,0.0454223915371308,68.99,63.1615151515152,0.722472122747256,826,69,826,17.3657514785054,0.003743964,4.49123449333332e-09
"RSpet1","EE",0.5,70,87,0.283968616990133,0.0579872806043926,64.52,38.4137373737374,0.722472122747256,826,69,826,3.62101975855323,0.006387034,8.86612486933334e-08
"RSpet1","EE",0.99,70,81,0.254949604519211,0.045968719758922,65.31,38.0746464646465,0.722472122747256,826,69,826,0.887520871619477,0.002793269,3.476913041e-08
"RSpet1","EI",0.05,70,9,0.026080069190953,0.000463003071808765,248.98,135.777373737374,0.722472122747256,826,69,826,17.3657514785054,0.003743964,4.49123449333332e-09
"RSpet1","EI",0.5,70,100,0.764337106232065,0.060030363106911,81.8,48.3838383838384,0.722472122747256,826,69,826,3.62101975855323,0.006387034,8.86612486933334e-08
"RSpet1","EI",0.99,70,55,0.136106978588216,0.0318140515064615,26.9,23.3636363636364,0.722472122747256,826,69,826,0.887520871619477,0.002793269,3.476913041e-08
"RSrioz1","EE",0.05,78,98,0.471808663846724,0.0934214650212206,76.52,67.4642424242424,0.92867367679881,1205,76,1205,14.2410454821563,0.003190388,1.006809024e-08
"RSrioz1","EE",0.5,78,100,0.838768451131973,0.0522925503789537,77.17,46.869797979798,0.92867367679881,1205,76,1205,3.01041897401367,0.005608589,3.74709622098889e-07
"RSrioz1","EE",0.99,78,100,0.834148536027001,0.0343807310432053,77.36,49.8488888888889,0.92867367679881,1205,76,1205,0.740314339568457,0.002409248,1.114043884e-08
"RSrioz1","EI",0.05,78,0,1.8719151108848e-07,3.50533858298172e-13,367.91,153.779696969697,0.92867367679881,1205,76,1205,14.2410454821563,0.003190388,1.006809024e-08
"RSrioz1","EI",0.5,78,99,0.481806029695519,0.0715105788255131,123.44,64.1074747474748,0.92867367679881,1205,76,1205,3.01041897401367,0.005608589,3.74709622098889e-07
"RSrioz1","EI",0.99,78,95,0.428533095998763,0.0679640187240705,41.31,37.4887878787879,0.92867367679881,1205,76,1205,0.740314339568457,0.002409248,1.114043884e-08
"RSsetape","EE",0.05,45,91,0.377997294676201,0.0854274207433664,44.17,34.7081818181818,0.493985431841831,1733,45,1733,11.9250334000167,0.001816362,3.34755948444444e-09
"RSsetape","EE",0.5,45,98,0.585711280547353,0.0841048062188793,44.04,35.5135353535354,0.493985431841831,1733,45,1733,2.51091599864418,0.001663371,2.93518957655556e-08
"RSsetape","EE",0.99,45,100,0.794225981632176,0.0518609153602162,44.83,28.2435353535354,0.493985431841831,1733,45,1733,0.616050140835147,0.0007977148,4.86653541373333e-09
"RSsetape","EI",0.05,45,0,0.000168166512407392,4.30361959462021e-08,310.08,217.650101010101,0.493985431841831,1733,45,1733,11.9250334000167,0.001816362,3.34755948444444e-09
"RSsetape","EI",0.5,45,99,0.548140904600263,0.0725722492853642,93.74,70.2549494949495,0.493985431841831,1733,45,1733,2.51091599864418,0.001663371,2.93518957655556e-08
"RSsetape","EI",0.99,45,96,0.498947944965967,0.0886109265942263,30.74,24.4165656565657,0.493985431841831,1733,45,1733,0.616050140835147,0.0007977148,4.86653541373333e-09
"RSsini","EE",0.05,69,80,0.231890763431385,0.0516771695545053,71.86,55.2933333333333,0.73052961024989,1024,69,1024,15.6070772098293,0.004212226,2.69682254488889e-08
"RSsini","EE",0.5,69,100,0.882592991313991,0.0312808846451366,68.44,39.7034343434343,0.73052961024989,1024,69,1024,3.2723985205473,0.007567058,1.1488002484e-07
"RSsini","EE",0.99,69,100,0.70345322511692,0.0665214003263958,69.61,54.199898989899,0.73052961024989,1024,69,1024,0.807386788832125,0.004537934,3.53283274933334e-08
"RSsini","EI",0.05,69,0,4.67552908846547e-05,3.1698993163195e-09,290.04,147.412525252525,0.73052961024989,1024,69,1024,15.6070772098293,0.004212226,2.69682254488889e-08
"RSsini","EI",0.5,69,99,0.721608843813907,0.0496763399124739,95.66,55.4185858585859,0.73052961024989,1024,69,1024,3.2723985205473,0.007567058,1.1488002484e-07
"RSsini","EI",0.99,69,88,0.408295700417381,0.0990462805061885,32.46,26.129696969697,0.73052961024989,1024,69,1024,0.807386788832125,0.004537934,3.53283274933334e-08
"RSsmar2","EE",0.05,58,47,0.0993435485203494,0.0268771017780506,58.19,50.0140404040404,0.36114979447901,1427,58,1427,13.0500340579786,0.00255895,8.76469084444444e-09
"RSsmar2","EE",0.5,58,99,0.659889036365659,0.0650516558307526,57.93,35.7627272727273,0.36114979447901,1427,58,1427,2.77968840461326,0.003154508,6.45772345066667e-08
"RSsmar2","EE",0.99,58,100,0.724096009464676,0.0546422532076358,57.04,28.139797979798,0.36114979447901,1427,58,1427,0.685497330862106,0.001288246,1.01774510933333e-08
"RSsmar2","EI",0.05,58,0,0.000780243169858292,1.34140314032559e-06,221.47,119.120303030303,0.36114979447901,1427,58,1427,13.0500340579786,0.00255895,8.76469084444444e-09
"RSsmar2","EI",0.5,58,97,0.539261765099981,0.081872540652758,67.27,52.6031313131313,0.36114979447901,1427,58,1427,2.77968840461326,0.003154508,6.45772345066667e-08
"RSsmar2","EI",0.99,58,91,0.348440713458539,0.0731136573167212,21.94,17.9559595959596,0.36114979447901,1427,58,1427,0.685497330862106,0.001288246,1.01774510933333e-08
"RSvsol","EE",0.05,55,100,0.82641531779245,0.0589910984859358,55.02,37.3127272727273,0.666613829015203,1855,55,1855,11.4506503558397,0.001469247,4.01395020111112e-09
"RSvsol","EE",0.5,55,20,0.0342752703173545,0.00314549032723485,54.54,31.200404040404,0.666613829015203,1855,55,1855,2.4249792395606,0.001870163,1.73852235788889e-08
"RSvsol","EE",0.99,55,14,0.0238478344888556,0.00158171570906755,57.17,35.5364646464646,0.666613829015203,1855,55,1855,0.59540395434771,0.0007309128,5.07452484551111e-09
"RSvsol","EI",0.05,55,65,0.0611404418854933,0.000710263938682095,388.43,298.712222222222,0.666613829015203,1855,55,1855,11.4506503558397,0.001469247,4.01395020111112e-09
"RSvsol","EI",0.5,55,100,0.746890631809268,0.0566862430520828,124.21,66.3493939393939,0.666613829015203,1855,55,1855,2.4249792395606,0.001870163,1.73852235788889e-08
"RSvsol","EI",0.99,55,55,0.143802500847256,0.0329170690814459,41.46,28.0690909090909,0.666613829015203,1855,55,1855,0.59540395434771,0.0007309128,5.07452484551111e-09
"SCarar","EE",0.05,26,89,0.304876556810781,0.0526314333246257,25.14,25.010505050505,0.0359928114764424,2034,26,2034,10.9094758169383,0.00161528,7.4050191111111e-10
"SCarar","EE",0.5,26,100,0.716520635710515,0.0698471731515254,26.27,20.0778787878788,0.0359928114764424,2034,26,2034,2.32283485140126,0.0010025371,5.13431729655555e-10
"SCarar","EE",0.99,26,100,0.827211476764944,0.0419090753159495,25.62,18.7834343434343,0.0359928114764424,2034,26,2034,0.565379635199895,0.0004668571,5.48126144988889e-10
"SCarar","EI",0.05,26,100,0.844207747693924,0.0162328202161363,45.74,27.8913131313131,0.0359928114764424,2034,26,2034,10.9094758169383,0.00161528,7.4050191111111e-10
"SCarar","EI",0.5,26,100,0.629018813918214,0.0937024741270843,12.67,11.4556565656566,0.0359928114764424,2034,26,2034,2.32283485140126,0.0010025371,5.13431729655555e-10
"SCarar","EI",0.99,26,95,0.470088035057518,0.092344825356549,4.04,2.40242424242424,0.0359928114764424,2034,26,2034,0.565379635199895,0.0004668571,5.48126144988889e-10
"SCilho","EE",0.05,136,58,0.136806258116407,0.0317477754856526,129.05,86.4520202020202,0.899939351991448,1169,135,1169,14.6901822865399,0.007123632,5.24884703511112e-08
"SCilho","EE",0.5,136,99,0.581774346483314,0.0628414477240381,132.52,78.6763636363636,0.899939351991448,1169,135,1169,3.05335500498565,0.0147632,1.19643771111111e-07
