"","SiteCode","p","J","S","DA","k","quantil_p","kernel_type","kernel_code","dist_0","d","txt.file"
"1412","BAjuss",0.859421049020215,1198,182,1198,0.15,"2oT","laplace","2",2.88915998328494,7.46815739865791,"ref1426_BA_2297.txt"
"1413","SCilho2",0.884932951426624,1738,157,1738,0.15,"3oT","laplace","2",2.39869546440458,6.16609641272183,"ref847_SC_1271.txt"
"1414","PRanto5",0.896644888231427,1753,124,1753,0.15,"3oT","laplace","2",2.38841088596216,6.15368608340709,"ref2714_PR_4207.txt"
"1415","SCilho",0.899939351991448,1169,135,1169,0.15,"3oT","laplace","2",2.92477690287062,7.54504183443466,"ref842_SC_1266.txt"
"1416","PRanto6",0.906465210449369,1665,128,1665,0.15,"3oT","laplace","2",2.45071540697936,6.33135633483175,"ref2714_PR_4208.txt"
"1417","PRanto4",0.9079979592893,1896,119,1896,0.15,"3oT","laplace","2",2.29657606087313,5.92639545805288,"ref2714_PR_4206.txt"
"1418","SCtimbe1",0.915684800663396,3148,142,3148,0.15,"3oT","laplace","2",1.7823075144988,4.58771164433552,"ref873_SC_1327.txt"
"1419","SCvolta2",0.916842703142202,2059,78,2059,0.15,"3oT","laplace","2",2.2037982136063,5.67321836401592,"ref870_SC_1324.txt"
"1420","PRanto11",0.921209867560648,1740,99,1740,0.15,"3oT","laplace","2",2.39731650742692,6.13169323158098,"ref2714_PR_4213.txt"
"1421","PRanto10",0.923024383580357,1877,132,1877,0.15,"3oT","laplace","2",2.30817038065365,5.95418150963996,"ref2714_PR_4212.txt"
"1422","PRanto9",0.928261175571598,1594,134,1594,0.15,"3oT","laplace","2",2.50470072492812,6.48975124619982,"ref2714_PR_4211.txt"
"1423","RSrioz1",0.92867367679881,1205,76,1205,0.15,"3oT","laplace","2",2.88075600957839,7.49830535266567,"ref658_RS_1018.txt"
"1424","PRanto15",0.942009596537872,1650,140,1650,0.15,"3oT","laplace","2",2.46182981958665,6.37588966191302,"ref2714_PR_4217.txt"
"1425","PRanto8",0.955077166221669,1504,134,1504,0.15,"3oT","laplace","2",2.57855311564698,6.65458045320334,"ref2714_PR_4210.txt"
"1426","PRanto13",0.968871050376109,1673,127,1673,0.15,"3oT","laplace","2",2.4448489343954,6.30647405028575,"ref2714_PR_4215.txt"
"1427","SPpei1",0.969241860061788,3060,165,1545.45454545455,0.15,"3oT","laplace","2",2.54373509534584,6.5707884681856,"ref893_SP_1356.txt"
"1428","PRanto12",0.974966068885724,1439,143,1439,0.15,"3oT","laplace","2",2.63614687121482,6.78979930850812,"ref2714_PR_4214.txt"
"1429","SCvolta1",0.975721531216037,1658,52,1658,0.15,"3oT","laplace","2",2.45588336206301,6.37170081037675,"ref848_SC_1272.txt"
"1430","SPpesmF",0.977848996135357,1360,98,1360,0.15,"3oT","laplace","2",2.7116307227332,7.00812174398433,"ref928_SP_1428.txt"
"1431","SPpesmB",0.978518078724858,1076,132,1076,0.15,"3oT","laplace","2",3.04855380424846,7.86798523974509,"ref934_SP_1435.txt"
"1432","SPpesmC",0.983950458881778,1061,107,1061,0.15,"3oT","laplace","2",3.07002779922758,7.96528580625658,"ref1115_SP_1693.txt"
"1433","SPpesmD",0.988788711304557,1262,148,1262,0.15,"3oT","laplace","2",2.81494764949788,7.27530183720893,"ref926_SP_1426.txt"
"1434","SPpecb1",0.992253133238622,11507,221,1123.73046875,0.15,"3oT","laplace","2",2.98310762216623,7.64319911001539,"ref936_SP_1439.txt"
"1435","SPpesmE",0.994366533447583,1225,138,1225,0.15,"3oT","laplace","2",2.85714285714286,7.3006696222387,"ref888_SP_1349.txt"
"1436","SPpesmG",0.998040177040466,1494,148,1494,0.15,"3oT","laplace","2",2.58716841902111,6.66172111295507,"ref922_SP_1420.txt"
"1437","SPpesmJ",0.999736929472974,1742,187,1742,0.15,"3oT","laplace","2",2.3959399259138,6.21178715449123,"ref923_SP_1422.txt"
"1438","SPpesmI",0.999741863075196,1963,186,1963,0.15,"3oT","laplace","2",2.25704308883094,5.85213432529587,"ref922_SP_1421.txt"
"1439","ESsoor",1,1468,226,1468,0.15,"3oT","laplace","2",2.6099787548594,6.73829602585346,"ref8_ES_10.txt"
"1440","SPpesmK",1,1796,162,1796,0.15,"3oT","laplace","2",2.35964589091504,6.06790903370394,"ref935_SP_1437.txt"
"1441","MGuberl5",0.00742437918995731,957,68,957,0.0999999999999999,"1oT","laplace","2",3.23254091917618,10.83140658935,"ref284_MG_391.txt"
"1442","MGuberl3",0.0180417237953712,975,85,975,0.0999999999999999,"1oT","laplace","2",3.20256307610174,10.6189834851757,"ref89_MG_102.txt"
"1443","SCarar",0.0359928114764424,2034,26,2034,0.0999999999999999,"1oT","laplace","2",2.21730035079246,7.34128368867414,"ref873_SC_1328.txt"
"1444","MGuberl7",0.0485476800383076,945,73,945,0.0999999999999999,"1oT","laplace","2",3.25300024316178,10.7898063651127,"ref100_MG_118.txt"
"1445","RScach4",0.072361253275373,1095,48,1095,0.0999999999999999,"1oT","laplace","2",3.0219894260775,10.0652805355566,"ref638_RS_989.txt"
"1446","RScach3",0.102843143491402,1228,71,1228,0.0999999999999999,"1oT","laplace","2",2.85365072767675,9.40950140362127,"ref663_RS_1023.txt"
"1447","SPcamp1",0.103320559326545,1076,108,1076,0.0999999999999999,"1oT","laplace","2",3.04855380424846,10.0743321799321,"ref986_SP_1505.txt"
"1448","RScach2",0.104325049309665,1904,48,1904,0.0999999999999999,"1oT","laplace","2",2.29174624257053,7.63791225620266,"ref664_RS_1024.txt"
"1449","PEalia",0.114091406447269,595,60,595,0.0999999999999999,"1oT","laplace","2",4.09960030845394,13.681650266851,"ref1496_PE_2393.txt"
"1450","MSdour",0.116734787274334,1016,74,1016,0.0999999999999999,"1oT","laplace","2",3.13727902569079,10.4182273014902,"ref2570_MS_3876.txt"
"1451","RScach1",0.151225472114475,1547,30,1547,0.0999999999999999,"1oT","laplace","2",2.54246418090461,8.38007078019098,"ref624_RS_974.txt"
"1452","BAlenc4",0.159514416903022,893,61,866.990291262136,0.0999999999999999,"1oT","laplace","2",3.396197069558,11.2203345696342,"ref1420_BA_2286.txt"
"1453","PRrico3",0.169853953773957,1143,39,1143,0.0999999999999999,"1oT","laplace","2",2.95785503138705,9.73370912875527,"ref2686_PR_4170.txt"
"1454","PRtiba1",0.181441319632234,1482,117,1482,0.0999999999999999,"1oT","laplace","2",2.59762166733066,8.63694359653837,"ref347_PR_571.txt"
"1455","PRrico1",0.189679150380924,1018,64,1018,0.0999999999999999,"1oT","laplace","2",3.13419570403611,10.4053800582196,"ref1159_PR_1776.txt"
"1456","PEmata2",0.21628955738904,1076,75,1076,0.0999999999999999,"1oT","laplace","2",3.04855380424846,10.1600534606166,"ref1617_PE_2549.txt"
"1457","MGvico16",0.21847289239375,1653,91,1653,0.0999999999999999,"1oT","laplace","2",2.45959483971641,8.153978982622,"ref257_MG_348.txt"
"1458","PRrico2",0.226305520677815,961,34,961,0.0999999999999999,"1oT","laplace","2",3.2258064516129,10.8057603332358,"ref1359_PR_2196.txt"
"1459","MGvico1",0.23259121186371,1825,93,1825,0.0999999999999999,"1oT","laplace","2",2.34082294392261,7.81366223661891,"ref224_MG_307.txt"
"1460","MGuberl1",0.234288719011765,1379,87,1253.63636363636,0.0999999999999999,"1oT","laplace","2",2.82432200338865,9.35774877311184,"ref76_MG_87.txt"
"1461","RSmaqu4",0.310748079531233,1531,85,1531,0.0999999999999999,"1oT","laplace","2",2.55571489830357,8.52685493371322,"ref658_RS_1017.txt"
"1462","MGvico8",0.313668812302999,2303,195,2303,0.0999999999999999,"1oT","laplace","2",2.08378559282707,6.95413959665243,"ref2419_MG_3585.txt"
"1463","RScamb1",0.327940858999573,1178,42,1178,0.0999999999999999,"1oT","laplace","2",2.91358273374033,9.66437483302624,"ref1183_RS_1928.txt"
"1464","PRdiam3",0.328788995096578,1124,74,1040.74074074074,0.0999999999999999,"1oT","laplace","2",3.09976465643231,10.3215271711448,"ref1327_PR_2157.txt"
"1465","PRvent",0.340772625042584,1241,101,1241,0.0999999999999999,"1oT","laplace","2",2.8386647790183,9.44663273190063,"ref462_PR_743.txt"
"1466","RSsmar2",0.36114979447901,1427,58,1427,0.0999999999999999,"1oT","laplace","2",2.64720767589686,8.73937805744353,"ref678_RS_1041.txt"
"1467","SPeec4",0.37843888158286,1212,84,1212,0.0999999999999999,"1oT","laplace","2",2.87242494810713,9.5956553646739,"ref2561_SP_3863.txt"
"1468","PRsapo",0.425074364521363,1480,122,1480,0.0999999999999999,"2oT","laplace","2",2.59937622455018,8.59784485430711,"ref348_PR_572.txt"
"1469","PRdiam2",0.448393813206425,1146,84,1091.42857142857,0.0999999999999999,"2oT","laplace","2",3.02692974231671,9.987390175377,"ref454_PR_732.txt"
"1470","RSfaxi",0.470118159409467,1211,74,1211,0.0999999999999999,"2oT","laplace","2",2.87361067569039,9.46000241078949,"ref639_RS_990.txt"
"1471","RSsetape",0.493985431841831,1733,45,1733,0.0999999999999999,"2oT","laplace","2",2.40215329446032,7.97961106069625,"ref740_RS_1123.txt"
"1472","SCorle",0.528689726683852,1938,112,1938,0.0999999999999999,"2oT","laplace","2",2.27155425212127,7.49465731423415,"ref832_SC_1251.txt"
"1473","SCside4",0.535403772264882,1421,98,1421,0.0999999999999999,"2oT","laplace","2",2.65279054538646,8.78688454714547,"ref2715_SC_4218.txt"
"1474","RScama",0.559289827066303,2236,69,2236,0.0999999999999999,"2oT","laplace","2",2.11477467218907,7.04327017284431,"ref619_RS_969.txt"
"1475","SPpesm6",0.629775694761977,1891,87,1891,0.0999999999999999,"2oT","laplace","2",2.29961024909137,7.70537325456448,"ref1059_SP_1682.txt"
"1476","PRtele",0.633149366825626,1040,105,1040,0.0999999999999999,"2oT","laplace","2",3.10086836473021,10.2469744328582,"ref355_PR_580.txt"
"1477","PEsvfer",0.636673590338369,1288,91,1288,0.0999999999999999,"2oT","laplace","2",2.78639106287676,9.33167511969183,"ref1496_PE_2392.txt"
"1478","RSmorr1",0.658177286403532,2810,109,2810,0.0999999999999999,"2oT","laplace","2",1.88645669476136,6.26443445003567,"ref684_RS_1047.txt"
"1479","SPpesmA",0.658259844116084,1670,84,1670,0.0999999999999999,"2oT","laplace","2",2.44704392116198,8.16484204739321,"ref934_SP_1436.txt"
"1480","RSvsol",0.666613829015203,1855,55,1855,0.0999999999999999,"2oT","laplace","2",2.32181730106286,7.62814796724032,"ref618_RS_968.txt"
"1481","SPeec5",0.67888901166382,1107,74,1107,0.0999999999999999,"2oT","laplace","2",3.00556544889144,10.0311798608063,"ref2561_SP_3864.txt"
"1482","SCside1",0.680355725623583,1413,111,1413,0.0999999999999999,"2oT","laplace","2",2.66028961489207,8.84457174293212,"ref2572_SC_3878.txt"
"1483","RSpet1",0.722472122747256,826,69,826,0.0999999999999999,"2oT","laplace","2",3.47944500319611,11.6281058121787,"ref677_RS_1040.txt"
"1484","SCside",0.72254784514244,1712,105,1712,0.0999999999999999,"2oT","laplace","2",2.41684122261416,8.03493301514355,"ref813_SC_1230.txt"
"1485","MGarap1",0.728749442631224,2080,92,2080,0.0999999999999999,"2oT","laplace","2",2.19264504826757,7.28603334816639,"ref238_MG_321.txt"
"1486","RSsini",0.73052961024989,1024,69,1024,0.0999999999999999,"2oT","laplace","2",3.125,10.3860153310435,"ref741_RS_1124.txt"
"1487","SPeec1",0.743179321289062,12105,144,1182.12890625,0.0999999999999999,"2oT","laplace","2",2.90849004346246,9.68813976867993,"ref936_SP_1440.txt"
"1488","BAuruc",0.769444718591026,1784,230,1784,0.0999999999999999,"2oT","laplace","2",2.36756861905189,7.88422389616578,"ref1425_BA_2296.txt"
"1489","SPcara3",0.773104012947153,1674,130,1674,0.0999999999999999,"2oT","laplace","2",2.44411858368922,8.21533951667204,"ref1124_SP_1704.txt"
"1490","MGperd1",0.806018045548929,2965,127,2470.83333333333,0.0999999999999999,"2oT","laplace","2",2.01176975271592,6.72767402814625,"ref2564_MG_3870.txt"
"1491","SPcara1",0.850156308651023,2127,171,2127,0.0999999999999999,"2oT","laplace","2",2.16828444900803,7.21878036114063,"ref1124_SP_1703.txt"
"1492","BAjuss",0.859421049020215,1198,182,1198,0.0999999999999999,"2oT","laplace","2",2.88915998328494,9.60006183574994,"ref1426_BA_2297.txt"
"1493","SCilho2",0.884932951426624,1738,157,1738,0.0999999999999999,"3oT","laplace","2",2.39869546440458,7.9201384191806,"ref847_SC_1271.txt"
"1494","PRanto5",0.896644888231427,1753,124,1753,0.0999999999999999,"3oT","laplace","2",2.38841088596216,7.99484700251784,"ref2714_PR_4207.txt"
"1495","SCilho",0.899939351991448,1169,135,1169,0.0999999999999999,"3oT","laplace","2",2.92477690287062,9.73265628245558,"ref842_SC_1266.txt"
"1496","PRanto6",0.906465210449369,1665,128,1665,0.0999999999999999,"3oT","laplace","2",2.45071540697936,8.14028287072619,"ref2714_PR_4208.txt"
"1497","PRanto4",0.9079979592893,1896,119,1896,0.0999999999999999,"3oT","laplace","2",2.29657606087313,7.57692103571515,"ref2714_PR_4206.txt"
"1498","SCtimbe1",0.915684800663396,3148,142,3148,0.0999999999999999,"3oT","laplace","2",1.7823075144988,5.93833113527733,"ref873_SC_1327.txt"
"1499","SCvolta2",0.916842703142202,2059,78,2059,0.0999999999999999,"3oT","laplace","2",2.2037982136063,7.32496054568024,"ref870_SC_1324.txt"
"1500","PRanto11",0.921209867560648,1740,99,1740,0.0999999999999999,"3oT","laplace","2",2.39731650742692,7.97190314348368,"ref2714_PR_4213.txt"
"1501","PRanto10",0.923024383580357,1877,132,1877,0.0999999999999999,"3oT","laplace","2",2.30817038065365,7.61869430867836,"ref2714_PR_4212.txt"
"1502","PRanto9",0.928261175571598,1594,134,1594,0.0999999999999999,"3oT","laplace","2",2.50470072492812,8.28560428967322,"ref2714_PR_4211.txt"
"1503","RSrioz1",0.92867367679881,1205,76,1205,0.0999999999999999,"3oT","laplace","2",2.88075600957839,9.63971643998913,"ref658_RS_1018.txt"
"1504","PRanto15",0.942009596537872,1650,140,1650,0.0999999999999999,"3oT","laplace","2",2.46182981958665,8.13137554376148,"ref2714_PR_4217.txt"
"1505","PRanto8",0.955077166221669,1504,134,1504,0.0999999999999999,"3oT","laplace","2",2.57855311564698,8.63791261715568,"ref2714_PR_4210.txt"
"1506","PRanto13",0.968871050376109,1673,127,1673,0.0999999999999999,"3oT","laplace","2",2.4448489343954,8.1129889756552,"ref2714_PR_4215.txt"
"1507","SPpei1",0.969241860061788,3060,165,1545.45454545455,0.0999999999999999,"3oT","laplace","2",2.54373509534584,8.45673898861961,"ref893_SP_1356.txt"
"1508","PRanto12",0.974966068885724,1439,143,1439,0.0999999999999999,"3oT","laplace","2",2.63614687121482,8.77161695151806,"ref2714_PR_4214.txt"
"1509","SCvolta1",0.975721531216037,1658,52,1658,0.0999999999999999,"3oT","laplace","2",2.45588336206301,8.10691513176194,"ref848_SC_1272.txt"
"1510","SPpesmF",0.977848996135357,1360,98,1360,0.0999999999999999,"3oT","laplace","2",2.7116307227332,9.00821252391697,"ref928_SP_1428.txt"
"1511","SPpesmB",0.978518078724858,1076,132,1076,0.0999999999999999,"3oT","laplace","2",3.04855380424846,10.1665388786457,"ref934_SP_1435.txt"
"1512","SPpesmC",0.983950458881778,1061,107,1061,0.0999999999999999,"3oT","laplace","2",3.07002779922758,10.1290618692116,"ref1115_SP_1693.txt"
"1513","SPpesmD",0.988788711304557,1262,148,1262,0.0999999999999999,"3oT","laplace","2",2.81494764949788,9.32647667708285,"ref926_SP_1426.txt"
"1514","SPpecb1",0.992253133238622,11507,221,1123.73046875,0.0999999999999999,"3oT","laplace","2",2.98310762216623,9.94431220806955,"ref936_SP_1439.txt"
"1515","SPpesmE",0.994366533447583,1225,138,1225,0.0999999999999999,"3oT","laplace","2",2.85714285714286,9.43741982406504,"ref888_SP_1349.txt"
"1516","SPpesmG",0.998040177040466,1494,148,1494,0.0999999999999999,"3oT","laplace","2",2.58716841902111,8.62684136828437,"ref922_SP_1420.txt"
"1517","SPpesmJ",0.999736929472974,1742,187,1742,0.0999999999999999,"3oT","laplace","2",2.3959399259138,7.94162771427028,"ref923_SP_1422.txt"
"1518","SPpesmI",0.999741863075196,1963,186,1963,0.0999999999999999,"3oT","laplace","2",2.25704308883094,7.45979077864703,"ref922_SP_1421.txt"
"1519","ESsoor",1,1468,226,1468,0.0999999999999999,"3oT","laplace","2",2.6099787548594,8.66619539026738,"ref8_ES_10.txt"
"1520","SPpesmK",1,1796,162,1796,0.0999999999999999,"3oT","laplace","2",2.35964589091504,7.93608370588257,"ref935_SP_1437.txt"
"1521","MGuberl5",0.00742437918995731,957,68,957,0.05,"1oT","laplace","2",3.23254091917618,15.9048772783671,"ref284_MG_391.txt"
"1522","MGuberl3",0.0180417237953712,975,85,975,0.05,"1oT","laplace","2",3.20256307610174,15.8757500458072,"ref89_MG_102.txt"
"1523","SCarar",0.0359928114764424,2034,26,2034,0.05,"1oT","laplace","2",2.21730035079246,10.9094758169383,"ref873_SC_1328.txt"
"1524","MGuberl7",0.0485476800383076,945,73,945,0.05,"1oT","laplace","2",3.25300024316178,16.1484155165837,"ref100_MG_118.txt"
"1525","RScach4",0.072361253275373,1095,48,1095,0.05,"1oT","laplace","2",3.0219894260775,14.9687129782969,"ref638_RS_989.txt"
"1526","RScach3",0.102843143491402,1228,71,1228,0.05,"1oT","laplace","2",2.85365072767675,14.2150528961367,"ref663_RS_1023.txt"
"1527","SPcamp1",0.103320559326545,1076,108,1076,0.05,"1oT","laplace","2",3.04855380424846,15.3985140644347,"ref986_SP_1505.txt"
"1528","RScach2",0.104325049309665,1904,48,1904,0.05,"1oT","laplace","2",2.29174624257053,11.4421707777928,"ref664_RS_1024.txt"
"1529","PEalia",0.114091406447269,595,60,595,0.05,"1oT","laplace","2",4.09960030845394,20.3324888004708,"ref1496_PE_2393.txt"
"1530","MSdour",0.116734787274334,1016,74,1016,0.05,"1oT","laplace","2",3.13727902569079,15.6236129449758,"ref2570_MS_3876.txt"
"1531","RScach1",0.151225472114475,1547,30,1547,0.05,"1oT","laplace","2",2.54246418090461,12.7014241758741,"ref624_RS_974.txt"
"1532","BAlenc4",0.159514416903022,893,61,866.990291262136,0.05,"1oT","laplace","2",3.396197069558,16.5923663726167,"ref1420_BA_2286.txt"
"1533","PRrico3",0.169853953773957,1143,39,1143,0.05,"1oT","laplace","2",2.95785503138705,14.6554825854331,"ref2686_PR_4170.txt"
"1534","PRtiba1",0.181441319632234,1482,117,1482,0.05,"1oT","laplace","2",2.59762166733066,12.9995292707536,"ref347_PR_571.txt"
"1535","PRrico1",0.189679150380924,1018,64,1018,0.05,"1oT","laplace","2",3.13419570403611,15.5615828460824,"ref1159_PR_1776.txt"
"1536","PEmata2",0.21628955738904,1076,75,1076,0.05,"1oT","laplace","2",3.04855380424846,15.3646410304841,"ref1617_PE_2549.txt"
"1537","MGvico16",0.21847289239375,1653,91,1653,0.05,"1oT","laplace","2",2.45959483971641,12.2645675761314,"ref257_MG_348.txt"
"1538","PRrico2",0.226305520677815,961,34,961,0.05,"1oT","laplace","2",3.2258064516129,16.0292746684436,"ref1359_PR_2196.txt"
"1539","MGvico1",0.23259121186371,1825,93,1825,0.05,"1oT","laplace","2",2.34082294392261,11.6417468637537,"ref224_MG_307.txt"
"1540","MGuberl1",0.234288719011765,1379,87,1253.63636363636,0.05,"1oT","laplace","2",2.82432200338865,14.1301530079544,"ref76_MG_87.txt"
"1541","RSmaqu4",0.310748079531233,1531,85,1531,0.05,"1oT","laplace","2",2.55571489830357,12.8230687775209,"ref658_RS_1017.txt"
"1542","MGvico8",0.313668812302999,2303,195,2303,0.05,"1oT","laplace","2",2.08378559282707,10.397439874349,"ref2419_MG_3585.txt"
"1543","RScamb1",0.327940858999573,1178,42,1178,0.05,"1oT","laplace","2",2.91358273374033,14.4967553152861,"ref1183_RS_1928.txt"
"1544","PRdiam3",0.328788995096578,1124,74,1040.74074074074,0.05,"1oT","laplace","2",3.09976465643231,15.5650411949585,"ref1327_PR_2157.txt"
"1545","PRvent",0.340772625042584,1241,101,1241,0.05,"1oT","laplace","2",2.8386647790183,14.1836518404752,"ref462_PR_743.txt"
"1546","RSsmar2",0.36114979447901,1427,58,1427,0.05,"1oT","laplace","2",2.64720767589686,13.0500340579786,"ref678_RS_1041.txt"
"1547","SPeec4",0.37843888158286,1212,84,1212,0.05,"1oT","laplace","2",2.87242494810713,14.2196209222679,"ref2561_SP_3863.txt"
"1548","PRsapo",0.425074364521363,1480,122,1480,0.05,"2oT","laplace","2",2.59937622455018,12.9587394921552,"ref348_PR_572.txt"
"1549","PRdiam2",0.448393813206425,1146,84,1091.42857142857,0.05,"2oT","laplace","2",3.02692974231671,15.2051947300948,"ref454_PR_732.txt"
"1550","RSfaxi",0.470118159409467,1211,74,1211,0.05,"2oT","laplace","2",2.87361067569039,14.3392278573712,"ref639_RS_990.txt"
"1551","RSsetape",0.493985431841831,1733,45,1733,0.05,"2oT","laplace","2",2.40215329446032,11.9250334000167,"ref740_RS_1123.txt"
"1552","SCorle",0.528689726683852,1938,112,1938,0.05,"2oT","laplace","2",2.27155425212127,11.2058835946743,"ref832_SC_1251.txt"
"1553","SCside4",0.535403772264882,1421,98,1421,0.05,"2oT","laplace","2",2.65279054538646,13.1737522083234,"ref2715_SC_4218.txt"
"1554","RScama",0.559289827066303,2236,69,2236,0.05,"2oT","laplace","2",2.11477467218907,10.5594800813209,"ref619_RS_969.txt"
"1555","SPpesm6",0.629775694761977,1891,87,1891,0.05,"2oT","laplace","2",2.29961024909137,11.3608820211105,"ref1059_SP_1682.txt"
"1556","PRtele",0.633149366825626,1040,105,1040,0.05,"2oT","laplace","2",3.10086836473021,15.4403024846418,"ref355_PR_580.txt"
"1557","PEsvfer",0.636673590338369,1288,91,1288,0.05,"2oT","laplace","2",2.78639106287676,13.8842306321084,"ref1496_PE_2392.txt"
"1558","RSmorr1",0.658177286403532,2810,109,2810,0.05,"2oT","laplace","2",1.88645669476136,9.35546779550106,"ref684_RS_1047.txt"
"1559","SPpesmA",0.658259844116084,1670,84,1670,0.05,"2oT","laplace","2",2.44704392116198,12.0884659260607,"ref934_SP_1436.txt"
"1560","RSvsol",0.666613829015203,1855,55,1855,0.05,"2oT","laplace","2",2.32181730106286,11.4506503558397,"ref618_RS_968.txt"
"1561","SPeec5",0.67888901166382,1107,74,1107,0.05,"2oT","laplace","2",3.00556544889144,14.8110329944685,"ref2561_SP_3864.txt"
