"","SiteCode","p","J","S","DA","k","quantil_p","kernel_type","kernel_code","dist_0","d","txt.file"
"776","PRanto6",0.906465210449369,1665,128,1665,0.55,"3oT","laplace","2",2.45071540697936,2.3313350323393,"ref2714_PR_4208.txt"
"777","PRanto4",0.9079979592893,1896,119,1896,0.55,"3oT","laplace","2",2.29657606087313,2.18221707193696,"ref2714_PR_4206.txt"
"778","SCtimbe1",0.915684800663396,3148,142,3148,0.55,"3oT","laplace","2",1.7823075144988,1.69390937728859,"ref873_SC_1327.txt"
"779","SCvolta2",0.916842703142202,2059,78,2059,0.55,"3oT","laplace","2",2.2037982136063,2.1055360349146,"ref870_SC_1324.txt"
"780","PRanto11",0.921209867560648,1740,99,1740,0.55,"3oT","laplace","2",2.39731650742692,2.28985354742367,"ref2714_PR_4213.txt"
"781","PRanto10",0.923024383580357,1877,132,1877,0.55,"3oT","laplace","2",2.30817038065365,2.18022111700773,"ref2714_PR_4212.txt"
"782","PRanto9",0.928261175571598,1594,134,1594,0.55,"3oT","laplace","2",2.50470072492812,2.38017541234274,"ref2714_PR_4211.txt"
"783","RSrioz1",0.92867367679881,1205,76,1205,0.55,"3oT","laplace","2",2.88075600957839,2.7522597726745,"ref658_RS_1018.txt"
"784","PRanto15",0.942009596537872,1650,140,1650,0.55,"3oT","laplace","2",2.46182981958665,2.34042802251652,"ref2714_PR_4217.txt"
"785","PRanto8",0.955077166221669,1504,134,1504,0.55,"3oT","laplace","2",2.57855311564698,2.45737641261557,"ref2714_PR_4210.txt"
"786","PRanto13",0.968871050376109,1673,127,1673,0.55,"3oT","laplace","2",2.4448489343954,2.32870795581388,"ref2714_PR_4215.txt"
"787","SPpei1",0.969241860061788,3060,165,1545.45454545455,0.55,"3oT","laplace","2",2.54373509534584,2.42372130009188,"ref893_SP_1356.txt"
"788","PRanto12",0.974966068885724,1439,143,1439,0.55,"3oT","laplace","2",2.63614687121482,2.50736594926102,"ref2714_PR_4214.txt"
"789","SCvolta1",0.975721531216037,1658,52,1658,0.55,"3oT","laplace","2",2.45588336206301,2.33693817074966,"ref848_SC_1272.txt"
"790","SPpesmF",0.977848996135357,1360,98,1360,0.55,"3oT","laplace","2",2.7116307227332,2.5773522759703,"ref928_SP_1428.txt"
"791","SPpesmB",0.978518078724858,1076,132,1076,0.55,"3oT","laplace","2",3.04855380424846,2.9096512728219,"ref934_SP_1435.txt"
"792","SPpesmC",0.983950458881778,1061,107,1061,0.55,"3oT","laplace","2",3.07002779922758,2.9257592119047,"ref1115_SP_1693.txt"
"793","SPpesmD",0.988788711304557,1262,148,1262,0.55,"3oT","laplace","2",2.81494764949788,2.67870453426896,"ref926_SP_1426.txt"
"794","SPpecb1",0.992253133238622,11507,221,1123.73046875,0.55,"3oT","laplace","2",2.98310762216623,2.83795486293691,"ref936_SP_1439.txt"
"795","SPpesmE",0.994366533447583,1225,138,1225,0.55,"3oT","laplace","2",2.85714285714286,2.73135369506413,"ref888_SP_1349.txt"
"796","SPpesmG",0.998040177040466,1494,148,1494,0.55,"3oT","laplace","2",2.58716841902111,2.46524587938538,"ref922_SP_1420.txt"
"797","SPpesmJ",0.999736929472974,1742,187,1742,0.55,"3oT","laplace","2",2.3959399259138,2.27510768139312,"ref923_SP_1422.txt"
"798","SPpesmI",0.999741863075196,1963,186,1963,0.55,"3oT","laplace","2",2.25704308883094,2.147445360861,"ref922_SP_1421.txt"
"799","ESsoor",1,1468,226,1468,0.55,"3oT","laplace","2",2.6099787548594,2.46951390524467,"ref8_ES_10.txt"
"800","SPpesmK",1,1796,162,1796,0.55,"3oT","laplace","2",2.35964589091504,2.25251816330736,"ref935_SP_1437.txt"
"801","MGuberl5",0.00742437918995731,957,68,957,0.5,"1oT","laplace","2",3.23254091917618,3.40059756613116,"ref284_MG_391.txt"
"802","MGuberl3",0.0180417237953712,975,85,975,0.5,"1oT","laplace","2",3.20256307610174,3.36711050361698,"ref89_MG_102.txt"
"803","SCarar",0.0359928114764424,2034,26,2034,0.5,"1oT","laplace","2",2.21730035079246,2.32283485140126,"ref873_SC_1328.txt"
"804","MGuberl7",0.0485476800383076,945,73,945,0.5,"1oT","laplace","2",3.25300024316178,3.39595464831517,"ref100_MG_118.txt"
"805","RScach4",0.072361253275373,1095,48,1095,0.5,"1oT","laplace","2",3.0219894260775,3.14775258781095,"ref638_RS_989.txt"
"806","RScach3",0.102843143491402,1228,71,1228,0.5,"1oT","laplace","2",2.85365072767675,2.97269610485849,"ref663_RS_1023.txt"
"807","SPcamp1",0.103320559326545,1076,108,1076,0.5,"1oT","laplace","2",3.04855380424846,3.18261070818902,"ref986_SP_1505.txt"
"808","RScach2",0.104325049309665,1904,48,1904,0.5,"1oT","laplace","2",2.29174624257053,2.39543780059752,"ref664_RS_1024.txt"
"809","PEalia",0.114091406447269,595,60,595,0.5,"1oT","laplace","2",4.09960030845394,4.29264597153747,"ref1496_PE_2393.txt"
"810","MSdour",0.116734787274334,1016,74,1016,0.5,"1oT","laplace","2",3.13727902569079,3.29358407924803,"ref2570_MS_3876.txt"
"811","RScach1",0.151225472114475,1547,30,1547,0.5,"1oT","laplace","2",2.54246418090461,2.65891571178418,"ref624_RS_974.txt"
"812","BAlenc4",0.159514416903022,893,61,866.990291262136,0.5,"1oT","laplace","2",3.396197069558,3.56145282918469,"ref1420_BA_2286.txt"
"813","PRrico3",0.169853953773957,1143,39,1143,0.5,"1oT","laplace","2",2.95785503138705,3.08795761904081,"ref2686_PR_4170.txt"
"814","PRtiba1",0.181441319632234,1482,117,1482,0.5,"1oT","laplace","2",2.59762166733066,2.72377430739474,"ref347_PR_571.txt"
"815","PRrico1",0.189679150380924,1018,64,1018,0.5,"1oT","laplace","2",3.13419570403611,3.26262409992785,"ref1159_PR_1776.txt"
"816","PEmata2",0.21628955738904,1076,75,1076,0.5,"1oT","laplace","2",3.04855380424846,3.18682574388386,"ref1617_PE_2549.txt"
"817","MGvico16",0.21847289239375,1653,91,1653,0.5,"1oT","laplace","2",2.45959483971641,2.57321417303925,"ref257_MG_348.txt"
"818","PRrico2",0.226305520677815,961,34,961,0.5,"1oT","laplace","2",3.2258064516129,3.37141728588962,"ref1359_PR_2196.txt"
"819","MGvico1",0.23259121186371,1825,93,1825,0.5,"1oT","laplace","2",2.34082294392261,2.45225687300333,"ref224_MG_307.txt"
"820","MGuberl1",0.234288719011765,1379,87,1253.63636363636,0.5,"1oT","laplace","2",2.82432200338865,2.95120892486673,"ref76_MG_87.txt"
"821","RSmaqu4",0.310748079531233,1531,85,1531,0.5,"1oT","laplace","2",2.55571489830357,2.67173221410998,"ref658_RS_1017.txt"
"822","MGvico8",0.313668812302999,2303,195,2303,0.5,"1oT","laplace","2",2.08378559282707,2.18145074039191,"ref2419_MG_3585.txt"
"823","RScamb1",0.327940858999573,1178,42,1178,0.5,"1oT","laplace","2",2.91358273374033,3.04831776019561,"ref1183_RS_1928.txt"
"824","PRdiam3",0.328788995096578,1124,74,1040.74074074074,0.5,"1oT","laplace","2",3.09976465643231,3.2468488524134,"ref1327_PR_2157.txt"
"825","PRvent",0.340772625042584,1241,101,1241,0.5,"1oT","laplace","2",2.8386647790183,2.98542683744479,"ref462_PR_743.txt"
"826","RSsmar2",0.36114979447901,1427,58,1427,0.5,"1oT","laplace","2",2.64720767589686,2.77968840461326,"ref678_RS_1041.txt"
"827","SPeec4",0.37843888158286,1212,84,1212,0.5,"1oT","laplace","2",2.87242494810713,3.01016706351563,"ref2561_SP_3863.txt"
"828","PRsapo",0.425074364521363,1480,122,1480,0.5,"2oT","laplace","2",2.59937622455018,2.71917883512109,"ref348_PR_572.txt"
"829","PRdiam2",0.448393813206425,1146,84,1091.42857142857,0.5,"2oT","laplace","2",3.02692974231671,3.17106790796082,"ref454_PR_732.txt"
"830","RSfaxi",0.470118159409467,1211,74,1211,0.5,"2oT","laplace","2",2.87361067569039,3.01754428626543,"ref639_RS_990.txt"
"831","RSsetape",0.493985431841831,1733,45,1733,0.5,"2oT","laplace","2",2.40215329446032,2.51091599864418,"ref740_RS_1123.txt"
"832","SCorle",0.528689726683852,1938,112,1938,0.5,"2oT","laplace","2",2.27155425212127,2.37889266574942,"ref832_SC_1251.txt"
"833","SCside4",0.535403772264882,1421,98,1421,0.5,"2oT","laplace","2",2.65279054538646,2.78855987397791,"ref2715_SC_4218.txt"
"834","RScama",0.559289827066303,2236,69,2236,0.5,"2oT","laplace","2",2.11477467218907,2.2258390690066,"ref619_RS_969.txt"
"835","SPpesm6",0.629775694761977,1891,87,1891,0.5,"2oT","laplace","2",2.29961024909137,2.40493176240163,"ref1059_SP_1682.txt"
"836","PRtele",0.633149366825626,1040,105,1040,0.5,"2oT","laplace","2",3.10086836473021,3.24358683449901,"ref355_PR_580.txt"
"837","PEsvfer",0.636673590338369,1288,91,1288,0.5,"2oT","laplace","2",2.78639106287676,2.90890620925512,"ref1496_PE_2392.txt"
"838","RSmorr1",0.658177286403532,2810,109,2810,0.5,"2oT","laplace","2",1.88645669476136,1.96854509431941,"ref684_RS_1047.txt"
"839","SPpesmA",0.658259844116084,1670,84,1670,0.5,"2oT","laplace","2",2.44704392116198,2.5506991177154,"ref934_SP_1436.txt"
"840","RSvsol",0.666613829015203,1855,55,1855,0.5,"2oT","laplace","2",2.32181730106286,2.4249792395606,"ref618_RS_968.txt"
"841","SPeec5",0.67888901166382,1107,74,1107,0.5,"2oT","laplace","2",3.00556544889144,3.13597466003291,"ref2561_SP_3864.txt"
"842","SCside1",0.680355725623583,1413,111,1413,0.5,"2oT","laplace","2",2.66028961489207,2.78459152497881,"ref2572_SC_3878.txt"
"843","RSpet1",0.722472122747256,826,69,826,0.5,"2oT","laplace","2",3.47944500319611,3.62101975855323,"ref677_RS_1040.txt"
"844","SCside",0.72254784514244,1712,105,1712,0.5,"2oT","laplace","2",2.41684122261416,2.51754993750432,"ref813_SC_1230.txt"
"845","MGarap1",0.728749442631224,2080,92,2080,0.5,"2oT","laplace","2",2.19264504826757,2.29517632263241,"ref238_MG_321.txt"
"846","RSsini",0.73052961024989,1024,69,1024,0.5,"2oT","laplace","2",3.125,3.2723985205473,"ref741_RS_1124.txt"
"847","SPeec1",0.743179321289062,12105,144,1182.12890625,0.5,"2oT","laplace","2",2.90849004346246,3.03211984744712,"ref936_SP_1440.txt"
"848","BAuruc",0.769444718591026,1784,230,1784,0.5,"2oT","laplace","2",2.36756861905189,2.46410626901199,"ref1425_BA_2296.txt"
"849","SPcara3",0.773104012947153,1674,130,1674,0.5,"2oT","laplace","2",2.44411858368922,2.57071645356232,"ref1124_SP_1704.txt"
"850","MGperd1",0.806018045548929,2965,127,2470.83333333333,0.5,"2oT","laplace","2",2.01176975271592,2.10883964947758,"ref2564_MG_3870.txt"
"851","SPcara1",0.850156308651023,2127,171,2127,0.5,"2oT","laplace","2",2.16828444900803,2.27043598870133,"ref1124_SP_1703.txt"
"852","BAjuss",0.859421049020215,1198,182,1198,0.5,"2oT","laplace","2",2.88915998328494,3.01206305919873,"ref1426_BA_2297.txt"
"853","SCilho2",0.884932951426624,1738,157,1738,0.5,"3oT","laplace","2",2.39869546440458,2.52286361141589,"ref847_SC_1271.txt"
"854","PRanto5",0.896644888231427,1753,124,1753,0.5,"3oT","laplace","2",2.38841088596216,2.50690459007084,"ref2714_PR_4207.txt"
"855","SCilho",0.899939351991448,1169,135,1169,0.5,"3oT","laplace","2",2.92477690287062,3.05335500498565,"ref842_SC_1266.txt"
"856","PRanto6",0.906465210449369,1665,128,1665,0.5,"3oT","laplace","2",2.45071540697936,2.56768581060461,"ref2714_PR_4208.txt"
"857","PRanto4",0.9079979592893,1896,119,1896,0.5,"3oT","laplace","2",2.29657606087313,2.39058978875995,"ref2714_PR_4206.txt"
"858","SCtimbe1",0.915684800663396,3148,142,3148,0.5,"3oT","laplace","2",1.7823075144988,1.86444070871572,"ref873_SC_1327.txt"
"859","SCvolta2",0.916842703142202,2059,78,2059,0.5,"3oT","laplace","2",2.2037982136063,2.29492127786433,"ref870_SC_1324.txt"
"860","PRanto11",0.921209867560648,1740,99,1740,0.5,"3oT","laplace","2",2.39731650742692,2.50806390227806,"ref2714_PR_4213.txt"
"861","PRanto10",0.923024383580357,1877,132,1877,0.5,"3oT","laplace","2",2.30817038065365,2.41323903135901,"ref2714_PR_4212.txt"
"862","PRanto9",0.928261175571598,1594,134,1594,0.5,"3oT","laplace","2",2.50470072492812,2.62025607755654,"ref2714_PR_4211.txt"
"863","RSrioz1",0.92867367679881,1205,76,1205,0.5,"3oT","laplace","2",2.88075600957839,3.01041897401367,"ref658_RS_1018.txt"
"864","PRanto15",0.942009596537872,1650,140,1650,0.5,"3oT","laplace","2",2.46182981958665,2.57590842913561,"ref2714_PR_4217.txt"
"865","PRanto8",0.955077166221669,1504,134,1504,0.5,"3oT","laplace","2",2.57855311564698,2.70220855027984,"ref2714_PR_4210.txt"
"866","PRanto13",0.968871050376109,1673,127,1673,0.5,"3oT","laplace","2",2.4448489343954,2.55009155438798,"ref2714_PR_4215.txt"
"867","SPpei1",0.969241860061788,3060,165,1545.45454545455,0.5,"3oT","laplace","2",2.54373509534584,2.66644589433207,"ref893_SP_1356.txt"
"868","PRanto12",0.974966068885724,1439,143,1439,0.5,"3oT","laplace","2",2.63614687121482,2.7627855305133,"ref2714_PR_4214.txt"
"869","SCvolta1",0.975721531216037,1658,52,1658,0.5,"3oT","laplace","2",2.45588336206301,2.57363770995061,"ref848_SC_1272.txt"
"870","SPpesmF",0.977848996135357,1360,98,1360,0.5,"3oT","laplace","2",2.7116307227332,2.8308550386673,"ref928_SP_1428.txt"
"871","SPpesmB",0.978518078724858,1076,132,1076,0.5,"3oT","laplace","2",3.04855380424846,3.19108152862479,"ref934_SP_1435.txt"
"872","SPpesmC",0.983950458881778,1061,107,1061,0.5,"3oT","laplace","2",3.07002779922758,3.21139138609914,"ref1115_SP_1693.txt"
"873","SPpesmD",0.988788711304557,1262,148,1262,0.5,"3oT","laplace","2",2.81494764949788,2.9373503586597,"ref926_SP_1426.txt"
"874","SPpecb1",0.992253133238622,11507,221,1123.73046875,0.5,"3oT","laplace","2",2.98310762216623,3.11649679377621,"ref936_SP_1439.txt"
"875","SPpesmE",0.994366533447583,1225,138,1225,0.5,"3oT","laplace","2",2.85714285714286,2.98715808263535,"ref888_SP_1349.txt"
"876","SPpesmG",0.998040177040466,1494,148,1494,0.5,"3oT","laplace","2",2.58716841902111,2.69823526284744,"ref922_SP_1420.txt"
"877","SPpesmJ",0.999736929472974,1742,187,1742,0.5,"3oT","laplace","2",2.3959399259138,2.51793457974802,"ref923_SP_1422.txt"
"878","SPpesmI",0.999741863075196,1963,186,1963,0.5,"3oT","laplace","2",2.25704308883094,2.3570472733559,"ref922_SP_1421.txt"
"879","ESsoor",1,1468,226,1468,0.5,"3oT","laplace","2",2.6099787548594,2.71697548656346,"ref8_ES_10.txt"
"880","SPpesmK",1,1796,162,1796,0.5,"3oT","laplace","2",2.35964589091504,2.48155542585035,"ref935_SP_1437.txt"
"881","MGuberl5",0.00742437918995731,957,68,957,0.45,"1oT","laplace","2",3.23254091917618,3.74526635492769,"ref284_MG_391.txt"
"882","MGuberl3",0.0180417237953712,975,85,975,0.45,"1oT","laplace","2",3.20256307610174,3.67995694074484,"ref89_MG_102.txt"
"883","SCarar",0.0359928114764424,2034,26,2034,0.45,"1oT","laplace","2",2.21730035079246,2.54554068532762,"ref873_SC_1328.txt"
"884","MGuberl7",0.0485476800383076,945,73,945,0.45,"1oT","laplace","2",3.25300024316178,3.7397000688204,"ref100_MG_118.txt"
"885","RScach4",0.072361253275373,1095,48,1095,0.45,"1oT","laplace","2",3.0219894260775,3.50516870009823,"ref638_RS_989.txt"
"886","RScach3",0.102843143491402,1228,71,1228,0.45,"1oT","laplace","2",2.85365072767675,3.29405841195552,"ref663_RS_1023.txt"
"887","SPcamp1",0.103320559326545,1076,108,1076,0.45,"1oT","laplace","2",3.04855380424846,3.51793440957645,"ref986_SP_1505.txt"
"888","RScach2",0.104325049309665,1904,48,1904,0.45,"1oT","laplace","2",2.29174624257053,2.64148815576268,"ref664_RS_1024.txt"
"889","PEalia",0.114091406447269,595,60,595,0.45,"1oT","laplace","2",4.09960030845394,4.73781587504816,"ref1496_PE_2393.txt"
"890","MSdour",0.116734787274334,1016,74,1016,0.45,"1oT","laplace","2",3.13727902569079,3.61459333233403,"ref2570_MS_3876.txt"
"891","RScach1",0.151225472114475,1547,30,1547,0.45,"1oT","laplace","2",2.54246418090461,2.93558968316757,"ref624_RS_974.txt"
"892","BAlenc4",0.159514416903022,893,61,866.990291262136,0.45,"1oT","laplace","2",3.396197069558,3.92435746492403,"ref1420_BA_2286.txt"
"893","PRrico3",0.169853953773957,1143,39,1143,0.45,"1oT","laplace","2",2.95785503138705,3.39297236740888,"ref2686_PR_4170.txt"
"894","PRtiba1",0.181441319632234,1482,117,1482,0.45,"1oT","laplace","2",2.59762166733066,3.00739580403242,"ref347_PR_571.txt"
"895","PRrico1",0.189679150380924,1018,64,1018,0.45,"1oT","laplace","2",3.13419570403611,3.61263537961854,"ref1159_PR_1776.txt"
"896","PEmata2",0.21628955738904,1076,75,1076,0.45,"1oT","laplace","2",3.04855380424846,3.51284259897598,"ref1617_PE_2549.txt"
"897","MGvico16",0.21847289239375,1653,91,1653,0.45,"1oT","laplace","2",2.45959483971641,2.83676562197106,"ref257_MG_348.txt"
"898","PRrico2",0.226305520677815,961,34,961,0.45,"1oT","laplace","2",3.2258064516129,3.72027535406106,"ref1359_PR_2196.txt"
"899","MGvico1",0.23259121186371,1825,93,1825,0.45,"1oT","laplace","2",2.34082294392261,2.70676960505189,"ref224_MG_307.txt"
"900","MGuberl1",0.234288719011765,1379,87,1253.63636363636,0.45,"1oT","laplace","2",2.82432200338865,3.25069929773605,"ref76_MG_87.txt"
"901","RSmaqu4",0.310748079531233,1531,85,1531,0.45,"1oT","laplace","2",2.55571489830357,2.9492380893249,"ref658_RS_1017.txt"
"902","MGvico8",0.313668812302999,2303,195,2303,0.45,"1oT","laplace","2",2.08378559282707,2.40404584004397,"ref2419_MG_3585.txt"
"903","RScamb1",0.327940858999573,1178,42,1178,0.45,"1oT","laplace","2",2.91358273374033,3.34060298375851,"ref1183_RS_1928.txt"
"904","PRdiam3",0.328788995096578,1124,74,1040.74074074074,0.45,"1oT","laplace","2",3.09976465643231,3.58509033874288,"ref1327_PR_2157.txt"
"905","PRvent",0.340772625042584,1241,101,1241,0.45,"1oT","laplace","2",2.8386647790183,3.27512299191443,"ref462_PR_743.txt"
"906","RSsmar2",0.36114979447901,1427,58,1427,0.45,"1oT","laplace","2",2.64720767589686,3.05592952252962,"ref678_RS_1041.txt"
"907","SPeec4",0.37843888158286,1212,84,1212,0.45,"1oT","laplace","2",2.87242494810713,3.31078760594421,"ref2561_SP_3863.txt"
"908","PRsapo",0.425074364521363,1480,122,1480,0.45,"2oT","laplace","2",2.59937622455018,3.00140178124358,"ref348_PR_572.txt"
"909","PRdiam2",0.448393813206425,1146,84,1091.42857142857,0.45,"2oT","laplace","2",3.02692974231671,3.50181290830887,"ref454_PR_732.txt"
"910","RSfaxi",0.470118159409467,1211,74,1211,0.45,"2oT","laplace","2",2.87361067569039,3.33074219498544,"ref639_RS_990.txt"
"911","RSsetape",0.493985431841831,1733,45,1733,0.45,"2oT","laplace","2",2.40215329446032,2.77960305571987,"ref740_RS_1123.txt"
"912","SCorle",0.528689726683852,1938,112,1938,0.45,"2oT","laplace","2",2.27155425212127,2.6194435723355,"ref832_SC_1251.txt"
"913","SCside4",0.535403772264882,1421,98,1421,0.45,"2oT","laplace","2",2.65279054538646,3.04245864524642,"ref2715_SC_4218.txt"
"914","RScama",0.559289827066303,2236,69,2236,0.45,"2oT","laplace","2",2.11477467218907,2.41772765395563,"ref619_RS_969.txt"
"915","SPpesm6",0.629775694761977,1891,87,1891,0.45,"2oT","laplace","2",2.29961024909137,2.65813130937398,"ref1059_SP_1682.txt"
"916","PRtele",0.633149366825626,1040,105,1040,0.45,"2oT","laplace","2",3.10086836473021,3.60091867010371,"ref355_PR_580.txt"
"917","PEsvfer",0.636673590338369,1288,91,1288,0.45,"2oT","laplace","2",2.78639106287676,3.20741423362904,"ref1496_PE_2392.txt"
"918","RSmorr1",0.658177286403532,2810,109,2810,0.45,"2oT","laplace","2",1.88645669476136,2.19298084836545,"ref684_RS_1047.txt"
"919","SPpesmA",0.658259844116084,1670,84,1670,0.45,"2oT","laplace","2",2.44704392116198,2.81406863432988,"ref934_SP_1436.txt"
"920","RSvsol",0.666613829015203,1855,55,1855,0.45,"2oT","laplace","2",2.32181730106286,2.67291057765393,"ref618_RS_968.txt"
"921","SPeec5",0.67888901166382,1107,74,1107,0.45,"2oT","laplace","2",3.00556544889144,3.46954467772651,"ref2561_SP_3864.txt"
"922","SCside1",0.680355725623583,1413,111,1413,0.45,"2oT","laplace","2",2.66028961489207,3.0601421755397,"ref2572_SC_3878.txt"
"923","RSpet1",0.722472122747256,826,69,826,0.45,"2oT","laplace","2",3.47944500319611,4.01329492642365,"ref677_RS_1040.txt"
"924","SCside",0.72254784514244,1712,105,1712,0.45,"2oT","laplace","2",2.41684122261416,2.78674570885327,"ref813_SC_1230.txt"
"925","MGarap1",0.728749442631224,2080,92,2080,0.45,"2oT","laplace","2",2.19264504826757,2.54146562573469,"ref238_MG_321.txt"
"926","RSsini",0.73052961024989,1024,69,1024,0.45,"2oT","laplace","2",3.125,3.6091372236846,"ref741_RS_1124.txt"
"927","SPeec1",0.743179321289062,12105,144,1182.12890625,0.45,"2oT","laplace","2",2.90849004346246,3.37214711385357,"ref936_SP_1440.txt"
"928","BAuruc",0.769444718591026,1784,230,1784,0.45,"2oT","laplace","2",2.36756861905189,2.73995286173409,"ref1425_BA_2296.txt"
"929","SPcara3",0.773104012947153,1674,130,1674,0.45,"2oT","laplace","2",2.44411858368922,2.83020257163713,"ref1124_SP_1704.txt"
"930","MGperd1",0.806018045548929,2965,127,2470.83333333333,0.45,"2oT","laplace","2",2.01176975271592,2.31888061794539,"ref2564_MG_3870.txt"
"931","SPcara1",0.850156308651023,2127,171,2127,0.45,"2oT","laplace","2",2.16828444900803,2.5084277195914,"ref1124_SP_1703.txt"
"932","BAjuss",0.859421049020215,1198,182,1198,0.45,"2oT","laplace","2",2.88915998328494,3.33491739315936,"ref1426_BA_2297.txt"
"933","SCilho2",0.884932951426624,1738,157,1738,0.45,"3oT","laplace","2",2.39869546440458,2.78872041121872,"ref847_SC_1271.txt"
"934","PRanto5",0.896644888231427,1753,124,1753,0.45,"3oT","laplace","2",2.38841088596216,2.76531169055545,"ref2714_PR_4207.txt"
"935","SCilho",0.899939351991448,1169,135,1169,0.45,"3oT","laplace","2",2.92477690287062,3.38276570013361,"ref842_SC_1266.txt"
"936","PRanto6",0.906465210449369,1665,128,1665,0.45,"3oT","laplace","2",2.45071540697936,2.83858007808726,"ref2714_PR_4208.txt"
"937","PRanto4",0.9079979592893,1896,119,1896,0.45,"3oT","laplace","2",2.29657606087313,2.65811786032807,"ref2714_PR_4206.txt"
"938","SCtimbe1",0.915684800663396,3148,142,3148,0.45,"3oT","laplace","2",1.7823075144988,2.04205187614436,"ref873_SC_1327.txt"
"939","SCvolta2",0.916842703142202,2059,78,2059,0.45,"3oT","laplace","2",2.2037982136063,2.54632667767068,"ref870_SC_1324.txt"
"940","PRanto11",0.921209867560648,1740,99,1740,0.45,"3oT","laplace","2",2.39731650742692,2.76193330730295,"ref2714_PR_4213.txt"
"941","PRanto10",0.923024383580357,1877,132,1877,0.45,"3oT","laplace","2",2.30817038065365,2.67005443017247,"ref2714_PR_4212.txt"
"942","PRanto9",0.928261175571598,1594,134,1594,0.45,"3oT","laplace","2",2.50470072492812,2.89572364682386,"ref2714_PR_4211.txt"
"943","RSrioz1",0.92867367679881,1205,76,1205,0.45,"3oT","laplace","2",2.88075600957839,3.32695425967874,"ref658_RS_1018.txt"
"944","PRanto15",0.942009596537872,1650,140,1650,0.45,"3oT","laplace","2",2.46182981958665,2.83720959609262,"ref2714_PR_4217.txt"
"945","PRanto8",0.955077166221669,1504,134,1504,0.45,"3oT","laplace","2",2.57855311564698,2.97197618754536,"ref2714_PR_4210.txt"
"946","PRanto13",0.968871050376109,1673,127,1673,0.45,"3oT","laplace","2",2.4448489343954,2.81712192882529,"ref2714_PR_4215.txt"
"947","SPpei1",0.969241860061788,3060,165,1545.45454545455,0.45,"3oT","laplace","2",2.54373509534584,2.93209354393761,"ref893_SP_1356.txt"
"948","PRanto12",0.974966068885724,1439,143,1439,0.45,"3oT","laplace","2",2.63614687121482,3.04978066018301,"ref2714_PR_4214.txt"
"949","SCvolta1",0.975721531216037,1658,52,1658,0.45,"3oT","laplace","2",2.45588336206301,2.83399072563211,"ref848_SC_1272.txt"
"950","SPpesmF",0.977848996135357,1360,98,1360,0.45,"3oT","laplace","2",2.7116307227332,3.13408706668926,"ref928_SP_1428.txt"
"951","SPpesmB",0.978518078724858,1076,132,1076,0.45,"3oT","laplace","2",3.04855380424846,3.52774758043516,"ref934_SP_1435.txt"
"952","SPpesmC",0.983950458881778,1061,107,1061,0.45,"3oT","laplace","2",3.07002779922758,3.53548544476892,"ref1115_SP_1693.txt"
"953","SPpesmD",0.988788711304557,1262,148,1262,0.45,"3oT","laplace","2",2.81494764949788,3.24155421422324,"ref926_SP_1426.txt"
"954","SPpecb1",0.992253133238622,11507,221,1123.73046875,0.45,"3oT","laplace","2",2.98310762216623,3.43305797310223,"ref936_SP_1439.txt"
"955","SPpesmE",0.994366533447583,1225,138,1225,0.45,"3oT","laplace","2",2.85714285714286,3.29284616705903,"ref888_SP_1349.txt"
"956","SPpesmG",0.998040177040466,1494,148,1494,0.45,"3oT","laplace","2",2.58716841902111,2.98077259525165,"ref922_SP_1420.txt"
"957","SPpesmJ",0.999736929472974,1742,187,1742,0.45,"3oT","laplace","2",2.3959399259138,2.77238601690193,"ref923_SP_1422.txt"
"958","SPpesmI",0.999741863075196,1963,186,1963,0.45,"3oT","laplace","2",2.25704308883094,2.60200319653063,"ref922_SP_1421.txt"
"959","ESsoor",1,1468,226,1468,0.45,"3oT","laplace","2",2.6099787548594,3.02533750381251,"ref8_ES_10.txt"
"960","SPpesmK",1,1796,162,1796,0.45,"3oT","laplace","2",2.35964589091504,2.73110232666589,"ref935_SP_1437.txt"
"961","MGuberl5",0.00742437918995731,957,68,957,0.4,"1oT","laplace","2",3.23254091917618,4.11880482626402,"ref284_MG_391.txt"
"962","MGuberl3",0.0180417237953712,975,85,975,0.4,"1oT","laplace","2",3.20256307610174,4.09186362784092,"ref89_MG_102.txt"
"963","SCarar",0.0359928114764424,2034,26,2034,0.4,"1oT","laplace","2",2.21730035079246,2.82443543847799,"ref873_SC_1328.txt"
"964","MGuberl7",0.0485476800383076,945,73,945,0.4,"1oT","laplace","2",3.25300024316178,4.1794649084224,"ref100_MG_118.txt"
"965","RScach4",0.072361253275373,1095,48,1095,0.4,"1oT","laplace","2",3.0219894260775,3.87167680391484,"ref638_RS_989.txt"
"966","RScach3",0.102843143491402,1228,71,1228,0.4,"1oT","laplace","2",2.85365072767675,3.66421056081232,"ref663_RS_1023.txt"
"967","SPcamp1",0.103320559326545,1076,108,1076,0.4,"1oT","laplace","2",3.04855380424846,3.88061233739816,"ref986_SP_1505.txt"
"968","RScach2",0.104325049309665,1904,48,1904,0.4,"1oT","laplace","2",2.29174624257053,2.93694314152865,"ref664_RS_1024.txt"
"969","PEalia",0.114091406447269,595,60,595,0.4,"1oT","laplace","2",4.09960030845394,5.24736431506518,"ref1496_PE_2393.txt"
"970","MSdour",0.116734787274334,1016,74,1016,0.4,"1oT","laplace","2",3.13727902569079,3.97282404361323,"ref2570_MS_3876.txt"
