"SiteCode"	"kernel_percentil"	"p"	"S.obs"	"DA"	"N"	"pSAD"	"U"	"theta"	"m"
"RSsetape"	"0.65"	0.493985431841831	45	1733	1733	97	0.001329174	NA	NA
"RSsetape"	"0.7"	0.493985431841831	45	1733	1733	98	0.001365359	NA	NA
"RSsetape"	"0.75"	0.493985431841831	45	1733	1733	98	0.001560638	NA	NA
"RSsetape"	"0.8"	0.493985431841831	45	1733	1733	95	0.00146808	NA	NA
"RSsetape"	"0.85"	0.493985431841831	45	1733	1733	98	0.001417472	NA	NA
"RSsetape"	"0.9"	0.493985431841831	45	1733	1733	98	0.001429292	NA	NA
"RSsetape"	"0.95"	0.493985431841831	45	1733	1733	97	0.001465506	NA	NA
"RSsetape"	"0.99"	0.493985431841831	45	1733	1733	100	0.001298004	NA	NA
"RSsetape"	"campo_medio"	0.493985431841831	45	1733	1733	99	NA	8.74953610702128	0.741108587448003
"RSsini"	"0.25"	0.73052961024989	69	1024	1024	100	0.006448055	NA	NA
"RSsini"	"0.5"	0.73052961024989	69	1024	1024	99	0.00786757	NA	NA
"RSsini"	"0.55"	0.73052961024989	69	1024	1024	100	0.006927367	NA	NA
"RSsini"	"0.6"	0.73052961024989	69	1024	1024	100	0.007338891	NA	NA
"RSsini"	"0.65"	0.73052961024989	69	1024	1024	100	0.008200936	NA	NA
"RSsini"	"0.7"	0.73052961024989	69	1024	1024	100	0.007727845	NA	NA
"RSsini"	"0.75"	0.73052961024989	69	1024	1024	100	0.008699257	NA	NA
"RSsini"	"0.8"	0.73052961024989	69	1024	1024	100	0.008421375	NA	NA
"RSsini"	"0.85"	0.73052961024989	69	1024	1024	100	0.0081549	NA	NA
"RSsini"	"0.9"	0.73052961024989	69	1024	1024	100	0.008921971	NA	NA
"RSsini"	"0.95"	0.73052961024989	69	1024	1024	100	0.008081045	NA	NA
"RSsini"	"0.99"	0.73052961024989	69	1024	1024	100	0.008595295	NA	NA
"RSsini"	"campo_medio"	0.73052961024989	69	1024	1024	100	NA	17.1867107688436	0.835829107851209
"RSsmar2"	"0.25"	0.36114979447901	58	1427	1427	99	0.003372243	NA	NA
"RSsmar2"	"0.5"	0.36114979447901	58	1427	1427	100	0.003078164	NA	NA
"RSsmar2"	"0.55"	0.36114979447901	58	1427	1427	98	0.003081916	NA	NA
"RSsmar2"	"0.6"	0.36114979447901	58	1427	1427	100	0.003120736	NA	NA
"RSsmar2"	"0.65"	0.36114979447901	58	1427	1427	100	0.003152173	NA	NA
"RSsmar2"	"0.7"	0.36114979447901	58	1427	1427	97	0.002677506	NA	NA
"RSsmar2"	"0.75"	0.36114979447901	58	1427	1427	99	0.003368338	NA	NA
"RSsmar2"	"0.8"	0.36114979447901	58	1427	1427	98	0.003270635	NA	NA
"RSsmar2"	"0.85"	0.36114979447901	58	1427	1427	100	0.003443492	NA	NA
"RSsmar2"	"0.9"	0.36114979447901	58	1427	1427	99	0.003444638	NA	NA
"RSsmar2"	"0.95"	0.36114979447901	58	1427	1427	100	0.003236513	NA	NA
"RSsmar2"	"0.99"	0.36114979447901	58	1427	1427	99	0.001986731	NA	NA
"RSsmar2"	"campo_medio"	0.36114979447901	58	1427	1427	100	NA	14.7293825188496	0.302150278812982
"RSvsol"	"0.25"	0.666613829015203	55	1855	1855	79	0.001969774	NA	NA
"RSvsol"	"0.5"	0.666613829015203	55	1855	1855	36	0.002029582	NA	NA
"RSvsol"	"0.55"	0.666613829015203	55	1855	1855	39	0.001875262	NA	NA
"RSvsol"	"0.6"	0.666613829015203	55	1855	1855	13	0.001797436	NA	NA
"RSvsol"	"0.65"	0.666613829015203	55	1855	1855	22	0.00187643	NA	NA
"RSvsol"	"0.7"	0.666613829015203	55	1855	1855	25	0.001974078	NA	NA
"RSvsol"	"0.75"	0.666613829015203	55	1855	1855	15	0.001866664	NA	NA
"RSvsol"	"0.8"	0.666613829015203	55	1855	1855	21	0.001992492	NA	NA
"RSvsol"	"0.85"	0.666613829015203	55	1855	1855	21	0.001982818	NA	NA
"RSvsol"	"0.9"	0.666613829015203	55	1855	1855	18	0.001834683	NA	NA
"RSvsol"	"0.95"	0.666613829015203	55	1855	1855	22	0.00209752	NA	NA
"RSvsol"	"0.99"	0.666613829015203	55	1855	1855	16	0.0010922728	NA	NA
"RSvsol"	"campo_medio"	0.666613829015203	55	1855	1855	75	NA	10.637857716318	0.9999
"SCarar"	"0.25"	0.0359928114764424	26	2034	2034	100	0.001493321	NA	NA
"SCarar"	"0.5"	0.0359928114764424	26	2034	2034	100	0.001285053	NA	NA
"SCarar"	"0.55"	0.0359928114764424	26	2034	2034	97	0.0009321704	NA	NA
"SCarar"	"0.6"	0.0359928114764424	26	2034	2034	99	0.0008769925	NA	NA
"SCarar"	"0.65"	0.0359928114764424	26	2034	2034	96	0.0009082212	NA	NA
"SCarar"	"0.7"	0.0359928114764424	26	2034	2034	100	0.0008473808	NA	NA
"SCarar"	"0.75"	0.0359928114764424	26	2034	2034	100	0.0008189629	NA	NA
"SCarar"	"0.8"	0.0359928114764424	26	2034	2034	100	0.0008848192	NA	NA
"SCarar"	"0.85"	0.0359928114764424	26	2034	2034	96	0.0008425542	NA	NA
"SCarar"	"0.9"	0.0359928114764424	26	2034	2034	97	0.0008458029	NA	NA
"SCarar"	"0.95"	0.0359928114764424	26	2034	2034	99	0.0008683944	NA	NA
"SCarar"	"0.99"	0.0359928114764424	26	2034	2034	100	0.0007575396	NA	NA
"SCarar"	"campo_medio"	0.0359928114764424	26	2034	2034	100	NA	4.1269493753957	0.9999
"SCilho"	"0.25"	0.899939351991448	135	1169	1169	100	0.01191765	NA	NA
"SCilho"	"0.5"	0.899939351991448	135	1169	1169	100	0.01602895	NA	NA
"SCilho"	"0.55"	0.899939351991448	135	1169	1169	99	0.01589957	NA	NA
"SCilho"	"0.6"	0.899939351991448	135	1169	1169	100	0.01537911	NA	NA
"SCilho"	"0.65"	0.899939351991448	135	1169	1169	100	0.01510218	NA	NA
"SCilho"	"0.7"	0.899939351991448	135	1169	1169	100	0.01832925	NA	NA
"SCilho"	"0.75"	0.899939351991448	135	1169	1169	100	0.0182402	NA	NA
"SCilho"	"0.8"	0.899939351991448	135	1169	1169	99	0.01762491	NA	NA
"SCilho"	"0.85"	0.899939351991448	135	1169	1169	100	0.01871349	NA	NA
"SCilho"	"0.9"	0.899939351991448	135	1169	1169	98	0.01792977	NA	NA
"SCilho"	"0.95"	0.899939351991448	135	1169	1169	100	0.01787028	NA	NA
"SCilho"	"0.99"	0.899939351991448	135	1169	1169	99	0.01822387	NA	NA
"SCilho"	"campo_medio"	0.899939351991448	135	1169	1169	100	NA	49.0701893059543	0.402354999580627
"SCilho2"	"0.25"	0.884932951426624	157	1738	1738	95	0.010169873	NA	NA
"SCilho2"	"0.5"	0.884932951426624	157	1738	1738	92	0.01113983	NA	NA
"SCilho2"	"0.55"	0.884932951426624	157	1738	1738	98	0.0118023	NA	NA
"SCilho2"	"0.6"	0.884932951426624	157	1738	1738	96	0.01353479	NA	NA
"SCilho2"	"0.65"	0.884932951426624	157	1738	1738	96	0.01308932	NA	NA
"SCilho2"	"0.7"	0.884932951426624	157	1738	1738	92	0.01294228	NA	NA
"SCilho2"	"0.75"	0.884932951426624	157	1738	1738	100	0.01332792	NA	NA
"SCilho2"	"0.8"	0.884932951426624	157	1738	1738	94	0.01320802	NA	NA
"SCilho2"	"0.85"	0.884932951426624	157	1738	1738	96	0.01325207	NA	NA
"SCilho2"	"0.9"	0.884932951426624	157	1738	1738	96	0.01332311	NA	NA
"SCilho2"	"0.95"	0.884932951426624	157	1738	1738	96	0.0128411	NA	NA
"SCilho2"	"0.99"	0.884932951426624	157	1738	1738	96	0.006791216	NA	NA
"SCilho2"	"campo_medio"	0.884932951426624	157	1738	1738	97	NA	46.8038923251171	0.556297700274769
"SCorle"	"0.25"	0.528689726683852	112	1938	1938	78	0.009334094	NA	NA
"SCorle"	"0.5"	0.528689726683852	112	1938	1938	98	0.008377716	NA	NA
"SCorle"	"0.55"	0.528689726683852	112	1938	1938	98	0.008396454	NA	NA
"SCorle"	"0.6"	0.528689726683852	112	1938	1938	100	0.006573254	NA	NA
"SCorle"	"0.65"	0.528689726683852	112	1938	1938	99	0.006437158	NA	NA
"SCorle"	"0.7"	0.528689726683852	112	1938	1938	94	0.00629756	NA	NA
"SCorle"	"0.75"	0.528689726683852	112	1938	1938	100	0.00663201	NA	NA
"SCorle"	"0.8"	0.528689726683852	112	1938	1938	99	0.006497942	NA	NA
"SCorle"	"0.85"	0.528689726683852	112	1938	1938	100	0.006578207	NA	NA
"SCorle"	"0.9"	0.528689726683852	112	1938	1938	99	0.006720157	NA	NA
"SCorle"	"0.95"	0.528689726683852	112	1938	1938	100	0.006601597	NA	NA
"SCorle"	"0.99"	0.528689726683852	112	1938	1938	100	0.004504101	NA	NA
"SCorle"	"campo_medio"	0.528689726683852	112	1938	1938	99	NA	28.229612443589	0.582437776520347
"SCside"	"0.25"	0.72254784514244	105	1712	1712	17	0.005085163	NA	NA
"SCside"	"0.5"	0.72254784514244	105	1712	1712	14	0.006554317	NA	NA
"SCside"	"0.55"	0.72254784514244	105	1712	1712	18	0.006623812	NA	NA
"SCside"	"0.6"	0.72254784514244	105	1712	1712	12	0.007933046	NA	NA
"SCside"	"0.65"	0.72254784514244	105	1712	1712	13	0.006674724	NA	NA
"SCside"	"0.7"	0.72254784514244	105	1712	1712	13	0.006816868	NA	NA
"SCside"	"0.75"	0.72254784514244	105	1712	1712	13	0.007201456	NA	NA
"SCside"	"0.8"	0.72254784514244	105	1712	1712	12	0.007070241	NA	NA
"SCside"	"0.85"	0.72254784514244	105	1712	1712	16	0.007101312	NA	NA
"SCside"	"0.9"	0.72254784514244	105	1712	1712	15	0.007296642	NA	NA
"SCside"	"0.95"	0.72254784514244	105	1712	1712	15	0.007336996	NA	NA
"SCside"	"0.99"	0.72254784514244	105	1712	1712	24	0.004107718	NA	NA
"SCside"	"campo_medio"	0.72254784514244	105	1712	1712	37	NA	26.3279038173788	0.665434300667096
"SCside1"	"0.25"	0.680355725623583	111	1413	1413	100	0.009014385	NA	NA
"SCside1"	"0.5"	0.680355725623583	111	1413	1413	99	0.00942209	NA	NA
"SCside1"	"0.55"	0.680355725623583	111	1413	1413	99	0.008912961	NA	NA
"SCside1"	"0.6"	0.680355725623583	111	1413	1413	100	0.009134513	NA	NA
"SCside1"	"0.65"	0.680355725623583	111	1413	1413	98	0.009767009	NA	NA
"SCside1"	"0.7"	0.680355725623583	111	1413	1413	99	0.009906247	NA	NA
"SCside1"	"0.75"	0.680355725623583	111	1413	1413	100	0.010806632	NA	NA
"SCside1"	"0.8"	0.680355725623583	111	1413	1413	100	0.010351188	NA	NA
"SCside1"	"0.85"	0.680355725623583	111	1413	1413	100	0.010627862	NA	NA
"SCside1"	"0.9"	0.680355725623583	111	1413	1413	97	0.010379005	NA	NA
"SCside1"	"0.95"	0.680355725623583	111	1413	1413	99	0.010515102	NA	NA
"SCside1"	"0.99"	0.680355725623583	111	1413	1413	100	0.006467129	NA	NA
"SCside1"	"campo_medio"	0.680355725623583	111	1413	1413	100	NA	28.2125622788359	0.9999
"SCside4"	"0.25"	0.535403772264882	98	1421	1421	82	0.01204986	NA	NA
"SCside4"	"0.5"	0.535403772264882	98	1421	1421	95	0.01035346	NA	NA
"SCside4"	"0.55"	0.535403772264882	98	1421	1421	95	0.0105414	NA	NA
"SCside4"	"0.6"	0.535403772264882	98	1421	1421	95	0.01067253	NA	NA
"SCside4"	"0.65"	0.535403772264882	98	1421	1421	79	0.009271404	NA	NA
"SCside4"	"0.7"	0.535403772264882	98	1421	1421	80	0.009156923	NA	NA
"SCside4"	"0.75"	0.535403772264882	98	1421	1421	69	0.008196941	NA	NA
"SCside4"	"0.8"	0.535403772264882	98	1421	1421	71	0.00835923	NA	NA
"SCside4"	"0.85"	0.535403772264882	98	1421	1421	65	0.00844685	NA	NA
"SCside4"	"0.9"	0.535403772264882	98	1421	1421	71	0.008823686	NA	NA
"SCside4"	"0.95"	0.535403772264882	98	1421	1421	80	0.008644242	NA	NA
"SCside4"	"0.99"	0.535403772264882	98	1421	1421	86	0.004691615	NA	NA
"SCside4"	"campo_medio"	0.535403772264882	98	1421	1421	87	NA	26.9650751398847	0.504546166960957
"SCtimbe1"	"0.25"	0.915684800663396	142	3148	3148	97	0.004353878	NA	NA
"SCtimbe1"	"0.5"	0.915684800663396	142	3148	3148	100	0.004884964	NA	NA
"SCtimbe1"	"0.55"	0.915684800663396	142	3148	3148	99	0.005095834	NA	NA
"SCtimbe1"	"0.6"	0.915684800663396	142	3148	3148	98	0.004955375	NA	NA
"SCtimbe1"	"0.65"	0.915684800663396	142	3148	3148	98	0.004742373	NA	NA
"SCtimbe1"	"0.7"	0.915684800663396	142	3148	3148	99	0.004829836	NA	NA
"SCtimbe1"	"0.75"	0.915684800663396	142	3148	3148	99	0.004700748	NA	NA
"SCtimbe1"	"0.8"	0.915684800663396	142	3148	3148	100	0.004784351	NA	NA
"SCtimbe1"	"0.85"	0.915684800663396	142	3148	3148	100	0.004902114	NA	NA
"SCtimbe1"	"0.9"	0.915684800663396	142	3148	3148	100	0.004806433	NA	NA
"SCtimbe1"	"0.95"	0.915684800663396	142	3148	3148	97	0.002582997	NA	NA
"SCtimbe1"	"0.99"	0.915684800663396	142	3148	3148	98	0.002571858	NA	NA
"SCtimbe1"	"campo_medio"	0.915684800663396	142	3148	3148	100	NA	33.9763898311597	0.48445502958709
"SCvolta1"	"0.25"	0.975721531216037	52	1658	1658	95	0.002232306	NA	NA
"SCvolta1"	"0.5"	0.975721531216037	52	1658	1658	89	0.002063468	NA	NA
"SCvolta1"	"0.55"	0.975721531216037	52	1658	1658	84	0.002131052	NA	NA
"SCvolta1"	"0.6"	0.975721531216037	52	1658	1658	85	0.002170195	NA	NA
"SCvolta1"	"0.65"	0.975721531216037	52	1658	1658	72	0.00188045	NA	NA
"SCvolta1"	"0.7"	0.975721531216037	52	1658	1658	64	0.001899493	NA	NA
"SCvolta1"	"0.75"	0.975721531216037	52	1658	1658	75	0.002042597	NA	NA
"SCvolta1"	"0.8"	0.975721531216037	52	1658	1658	72	0.002076502	NA	NA
"SCvolta1"	"0.85"	0.975721531216037	52	1658	1658	67	0.002112363	NA	NA
"SCvolta1"	"0.9"	0.975721531216037	52	1658	1658	71	0.001985295	NA	NA
"SCvolta1"	"0.95"	0.975721531216037	52	1658	1658	77	0.001971772	NA	NA
"SCvolta1"	"0.99"	0.975721531216037	52	1658	1658	81	0.001306295	NA	NA
"SCvolta1"	"campo_medio"	0.975721531216037	52	1658	1658	98	NA	10.2012045699753	0.9999
"SCvolta2"	"0.25"	0.916842703142202	78	2059	2059	100	0.00243445	NA	NA
"SCvolta2"	"0.5"	0.916842703142202	78	2059	2059	99	0.002509162	NA	NA
"SCvolta2"	"0.55"	0.916842703142202	78	2059	2059	100	0.003315466	NA	NA
"SCvolta2"	"0.6"	0.916842703142202	78	2059	2059	99	0.00321888	NA	NA
"SCvolta2"	"0.65"	0.916842703142202	78	2059	2059	100	0.003174872	NA	NA
"SCvolta2"	"0.7"	0.916842703142202	78	2059	2059	99	0.003089931	NA	NA
"SCvolta2"	"0.75"	0.916842703142202	78	2059	2059	99	0.003225921	NA	NA
"SCvolta2"	"0.8"	0.916842703142202	78	2059	2059	99	0.003183041	NA	NA
"SCvolta2"	"0.85"	0.916842703142202	78	2059	2059	99	0.003118548	NA	NA
"SCvolta2"	"0.9"	0.916842703142202	78	2059	2059	100	0.003198321	NA	NA
"SCvolta2"	"0.95"	0.916842703142202	78	2059	2059	100	0.003099924	NA	NA
"SCvolta2"	"0.99"	0.916842703142202	78	2059	2059	100	0.001793548	NA	NA
"SCvolta2"	"campo_medio"	0.916842703142202	78	2059	2059	97	NA	19.8208217475818	0.268070243314699
"SPcamp1"	"0.25"	0.103320559326545	108	1076	1076	100	0.01283899	NA	NA
"SPcamp1"	"0.5"	0.103320559326545	108	1076	1076	99	0.012995	NA	NA
"SPcamp1"	"0.55"	0.103320559326545	108	1076	1076	93	0.01275395	NA	NA
"SPcamp1"	"0.6"	0.103320559326545	108	1076	1076	97	0.01263015	NA	NA
"SPcamp1"	"0.65"	0.103320559326545	108	1076	1076	98	0.01275305	NA	NA
"SPcamp1"	"0.7"	0.103320559326545	108	1076	1076	94	0.01280629	NA	NA
"SPcamp1"	"0.75"	0.103320559326545	108	1076	1076	90	0.01427157	NA	NA
"SPcamp1"	"0.8"	0.103320559326545	108	1076	1076	90	0.01348278	NA	NA
"SPcamp1"	"0.85"	0.103320559326545	108	1076	1076	92	0.01422557	NA	NA
"SPcamp1"	"0.9"	0.103320559326545	108	1076	1076	94	0.0140427	NA	NA
"SPcamp1"	"0.95"	0.103320559326545	108	1076	1076	83	0.01395962	NA	NA
"SPcamp1"	"0.99"	0.103320559326545	108	1076	1076	93	0.01377414	NA	NA
"SPcamp1"	"campo_medio"	0.103320559326545	108	1076	1076	95	NA	29.8973122734178	0.9999
"SPcara1"	"0.25"	0.850156308651023	171	2127	2127	97	0.00866653	NA	NA
"SPcara1"	"0.5"	0.850156308651023	171	2127	2127	92	0.01086038	NA	NA
"SPcara1"	"0.55"	0.850156308651023	171	2127	2127	97	0.01110387	NA	NA
"SPcara1"	"0.6"	0.850156308651023	171	2127	2127	97	0.01140566	NA	NA
"SPcara1"	"0.65"	0.850156308651023	171	2127	2127	95	0.01139208	NA	NA
"SPcara1"	"0.7"	0.850156308651023	171	2127	2127	98	0.01137543	NA	NA
"SPcara1"	"0.75"	0.850156308651023	171	2127	2127	96	0.0112569	NA	NA
"SPcara1"	"0.8"	0.850156308651023	171	2127	2127	97	0.0111023	NA	NA
"SPcara1"	"0.85"	0.850156308651023	171	2127	2127	96	0.01123209	NA	NA
"SPcara1"	"0.9"	0.850156308651023	171	2127	2127	96	0.01130252	NA	NA
"SPcara1"	"0.95"	0.850156308651023	171	2127	2127	98	0.01118108	NA	NA
"SPcara1"	"0.99"	0.850156308651023	171	2127	2127	100	0.005920375	NA	NA
"SPcara1"	"campo_medio"	0.850156308651023	171	2127	2127	100	NA	59.5857348663198	0.250098786255403
"SPcara3"	"0.25"	0.773104012947153	130	1674	1674	95	0.008310683	NA	NA
"SPcara3"	"0.5"	0.773104012947153	130	1674	1674	97	0.01073092	NA	NA
"SPcara3"	"0.55"	0.773104012947153	130	1674	1674	99	0.009825725	NA	NA
"SPcara3"	"0.6"	0.773104012947153	130	1674	1674	99	0.0104456	NA	NA
"SPcara3"	"0.65"	0.773104012947153	130	1674	1674	100	0.010122694	NA	NA
"SPcara3"	"0.7"	0.773104012947153	130	1674	1674	99	0.010354374	NA	NA
"SPcara3"	"0.75"	0.773104012947153	130	1674	1674	100	0.010608038	NA	NA
"SPcara3"	"0.8"	0.773104012947153	130	1674	1674	100	0.010110226	NA	NA
"SPcara3"	"0.85"	0.773104012947153	130	1674	1674	99	0.010438621	NA	NA
"SPcara3"	"0.9"	0.773104012947153	130	1674	1674	100	0.010156551	NA	NA
"SPcara3"	"0.95"	0.773104012947153	130	1674	1674	100	0.010206642	NA	NA
"SPcara3"	"0.99"	0.773104012947153	130	1674	1674	70	0.007474573	NA	NA
"SPcara3"	"campo_medio"	0.773104012947153	130	1674	1674	100	NA	49.2495369838467	0.182407348041192
"SPeec1"	"0.25"	0.743179321289062	144	1182.12890625	12105	67	0.001591166	NA	NA
"SPeec1"	"0.5"	0.743179321289062	144	1182.12890625	12105	100	0.001291245	NA	NA
"SPeec1"	"0.55"	0.743179321289062	144	1182.12890625	12105	100	0.00130445	NA	NA
"SPeec1"	"0.6"	0.743179321289062	144	1182.12890625	12105	100	0.001317004	NA	NA
"SPeec1"	"0.65"	0.743179321289062	144	1182.12890625	12105	100	0.00129327	NA	NA
"SPeec1"	"0.7"	0.743179321289062	144	1182.12890625	12105	14	0.0008933252	NA	NA
"SPeec1"	"0.75"	0.743179321289062	144	1182.12890625	12105	11	0.000855053	NA	NA
"SPeec1"	"0.8"	0.743179321289062	144	1182.12890625	12105	14	0.0008550314	NA	NA
"SPeec1"	"0.85"	0.743179321289062	144	1182.12890625	12105	15	0.0008677621	NA	NA
"SPeec1"	"0.9"	0.743179321289062	144	1182.12890625	12105	15	0.0008616916	NA	NA
"SPeec1"	"0.95"	0.743179321289062	144	1182.12890625	12105	12	0.000857101	NA	NA
"SPeec1"	"0.99"	0.743179321289062	144	1182.12890625	12105	11	0.0008657749	NA	NA
"SPeec1"	"campo_medio"	0.743179321289062	144	1182.12890625	12105	79	NA	24.2886144865001	0.586420334845206
"SPeec4"	"0.25"	0.37843888158286	84	1212	1212	100	0.004366129	NA	NA
"SPeec4"	"0.5"	0.37843888158286	84	1212	1212	98	0.006505393	NA	NA
"SPeec4"	"0.55"	0.37843888158286	84	1212	1212	98	0.006069594	NA	NA
"SPeec4"	"0.6"	0.37843888158286	84	1212	1212	98	0.006321597	NA	NA
"SPeec4"	"0.65"	0.37843888158286	84	1212	1212	98	0.006098506	NA	NA
"SPeec4"	"0.7"	0.37843888158286	84	1212	1212	94	0.007103197	NA	NA
"SPeec4"	"0.75"	0.37843888158286	84	1212	1212	97	0.007922075	NA	NA
"SPeec4"	"0.8"	0.37843888158286	84	1212	1212	99	0.00774731	NA	NA
"SPeec4"	"0.85"	0.37843888158286	84	1212	1212	98	0.007663159	NA	NA
"SPeec4"	"0.9"	0.37843888158286	84	1212	1212	100	0.007541952	NA	NA
"SPeec4"	"0.95"	0.37843888158286	84	1212	1212	97	0.007287138	NA	NA
"SPeec4"	"0.99"	0.37843888158286	84	1212	1212	95	0.007413727	NA	NA
"SPeec4"	"campo_medio"	0.37843888158286	84	1212	1212	97	NA	21.9233126892982	0.667701651592806
"SPeec5"	"0.25"	0.67888901166382	74	1107	1107	49	0.004184022	NA	NA
"SPeec5"	"0.5"	0.67888901166382	74	1107	1107	17	0.005890595	NA	NA
"SPeec5"	"0.55"	0.67888901166382	74	1107	1107	21	0.00546771	NA	NA
"SPeec5"	"0.6"	0.67888901166382	74	1107	1107	29	0.005718263	NA	NA
"SPeec5"	"0.65"	0.67888901166382	74	1107	1107	13	0.005225188	NA	NA
"SPeec5"	"0.7"	0.67888901166382	74	1107	1107	22	0.005662661	NA	NA
"SPeec5"	"0.75"	0.67888901166382	74	1107	1107	12	0.006943587	NA	NA
"SPeec5"	"0.8"	0.67888901166382	74	1107	1107	20	0.006771408	NA	NA
"SPeec5"	"0.85"	0.67888901166382	74	1107	1107	15	0.00706309	NA	NA
"SPeec5"	"0.9"	0.67888901166382	74	1107	1107	19	0.006987031	NA	NA
"SPeec5"	"0.95"	0.67888901166382	74	1107	1107	18	0.006878522	NA	NA
"SPeec5"	"0.99"	0.67888901166382	74	1107	1107	8	0.006817723	NA	NA
"SPeec5"	"campo_medio"	0.67888901166382	74	1107	1107	59	NA	17.7992327926216	0.9999
"SPpecb1"	"0.25"	0.992253133238622	221	1123.73046875	11507	0	0.002194278	NA	NA
"SPpecb1"	"0.5"	0.992253133238622	221	1123.73046875	11507	57	0.001915022	NA	NA
"SPpecb1"	"0.55"	0.992253133238622	221	1123.73046875	11507	54	0.001990502	NA	NA
"SPpecb1"	"0.6"	0.992253133238622	221	1123.73046875	11507	57	0.00195811	NA	NA
"SPpecb1"	"0.65"	0.992253133238622	221	1123.73046875	11507	54	0.001926772	NA	NA
"SPpecb1"	"0.7"	0.992253133238622	221	1123.73046875	11507	66	0.001961096	NA	NA
"SPpecb1"	"0.75"	0.992253133238622	221	1123.73046875	11507	99	0.001796966	NA	NA
"SPpecb1"	"0.8"	0.992253133238622	221	1123.73046875	11507	94	0.00174385	NA	NA
"SPpecb1"	"0.85"	0.992253133238622	221	1123.73046875	11507	94	0.001783974	NA	NA
"SPpecb1"	"0.9"	0.992253133238622	221	1123.73046875	11507	98	0.001799833	NA	NA
"SPpecb1"	"0.95"	0.992253133238622	221	1123.73046875	11507	97	0.001740116	NA	NA
"SPpecb1"	"0.99"	0.992253133238622	221	1123.73046875	11507	98	0.001775266	NA	NA
"SPpecb1"	"campo_medio"	0.992253133238622	221	1123.73046875	11507	98	NA	59.0334052717123	0.0753901159141262
"SPpei1"	"0.25"	0.969241860061788	165	1545.45454545455	3060	100	0.006483188	NA	NA
"SPpei1"	"0.5"	0.969241860061788	165	1545.45454545455	3060	99	0.006577866	NA	NA
"SPpei1"	"0.55"	0.969241860061788	165	1545.45454545455	3060	99	0.006387466	NA	NA
"SPpei1"	"0.6"	0.969241860061788	165	1545.45454545455	3060	97	0.006494012	NA	NA
"SPpei1"	"0.65"	0.969241860061788	165	1545.45454545455	3060	95	0.006889882	NA	NA
"SPpei1"	"0.7"	0.969241860061788	165	1545.45454545455	3060	96	0.006498292	NA	NA
"SPpei1"	"0.75"	0.969241860061788	165	1545.45454545455	3060	98	0.006554207	NA	NA
"SPpei1"	"0.8"	0.969241860061788	165	1545.45454545455	3060	94	0.006746994	NA	NA
"SPpei1"	"0.85"	0.969241860061788	165	1545.45454545455	3060	94	0.006445226	NA	NA
"SPpei1"	"0.9"	0.969241860061788	165	1545.45454545455	3060	91	0.006498596	NA	NA
"SPpei1"	"0.95"	0.969241860061788	165	1545.45454545455	3060	94	0.006428033	NA	NA
"SPpei1"	"0.99"	0.969241860061788	165	1545.45454545455	3060	96	0.003542181	NA	NA
"SPpei1"	"campo_medio"	0.969241860061788	165	1545.45454545455	3060	98	NA	37.3314060033912	0.9999
"SPpesm6"	"0.25"	0.629775694761977	87	1891	1891	97	0.008765196	NA	NA
"SPpesm6"	"0.5"	0.629775694761977	87	1891	1891	100	0.00744669	NA	NA
"SPpesm6"	"0.55"	0.629775694761977	87	1891	1891	100	0.007140676	NA	NA
"SPpesm6"	"0.6"	0.629775694761977	87	1891	1891	87	0.004276242	NA	NA
"SPpesm6"	"0.65"	0.629775694761977	87	1891	1891	86	0.004649474	NA	NA
"SPpesm6"	"0.7"	0.629775694761977	87	1891	1891	89	0.004584132	NA	NA
"SPpesm6"	"0.75"	0.629775694761977	87	1891	1891	92	0.004578112	NA	NA
"SPpesm6"	"0.8"	0.629775694761977	87	1891	1891	94	0.004817252	NA	NA
"SPpesm6"	"0.85"	0.629775694761977	87	1891	1891	94	0.004626657	NA	NA
"SPpesm6"	"0.9"	0.629775694761977	87	1891	1891	95	0.004847725	NA	NA
"SPpesm6"	"0.95"	0.629775694761977	87	1891	1891	95	0.004784842	NA	NA
"SPpesm6"	"0.99"	0.629775694761977	87	1891	1891	90	0.002200528	NA	NA
"SPpesm6"	"campo_medio"	0.629775694761977	87	1891	1891	97	NA	18.8327252833152	0.9999
"SPpesmA"	"0.25"	0.658259844116084	84	1670	1670	98	0.006837099	NA	NA
"SPpesmA"	"0.5"	0.658259844116084	84	1670	1670	100	0.00582365	NA	NA
"SPpesmA"	"0.55"	0.658259844116084	84	1670	1670	100	0.00592127	NA	NA
"SPpesmA"	"0.6"	0.658259844116084	84	1670	1670	92	0.00484858	NA	NA
"SPpesmA"	"0.65"	0.658259844116084	84	1670	1670	94	0.004921382	NA	NA
"SPpesmA"	"0.7"	0.658259844116084	84	1670	1670	95	0.005381666	NA	NA
"SPpesmA"	"0.75"	0.658259844116084	84	1670	1670	97	0.005204072	NA	NA
"SPpesmA"	"0.8"	0.658259844116084	84	1670	1670	93	0.005027391	NA	NA
"SPpesmA"	"0.85"	0.658259844116084	84	1670	1670	90	0.004942677	NA	NA
"SPpesmA"	"0.9"	0.658259844116084	84	1670	1670	90	0.004875692	NA	NA
"SPpesmA"	"0.95"	0.658259844116084	84	1670	1670	91	0.004823614	NA	NA
"SPpesmA"	"0.99"	0.658259844116084	84	1670	1670	100	0.002862707	NA	NA
