sp,N,MeanDA,SiteCode,ha
Heisteria silvianii,3,7.5,SPpesm9,0.4
Hirtella hebeclada,5,12.5,SPpesm9,0.4
Hyeronima alchorneoides,4,10,SPpesm9,0.4
Inga capitata,2,5,SPpesm9,0.4
Inga edulis,1,2.5,SPpesm9,0.4
Inga striata,1,2.5,SPpesm9,0.4
Mabea piriri,5,12.5,SPpesm9,0.4
Marlierea obscura,18,45,SPpesm9,0.4
Marlierea sp.,1,2.5,SPpesm9,0.4
Marlierea tomentosa,7,17.5,SPpesm9,0.4
Matayba elaeagnoides,1,2.5,SPpesm9,0.4
Matayba guianensis,2,5,SPpesm9,0.4
Micropholis compta,1,2.5,SPpesm9,0.4
Micropholis crassipedicellata,1,2.5,SPpesm9,0.4
Mollinedia aff. corcovadensis,1,2.5,SPpesm9,0.4
Mollinedia schottiana,36,90,SPpesm9,0.4
Mollinedia uleana,5,12.5,SPpesm9,0.4
Myrcia anacardiifolia,5,12.5,SPpesm9,0.4
Myrcia spectabilis,1,2.5,SPpesm9,0.4
Myrciaria floribunda,3,7.5,SPpesm9,0.4
Neomitranthes glomerata,1,2.5,SPpesm9,0.4
Ocotea dispersa,8,20,SPpesm9,0.4
Oreopanax capitatus,1,2.5,SPpesm9,0.4
Ouratea parviflora,7,17.5,SPpesm9,0.4
Pausandra morisiana,8,20,SPpesm9,0.4
Pourouma guianensis,2,5,SPpesm9,0.4
Pouteria psammophila,1,2.5,SPpesm9,0.4
Pseudopiptadenia warmingii,1,2.5,SPpesm9,0.4
Psychotria nuda,1,2.5,SPpesm9,0.4
Pterocarpus rohrii,3,7.5,SPpesm9,0.4
Quararibea turbinata,3,7.5,SPpesm9,0.4
Roupala montana,1,2.5,SPpesm9,0.4
Rudgea vellerea,1,2.5,SPpesm9,0.4
Rustia formosa,8,20,SPpesm9,0.4
Salacia grandifolia,3,7.5,SPpesm9,0.4
Salacia mosenii,1,2.5,SPpesm9,0.4
Sapotaceae sp.1,1,2.5,SPpesm9,0.4
Schefflera angustissima,9,22.5,SPpesm9,0.4
Sloanea guianensis,2,5,SPpesm9,0.4
Sorocea jureiana,1,2.5,SPpesm9,0.4
Stephanopodium estrellense,1,2.5,SPpesm9,0.4
Stylogyne lhotzkyana,1,2.5,SPpesm9,0.4
Swartzia flaemingii,1,2.5,SPpesm9,0.4
Swartzia simplex,4,10,SPpesm9,0.4
Syagrus pseudococos,8,20,SPpesm9,0.4
Tachigali multijuga,2,5,SPpesm9,0.4
Tetrastylidium grandifolium,7,17.5,SPpesm9,0.4
Trichilia silvatica,4,10,SPpesm9,0.4
Virola bicuhyba,7,17.5,SPpesm9,0.4
Zollernia ilicifolia,6,15,SPpesm9,0.4
Abarema brachystachya,3,3,SPpesmA,1
Albizia pedicellaris,1,1,SPpesmA,1
Alchornea triplinervia,76,76,SPpesmA,1
Amaioua intermedia,12,12,SPpesmA,1
Andira fraxinifolia,29,29,SPpesmA,1
Astrocaryum aculeatissimum,4,4,SPpesmA,1
Bactris setosa,1,1,SPpesmA,1
Byrsonima ligustrifolia,5,5,SPpesmA,1
Calophyllum brasiliense,9,9,SPpesmA,1
Calyptranthes concinna,13,13,SPpesmA,1
Calyptranthes lucida,2,2,SPpesmA,1
Campomanesia guaviroba,1,1,SPpesmA,1
Cecropia glaziovii,3,3,SPpesmA,1
Clusia criuva,1,1,SPpesmA,1
Coccoloba glaziovii,5,5,SPpesmA,1
Couepia venosa,2,2,SPpesmA,1
Coussapoa microcarpa,5,5,SPpesmA,1
Cupania oblongifolia,3,3,SPpesmA,1
Endlicheria paniculata,4,4,SPpesmA,1
Eugenia astringens,12,12,SPpesmA,1
Eugenia brasiliensis,11,11,SPpesmA,1
Eugenia umbellata,4,4,SPpesmA,1
Eugenia fusca,6,6,SPpesmA,1
Eugenia monosperma,1,1,SPpesmA,1
Eugenia speciosa,7,7,SPpesmA,1
Eugenia verticillata,35,35,SPpesmA,1
Euplassa cantareirae,22,22,SPpesmA,1
Euterpe edulis,172,172,SPpesmA,1
Faramea pachyantha,14,14,SPpesmA,1
Ficus insipida,1,1,SPpesmA,1
Garcinia gardneriana,33,33,SPpesmA,1
Genipa infundibuliformis,5,5,SPpesmA,1
Guapira opposita,28,28,SPpesmA,1
Guarea macrophylla,64,64,SPpesmA,1
Guatteria australis,71,71,SPpesmA,1
Hirtella hebeclada,2,2,SPpesmA,1
Hyeronima alchorneoides,4,4,SPpesmA,1
Ilex theezans,5,5,SPpesmA,1
Ilex dumosa,3,3,SPpesmA,1
Ilex integerrima,10,10,SPpesmA,1
Inga edulis,2,2,SPpesmA,1
Inga subnuda,22,22,SPpesmA,1
Jacaranda puberula,88,88,SPpesmA,1
Kielmeyera decipiens,28,28,SPpesmA,1
Lacistema pubescens,8,8,SPpesmA,1
Margaritaria nobilis,3,3,SPpesmA,1
Marlierea obscura,3,3,SPpesmA,1
Marlierea tomentosa,32,32,SPpesmA,1
Matayba elaeagnoides,3,3,SPpesmA,1
Maytenus littoralis,55,55,SPpesmA,1
Miconia cinnamomifolia,1,1,SPpesmA,1
Miconia dodecandra,5,5,SPpesmA,1
Miconia prasina,10,10,SPpesmA,1
Miconia pusilliflora,13,13,SPpesmA,1
Myrcia brasiliensis,86,86,SPpesmA,1
Myrcia insularis,1,1,SPpesmA,1
Myrcia multiflora,67,67,SPpesmA,1
Myrcia pubipetala,1,1,SPpesmA,1
Myrcia racemosa,147,147,SPpesmA,1
Myrcia spectabilis,1,1,SPpesmA,1
Myrcia splendens,7,7,SPpesmA,1
Myrsine coriacea,6,6,SPpesmA,1
Myrsine venosa,33,33,SPpesmA,1
Nectandra oppositifolia,28,28,SPpesmA,1
Nectandra psammophila,1,1,SPpesmA,1
Ocotea rariflora,1,1,SPpesmA,1
Oreopanax capitatus,1,1,SPpesmA,1
Ormosia arborea,4,4,SPpesmA,1
Pera glabrata,247,247,SPpesmA,1
Prunus myrtifolia,1,1,SPpesmA,1
Psidium cattleianum,2,2,SPpesmA,1
Roupala montana,3,3,SPpesmA,1
Schefflera angustissima,36,36,SPpesmA,1
Sloanea guianensis,8,8,SPpesmA,1
Sloanea hirsuta,1,1,SPpesmA,1
Sorocea jureiana,2,2,SPpesmA,1
Swartzia simplex,4,4,SPpesmA,1
Syzygium jambos,5,5,SPpesmA,1
Tabernaemontana laeta,1,1,SPpesmA,1
Tachigali denudata,1,1,SPpesmA,1
Tapirira guianensis,10,10,SPpesmA,1
Tibouchina pulchra,1,1,SPpesmA,1
Virola bicuhyba,1,1,SPpesmA,1
Vitex cymosa,1,1,SPpesmA,1
Alchornea glandulosa,2,2,SPpesmB,1
Alchornea triplinervia,1,1,SPpesmB,1
Allophylus petiolulatus,2,2,SPpesmB,1
Alseis floribunda,7,7,SPpesmB,1
Alsophila sternbergii,12,12,SPpesmB,1
Annona emarginata,3,3,SPpesmB,1
Astrocaryum aculeatissimum,6,6,SPpesmB,1
Bathysa australis,5,5,SPpesmB,1
Bathysa mendoncaei,30,30,SPpesmB,1
Bathysa stipulata,2,2,SPpesmB,1
Brosimum guianense,1,1,SPpesmB,1
Cabralea canjerana,2,2,SPpesmB,1
Calyptranthes lucida,7,7,SPpesmB,1
Calyptranthes maritima,1,1,SPpesmB,1
Calyptranthes strigipes,10,10,SPpesmB,1
Campomanesia schlechtendaliana,2,2,SPpesmB,1
Campomanesia guaviroba,10,10,SPpesmB,1
Cariniana estrellensis,1,1,SPpesmB,1
Cecropia glaziovii,2,2,SPpesmB,1
Cheiloclinium cognatum,2,2,SPpesmB,1
Chrysophyllum flexuosum,51,51,SPpesmB,1
Chrysophyllum viride,1,1,SPpesmB,1
Citronella paniculata,13,13,SPpesmB,1
Cordia silvestris,4,4,SPpesmB,1
Cordia taguahyensis,18,18,SPpesmB,1
Couepia venosa,1,1,SPpesmB,1
Coussapoa microcarpa,2,2,SPpesmB,1
Coussarea accedens,40,40,SPpesmB,1
Coussarea meridionalis,63,63,SPpesmB,1
Cryptocarya mandioccana,4,4,SPpesmB,1
Cryptocarya saligna,9,9,SPpesmB,1
Cupania oblongifolia,5,5,SPpesmB,1
Cyathea phalerata,2,2,SPpesmB,1
Dahlstedtia pinnata,1,1,SPpesmB,1
Dalbergia frutescens,1,1,SPpesmB,1
Dendropanax cuneatus,1,1,SPpesmB,1
Ecclinusa ramiflora,1,1,SPpesmB,1
Endlicheria paniculata,13,13,SPpesmB,1
Eriotheca pentaphylla,13,13,SPpesmB,1
Eugenia brevistyla,6,6,SPpesmB,1
Eugenia cerasiflora,1,1,SPpesmB,1
Eugenia cereja,19,19,SPpesmB,1
Eugenia bocainensis,1,1,SPpesmB,1
Eugenia fusca,11,11,SPpesmB,1
Eugenia magnibracteolata,3,3,SPpesmB,1
Eugenia melanogyna,13,13,SPpesmB,1
Eugenia monosperma,11,11,SPpesmB,1
Eugenia mosenii,1,1,SPpesmB,1
Eugenia multicostata,4,4,SPpesmB,1
Eugenia oblongata,20,20,SPpesmB,1
Eugenia plicata,2,2,SPpesmB,1
Eugenia prasina,3,3,SPpesmB,1
Eugenia subavenia,4,4,SPpesmB,1
Euterpe edulis,115,115,SPpesmB,1
Faramea pachyantha,1,1,SPpesmB,1
Faramea picinguabae,7,7,SPpesmB,1
Ficus gomelleira,2,2,SPpesmB,1
Ficus insipida,2,2,SPpesmB,1
Ficus pulchella,1,1,SPpesmB,1
Garcinia gardneriana,23,23,SPpesmB,1
Guapira opposita,42,42,SPpesmB,1
Guarea macrophylla,1,1,SPpesmB,1
Guatteria australis,1,1,SPpesmB,1
Guettarda viburnoides,1,1,SPpesmB,1
Heisteria silvianii,2,2,SPpesmB,1
Hirtella hebeclada,2,2,SPpesmB,1
Hyeronima alchorneoides,5,5,SPpesmB,1
Inga edulis,5,5,SPpesmB,1
Ixora bracteolaris,2,2,SPpesmB,1
Jacaratia heptaphylla,3,3,SPpesmB,1
Lonchocarpus cultratus,2,2,SPpesmB,1
Mabea piriri,5,5,SPpesmB,1
Magnolia ovata,1,1,SPpesmB,1
Malouetia cestroides,1,1,SPpesmB,1
Marlierea racemosa,2,2,SPpesmB,1
Marlierea glazioviana,7,7,SPpesmB,1
Marlierea obscura,17,17,SPpesmB,1
Marlierea silvatica,5,5,SPpesmB,1
Marlierea tomentosa,9,9,SPpesmB,1
Maytenus aquifolia,2,2,SPpesmB,1
Maytenus ardisiaefolia,4,4,SPpesmB,1
Maytenus gonoclada,1,1,SPpesmB,1
Micropholis crassipedicellata,1,1,SPpesmB,1
Mollinedia engleriana,2,2,SPpesmB,1
Mollinedia lamprophylla,1,1,SPpesmB,1
Mollinedia oligantha,1,1,SPpesmB,1
Mollinedia ovata,1,1,SPpesmB,1
Mollinedia schottiana,76,76,SPpesmB,1
Myrcia neoblanchetiana,1,1,SPpesmB,1
Myrcia pubipetala,3,3,SPpesmB,1
Myrcia spectabilis,18,18,SPpesmB,1
Myrcia tomentosa,1,1,SPpesmB,1
Myrciaria floribunda,6,6,SPpesmB,1
Myrocarpus frondosus,1,1,SPpesmB,1
Ocotea dispersa,8,8,SPpesmB,1
Ocotea divaricata,1,1,SPpesmB,1
Ouratea parviflora,1,1,SPpesmB,1
Pausandra morisiana,11,11,SPpesmB,1
Pera glabrata,1,1,SPpesmB,1
Piper cernuum,1,1,SPpesmB,1
Pouteria caimito,4,4,SPpesmB,1
Pouteria psammophila,1,1,SPpesmB,1
Pouteria venosa,17,17,SPpesmB,1
Prunus myrtifolia,1,1,SPpesmB,1
Pterocarpus rohrii,1,1,SPpesmB,1
Quararibea turbinata,5,5,SPpesmB,1
Quiina glazovii,2,2,SPpesmB,1
Rhodostemonodaphne macrocalyx,1,1,SPpesmB,1
Roupala montana,1,1,SPpesmB,1
Rudgea vellerea,11,11,SPpesmB,1
Ruprechtia laxiflora,2,2,SPpesmB,1
Rustia formosa,59,59,SPpesmB,1
Salacia grandifolia,5,5,SPpesmB,1
Sapium glandulosum,2,2,SPpesmB,1
Schefflera calva,1,1,SPpesmB,1
Simira sampaioana,2,2,SPpesmB,1
Sloanea guianensis,23,23,SPpesmB,1
Sloanea hirsuta,1,1,SPpesmB,1
Sorocea bonplandii,8,8,SPpesmB,1
Sorocea hilarii,2,2,SPpesmB,1
Stylogyne lhotzkyana,5,5,SPpesmB,1
Swartzia oblata,1,1,SPpesmB,1
Swartzia simplex,4,4,SPpesmB,1
Syagrus pseudococos,13,13,SPpesmB,1
Tachigali denudata,1,1,SPpesmB,1
Terminalia januariensis,7,7,SPpesmB,1
Tetrastylidium grandifolium,3,3,SPpesmB,1
Tetrorchidium rubrivenium,2,2,SPpesmB,1
Trichilia lepidota,1,1,SPpesmB,1
Trichilia silvatica,5,5,SPpesmB,1
Virola bicuhyba,22,22,SPpesmB,1
Zollernia ilicifolia,7,7,SPpesmB,1
Alchornea glandulosa,6,6,SPpesmC,1
Alchornea triplinervia,1,1,SPpesmC,1
Allophylus sp.,1,1,SPpesmC,1
Alsophila sternbergii,23,23,SPpesmC,1
Astrocaryum aculeatissimum,7,7,SPpesmC,1
Bathysa australis,6,6,SPpesmC,1
Bathysa mendoncaei,69,69,SPpesmC,1
Cabralea canjerana,1,1,SPpesmC,1
Calyptranthes lucida,2,2,SPpesmC,1
Calyptranthes strigipes,4,4,SPpesmC,1
Campomanesia guaviroba,1,1,SPpesmC,1
Campomanesia xanthocarpa,4,4,SPpesmC,1
Cariniana estrellensis,2,2,SPpesmC,1
Cecropia glaziovii,4,4,SPpesmC,1
Chrysophyllum paranaense,1,1,SPpesmC,1
Chrysophyllum flexuosum,30,30,SPpesmC,1
Chrysophyllum viride,2,2,SPpesmC,1
Citharexylum myrianthum,1,1,SPpesmC,1
Citronella paniculata,6,6,SPpesmC,1
Copaifera langsdorffii,3,3,SPpesmC,1
Cordia silvestris,1,1,SPpesmC,1
Cordia taguahyensis,10,10,SPpesmC,1
Couepia venosa,9,9,SPpesmC,1
Coussarea accedens,34,34,SPpesmC,1
Coussarea meridionalis,73,73,SPpesmC,1
Cryptocarya mandioccana,3,3,SPpesmC,1
Cryptocarya saligna,8,8,SPpesmC,1
Cupania furfuracea,1,1,SPpesmC,1
Cupania oblongifolia,16,16,SPpesmC,1
Cyathea phalerata,5,5,SPpesmC,1
Dahlstedtia pinnata,1,1,SPpesmC,1
Ecclinusa ramiflora,5,5,SPpesmC,1
Endlicheria paniculata,9,9,SPpesmC,1
Eriotheca pentaphylla,19,19,SPpesmC,1
Eugenia brevistyla,3,3,SPpesmC,1
Eugenia cereja,19,19,SPpesmC,1
Eugenia excelsa,2,2,SPpesmC,1
Eugenia fusca,23,23,SPpesmC,1
Eugenia magnibracteolata,1,1,SPpesmC,1
Eugenia melanogyna,1,1,SPpesmC,1
Eugenia monosperma,6,6,SPpesmC,1
Eugenia multicostata,2,2,SPpesmC,1
Eugenia oblongata,16,16,SPpesmC,1
Eugenia prasina,15,15,SPpesmC,1
Eugenia sp.1,7,7,SPpesmC,1
Eugenia subavenia,3,3,SPpesmC,1
Euphorbiaceae sp.1,4,4,SPpesmC,1
Euphorbiaceae sp.2,1,1,SPpesmC,1
Euterpe edulis,124,124,SPpesmC,1
Fabaceae sp.1,2,2,SPpesmC,1
Fabaceae sp.2,3,3,SPpesmC,1
Fabaceae sp.3,2,2,SPpesmC,1
Faramea picinguabae,7,7,SPpesmC,1
Ficus luschnathiana,1,1,SPpesmC,1
Ficus pulchella,1,1,SPpesmC,1
Garcinia gardneriana,17,17,SPpesmC,1
Guapira opposita,35,35,SPpesmC,1
Guarea macrophylla,3,3,SPpesmC,1
Guatteria australis,4,4,SPpesmC,1
Hirtella hebeclada,1,1,SPpesmC,1
Hyeronima alchorneoides,8,8,SPpesmC,1
Indet. spp.,8,8,SPpesmC,1
Inga capitata,3,3,SPpesmC,1
Inga striata,1,1,SPpesmC,1
Ixora gardneriana,1,1,SPpesmC,1
Jacaranda puberula,2,2,SPpesmC,1
Jacaratia heptaphylla,1,1,SPpesmC,1
Lonchocarpus cultratus,1,1,SPpesmC,1
Mabea piriri,16,16,SPpesmC,1
Manilkara subsericea,2,2,SPpesmC,1
Marlierea glazioviana,6,6,SPpesmC,1
Marlierea obscura,30,30,SPpesmC,1
Marlierea racemosa,1,1,SPpesmC,1
Marlierea silvatica,1,1,SPpesmC,1
Marlierea tomentosa,20,20,SPpesmC,1
Matayba intermedia,1,1,SPpesmC,1
Melastomataceae sp.1,2,2,SPpesmC,1
Mollinedia engleriana,1,1,SPpesmC,1
Mollinedia lamprophylla,8,8,SPpesmC,1
Mollinedia schottiana,94,94,SPpesmC,1
Mollinedia sp.1,1,1,SPpesmC,1
Myrcia neoblanchetiana,7,7,SPpesmC,1
Myrcia pubipetala,1,1,SPpesmC,1
Myrcia spectabilis,11,11,SPpesmC,1
Myrciaria floribunda,8,8,SPpesmC,1
Myrtaceae sp.1,3,3,SPpesmC,1
Myrtaceae sp.10,3,3,SPpesmC,1
Myrtaceae sp.11,3,3,SPpesmC,1
Myrtaceae sp.2,5,5,SPpesmC,1
Myrtaceae sp.3,1,1,SPpesmC,1
Myrtaceae sp.4,5,5,SPpesmC,1
Myrtaceae sp.5,1,1,SPpesmC,1
Myrtaceae sp.6,1,1,SPpesmC,1
Myrtaceae sp.7,1,1,SPpesmC,1
Myrtaceae sp.8,1,1,SPpesmC,1
Myrtaceae sp.9,1,1,SPpesmC,1
Ocotea dispersa,9,9,SPpesmC,1
Ocotea divaricata,1,1,SPpesmC,1
Ocotea teleiandra,5,5,SPpesmC,1
Ouratea parviflora,4,4,SPpesmC,1
Pausandra morisiana,2,2,SPpesmC,1
Pera glabrata,2,2,SPpesmC,1
Piper cernuum,4,4,SPpesmC,1
Pourouma guianensis,2,2,SPpesmC,1
Pouteria venosa,4,4,SPpesmC,1
Prunus myrtifolia,4,4,SPpesmC,1
Psychotria mapourioides,2,2,SPpesmC,1
Quararibea turbinata,6,6,SPpesmC,1
Quiina glazovii,3,3,SPpesmC,1
Roupala montana,1,1,SPpesmC,1
Rubiaceae sp.1,1,1,SPpesmC,1
Rubiaceae sp.2,1,1,SPpesmC,1
Rudgea vellerea,3,3,SPpesmC,1
Ruprechtia laxiflora,1,1,SPpesmC,1
Rustia formosa,28,28,SPpesmC,1
Salacia grandifolia,3,3,SPpesmC,1
Sapium glandulosum,2,2,SPpesmC,1
Schefflera angustissima,8,8,SPpesmC,1
Schefflera calva,1,1,SPpesmC,1
Siparuna guianensis,2,2,SPpesmC,1
Sloanea guianensis,11,11,SPpesmC,1
Sorocea hilarii,4,4,SPpesmC,1
Stylogyne lhotzkyana,2,2,SPpesmC,1
Swartzia oblata,6,6,SPpesmC,1
Swartzia simplex,15,15,SPpesmC,1
Syagrus pseudococos,19,19,SPpesmC,1
Tetrorchidium rubrivenium,1,1,SPpesmC,1
Trichilia silvatica,4,4,SPpesmC,1
Virola bicuhyba,16,16,SPpesmC,1
Zollernia ilicifolia,11,11,SPpesmC,1
Alchornea glandulosa,1,1,SPpesmD,1
Alchornea triplinervia,10,10,SPpesmD,1
Alseis floribunda,3,3,SPpesmD,1
Alsophila sternbergii,18,18,SPpesmD,1
Annona neosericea,1,1,SPpesmD,1
Astrocaryum aculeatissimum,15,15,SPpesmD,1
Bathysa australis,2,2,SPpesmD,1
Bathysa mendoncaei,40,40,SPpesmD,1
Brosimum glaziovii,2,2,SPpesmD,1
Brosimum guianense,3,3,SPpesmD,1
Brosimum lactescens,1,1,SPpesmD,1
Buchenavia kleinii,2,2,SPpesmD,1
Calyptranthes lucida,4,4,SPpesmD,1
Calyptranthes strigipes,13,13,SPpesmD,1
Campomanesia guaviroba,1,1,SPpesmD,1
Campomanesia schlechtendaliana,1,1,SPpesmD,1
Cariniana estrellensis,2,2,SPpesmD,1
Cecropia glaziovii,14,14,SPpesmD,1
Cheiloclinium cognatum,2,2,SPpesmD,1
Chrysophyllum paranaense,4,4,SPpesmD,1
Chrysophyllum flexuosum,60,60,SPpesmD,1
Chrysophyllum viride,2,2,SPpesmD,1
Citronella paniculata,6,6,SPpesmD,1
Copaifera langsdorffii,2,2,SPpesmD,1
Cordia taguahyensis,22,22,SPpesmD,1
Couepia venosa,2,2,SPpesmD,1
Coussapoa microcarpa,2,2,SPpesmD,1
Coussarea accedens,45,45,SPpesmD,1
Coussarea meridionalis,60,60,SPpesmD,1
Cryptocarya mandioccana,2,2,SPpesmD,1
Cryptocarya saligna,6,6,SPpesmD,1
Cupania furfuracea,1,1,SPpesmD,1
Cupania oblongifolia,3,3,SPpesmD,1
Dahlstedtia pinnata,2,2,SPpesmD,1
Dendropanax cuneatus,2,2,SPpesmD,1
Dictyoloma vandellianum,1,1,SPpesmD,1
Ecclinusa ramiflora,9,9,SPpesmD,1
Endlicheria paniculata,3,3,SPpesmD,1
Eriotheca pentaphylla,20,20,SPpesmD,1
Erythroxylum cuspidifolium,1,1,SPpesmD,1
Erythroxylum pulchrum,1,1,SPpesmD,1
Eugenia batingabranca,1,1,SPpesmD,1
Eugenia brevistyla,1,1,SPpesmD,1
Eugenia cerasiflora,3,3,SPpesmD,1
Eugenia cereja,14,14,SPpesmD,1
Eugenia excelsa,2,2,SPpesmD,1
Eugenia fusca,28,28,SPpesmD,1
Eugenia magnibracteolata,2,2,SPpesmD,1
Eugenia melanogyna,4,4,SPpesmD,1
Eugenia monosperma,18,18,SPpesmD,1
Eugenia mosenii,3,3,SPpesmD,1
Eugenia oblongata,12,12,SPpesmD,1
Eugenia plicata,3,3,SPpesmD,1
Eugenia prasina,16,16,SPpesmD,1
"Eugenia sp.1_D,E",4,4,SPpesmD,1
Eugenia subavenia,4,4,SPpesmD,1
Euterpe edulis,191,191,SPpesmD,1
Faramea pachyantha,2,2,SPpesmD,1
Ficus adhatodifolia,2,2,SPpesmD,1
Ficus gomelleira,1,1,SPpesmD,1
Ficus luschnathiana,1,1,SPpesmD,1
Garcinia gardneriana,16,16,SPpesmD,1
Guapira nitida,1,1,SPpesmD,1
Guapira opposita,57,57,SPpesmD,1
Guarea macrophylla,2,2,SPpesmD,1
Guatteria australis,1,1,SPpesmD,1
Hirtella hebeclada,2,2,SPpesmD,1
Hyeronima alchorneoides,10,10,SPpesmD,1
Hymenaea courbaril,1,1,SPpesmD,1
Ilex theezans,4,4,SPpesmD,1
Indet. sp.6_D,3,3,SPpesmD,1
Inga capitata,3,3,SPpesmD,1
Inga striata,1,1,SPpesmD,1
Inga tenuis,1,1,SPpesmD,1
Ixora gardneriana,1,1,SPpesmD,1
Jacaratia heptaphylla,1,1,SPpesmD,1
Jacaratia spinosa,1,1,SPpesmD,1
Mabea piriri,13,13,SPpesmD,1
Manilkara subsericea,1,1,SPpesmD,1
Marlierea glazioviana,5,5,SPpesmD,1
Marlierea obscura,17,17,SPpesmD,1
Marlierea racemosa,3,3,SPpesmD,1
Marlierea silvatica,3,3,SPpesmD,1
Marlierea sp.4_D,2,2,SPpesmD,1
Marlierea tomentosa,12,12,SPpesmD,1
Matayba elaeagnoides,1,1,SPpesmD,1
Maytenus aquifolia,3,3,SPpesmD,1
Maytenus schumanniana,3,3,SPpesmD,1
Micropholis crassipedicellata,2,2,SPpesmD,1
Mollinedia elegans,2,2,SPpesmD,1
Mollinedia engleriana,1,1,SPpesmD,1
Mollinedia lamprophylla,6,6,SPpesmD,1
Mollinedia schottiana,66,66,SPpesmD,1
Mollinedia uleana,14,14,SPpesmD,1
Myrcia neoblanchetiana,2,2,SPpesmD,1
Myrcia spectabilis,9,9,SPpesmD,1
Myrcia tijucensis,2,2,SPpesmD,1
Myrciaria floribunda,7,7,SPpesmD,1
Myrtaceae sp.4_D,6,6,SPpesmD,1
Neomitranthes glomerata,1,1,SPpesmD,1
Ocotea brachybotrya,1,1,SPpesmD,1
Ocotea dispersa,7,7,SPpesmD,1
Ocotea divaricata,1,1,SPpesmD,1
Ormosia arborea,1,1,SPpesmD,1
Ouratea parviflora,1,1,SPpesmD,1
Pausandra morisiana,7,7,SPpesmD,1
Pera glabrata,1,1,SPpesmD,1
Phyllanthus acuminatus,1,1,SPpesmD,1
Picramnia ciliata,2,2,SPpesmD,1
Plinia edulis,1,1,SPpesmD,1
Pouteria bullata,1,1,SPpesmD,1
Pouteria gardneri,1,1,SPpesmD,1
Pouteria psammophila,2,2,SPpesmD,1
Pouteria venosa,11,11,SPpesmD,1
Pseudopiptadenia warmingii,1,1,SPpesmD,1
Psychotria mapourioides,1,1,SPpesmD,1
Psychotria nuda,1,1,SPpesmD,1
Pterocarpus rohrii,1,1,SPpesmD,1
Quararibea turbinata,11,11,SPpesmD,1
Quiina glazovii,1,1,SPpesmD,1
Roupala montana,7,7,SPpesmD,1
Rubiaceae sp.1_D,2,2,SPpesmD,1
Rubiaceae sp.2_D,2,2,SPpesmD,1
Rudgea nodosa,2,2,SPpesmD,1
Rudgea vellerea,3,3,SPpesmD,1
Ruprechtia laxiflora,3,3,SPpesmD,1
Rustia formosa,62,62,SPpesmD,1
Salacia grandifolia,5,5,SPpesmD,1
Sapium glandulosum,1,1,SPpesmD,1
Schefflera angustissima,1,1,SPpesmD,1
Schefflera calva,2,2,SPpesmD,1
Simira sampaioana,1,1,SPpesmD,1
Sloanea guianensis,26,26,SPpesmD,1
Sorocea bonplandii,5,5,SPpesmD,1
Sorocea hilarii,5,5,SPpesmD,1
Stephanopodium estrellense,1,1,SPpesmD,1
Stylogyne lhotzkyana,2,2,SPpesmD,1
Swartzia oblata,3,3,SPpesmD,1
Swartzia simplex,14,14,SPpesmD,1
Syagrus pseudococos,28,28,SPpesmD,1
Tabebuia obtusifolia,10,10,SPpesmD,1
Tachigali denudata,2,2,SPpesmD,1
Tachigali paratyensis,2,2,SPpesmD,1
Tapirira guianensis,1,1,SPpesmD,1
Terminalia argentea,3,3,SPpesmD,1
Terminalia januariensis,4,4,SPpesmD,1
Tetrastylidium grandifolium,3,3,SPpesmD,1
Tetrorchidium rubrivenium,2,2,SPpesmD,1
Trichilia lepidota,3,3,SPpesmD,1
Trichilia silvatica,2,2,SPpesmD,1
Virola bicuhyba,19,19,SPpesmD,1
Zanthoxylum fagara,1,1,SPpesmD,1
Zollernia ilicifolia,8,8,SPpesmD,1
Zygia latifolia,3,3,SPpesmD,1
Actinostemon concolor,1,1,SPpesmE,1
Aegiphila integrifolia,2,2,SPpesmE,1
Alchornea glandulosa,2,2,SPpesmE,1
Alchornea triplinervia,12,12,SPpesmE,1
Alseis floribunda,8,8,SPpesmE,1
Alsophila sternbergii,2,2,SPpesmE,1
Annona mucosa,1,1,SPpesmE,1
Astrocaryum aculeatissimum,7,7,SPpesmE,1
Bathysa australis,3,3,SPpesmE,1
Bathysa mendoncaei,67,67,SPpesmE,1
Brosimum guianense,9,9,SPpesmE,1
Brosimum lactescens,2,2,SPpesmE,1
Buchenavia kleinii,1,1,SPpesmE,1
Cabralea canjerana,2,2,SPpesmE,1
Calyptranthes lucida,10,10,SPpesmE,1
Calyptranthes maritima,2,2,SPpesmE,1
Calyptranthes strigipes,6,6,SPpesmE,1
Campomanesia guaviroba,3,3,SPpesmE,1
Campomanesia laurifolia,5,5,SPpesmE,1
Cariniana estrellensis,4,4,SPpesmE,1
Cecropia glaziovii,9,9,SPpesmE,1
Cedrela fissilis,1,1,SPpesmE,1
Chrysophyllum flexuosum,43,43,SPpesmE,1
Chrysophyllum viride,2,2,SPpesmE,1
Citronella paniculata,6,6,SPpesmE,1
Copaifera langsdorffii,1,1,SPpesmE,1
Copaifera trapezifolia,2,2,SPpesmE,1
Cordia sellowiana,1,1,SPpesmE,1
Cordia taguahyensis,3,3,SPpesmE,1
Couepia venosa,9,9,SPpesmE,1
Coussapoa microcarpa,4,4,SPpesmE,1
Coussarea accedens,67,67,SPpesmE,1
Coussarea meridionalis,35,35,SPpesmE,1
Cryptocarya mandioccana,2,2,SPpesmE,1
