SiteCode,p,k,Ntotal,S_obs,DA,d,U_med,J_M,L,m,m_,ratio_J_JM
SPpei1,0.975925350225875,0.85,3078,172,1554.54545454545,1.31103609602458,0.002377063,2600283.5388155114,140.7124727947031,0.013133004101263283,0.012820885238050628,0.0011837170654866735
MGuberl3,0.863336341978253,0.85,976,86,976,1.65105821000105,0.01116713,1444210.5817363174,100,0.023213189467868715,0.02010456980576622,6.758017233377378e-4
ESsoor,0.994759334898679,0.85,1519,265,1519,1.32245286221051,0.01373616,2589861.140947626,100,0.018614863654733776,0.01851911600718756,5.865179317854085e-4
SPpesmG,0.972615491332908,0.85,1496,151,1496,1.33222307033584,0.005236523,2493867.975097327,100,0.018751738426295954,0.018247601556588295,5.99871370472856e-4
SPpesmI,0.987242723924714,0.85,1995,204,1995,1.1534389969254,0.005700375,3375728.605500516,100,0.016245569652237783,0.016041645053561503,5.90983527748435e-4
SPpesmJ,0.987726950190507,0.85,1816,206,1816,1.21086050619359,0.00659107,3074350.8621241148,100,0.01705084434173629,0.016845103584956753,5.906938021853818e-4
SPpesmD,0.888774351326571,0.85,1281,155,1281,1.44015501404444,0.01919029,1951377.6433028027,100,0.02026316520458876,0.018050062446951173,6.564592990989916e-4
SPpesmF,0.934982214886836,0.85,1379,104,1379,1.38882018181474,0.003084493,2209877.9993808414,100,0.019544442293327934,0.018296956551913664,6.240163485886393e-4
SPpesmH,0.938227771318037,0.85,1528,152,1528,1.316285222889,0.005111899,2457153.6827783855,100,0.01852845380220936,0.017403829363296288,6.218577253467677e-4
SPpesmB,0.877020152962385,0.85,1076,134,1076,1.57370334230606,0.01898253,1617418.9484356365,100,0.022131698987931735,0.019462919289827078,6.65257446773889e-4
SPpesmA,0.614794566702037,0.85,1670,84,1670,1.26623240923327,0.0018135410000000001,1759734.6035595213,100,0.017827063236830858,0.011035765118046274,9.4900674034709e-4
SPpesmK,0.999870427158468,0.85,1852,189,1852,1.20288065053059,0.00575329,3173842.6228998415,100,0.016938955205994276,0.01693679755080261,5.835197960470658e-4
SPpesmN,0.999653989121875,0.85,1431,150,1431,1.35815952403274,0.005611837,2451828.1071605156,100,0.01911504632289684,0.019108558693207277,5.836461356409093e-4
SPpecb1,0.960615159426555,0.85,11529,224,1125.87890625,1.53990771050542,0.001670918,1853710.0339144883,320,0.006793916212904847,0.006528085673574089,0.006219419320752208
SPeec1,0.429891122108479,0.85,12105,144,1182.12890625,1.49793022923177,9.680573e-4,871011.7140128647,320,0.006609022862578159,0.002851905843825213,0.013897631691117773
MGuberl7,0.887811622364622,0.8,945,73,945,1.88389670940619,0.010643936,1437981.5598133237,100,0.026464869424937226,0.023565786676784665,6.571711532397385e-4
SPjabo1,0.0155802041005414,0.8,1694,76,1323.4375,1.59670923708694,0.006206471,35340.87201137321,113.13708498984761,0.019859276385938363,3.1558114816408766e-4,0.047933169262344345
SPpesm6,0.590593209876543,0.8,1892,88,1892,1.33307692904266,0.001470558,1915182.9370959993,100,0.01876370002245077,0.011167502424903178,9.87895183981144e-4
SPigua1,0.705151439190278,0.8,1826,173,1826,1.3673377293323,0.004993808,2206906.084664803,100,0.01924359498835893,0.013647081508692427,8.274026759400334e-4
MGvico4,0.203454803717689,0.8,1371,131,1371,1.57197468877897,0.01309886,478086.06506593927,100,0.02210752402467636,0.004578507845468487,0.002867684503230411
SPpesmC,0.883012144988627,0.8,1119,131,1119,1.74535923192331,0.01778461,1693547.7480516473,100,0.02453079302756734,0.021723329887186976,6.607431064682768e-4
SPcara1,0.850301625856528,0.8,2166,181,2166,1.2632541182205,0.004162409,3156691.5230985167,100,0.01778532051875091,0.015163258120853295,6.861614396435915e-4
SPcara3,0.756191086934286,0.8,1735,143,1735,1.39450995470776,0.005074006,2248701.0127528775,100,0.019624116007431094,0.014910923439822713,7.715565520540231e-4
MGuberl6,0.897604940383112,0.8,994,79,955.769230769231,1.87394922369589,0.01167161,1470411.740228197,101.98039027185568,0.025818169009573424,0.023235943826196072,6.760011313876877e-4
PRrico1,0.150749959057744,0.8,1019,66,1019,1.82179477003763,0.008022744,263288.6084233165,100,0.02559812190726908,0.003944669819592935,0.003870277586646087
RScamb1,0.444885569575086,0.8,1178,42,1178,1.69612555290945,0.004716953,898243.9314364613,100,0.023842995509559473,0.010749683044425336,0.0013114477691111767
PRdiam3,0.229984477843697,0.8,1130,77,1046.2962962963,1.79176484390032,0.006930398,412433.4639618817,103.92304845413246,0.024234200534155752,0.005679472956893398,0.002739835873513013
RSgaur,0.254016492149773,0.8,1540,84,1540,1.48747894644353,0.006555928,670476.1246029384,100,0.02092549931724319,0.005399711852925099,0.0022968752256644497
BAlenc4,0.480010759036093,0.8,1125,150,1092.23300970874,1.7558349288464,0.02427681,898601.1122594093,101.4889156509221,0.024317305178785997,0.011822054892228562,0.0012519459242280946
BAuruc,0.944174531065876,0.8,2530,458,2530,1.15747399264993,0.01570635,4094241.769542142,100,0.016302166882813624,0.015406111505981283,6.179410358277228e-4
BAjuss,0.822843111251237,0.8,1400,265,1400,1.55162205043829,0.04217567,1974448.2505442381,100,0.021822872924699487,0.018026492376116993,7.09058847004019e-4
PEsvfer,0.764221922515876,0.8,1390,120,1390,1.56520318684183,0.01087853,1820685.6707782818,100,0.02201282269620806,0.016910449297382914,7.634486404266706e-4
PEalia,0.718189314043546,0.8,649,79,649,2.28110404683349,0.0178666,798885.0940970514,100,0.03199951101853673,0.023190837296959674,8.123821620849483e-4
PEcabo2,0.775969806576159,0.8,1575,81,1575,1.46515852692975,0.004700681,2094720.4052448557,100,0.020613136122654634,0.016069379078132145,7.518903220002268e-4
PEbrejo,0.652514641031126,0.8,1553,62,1553,1.47827731257813,0.003011256,1736850.3429020736,100,0.020796733053320266,0.013668952310338104,8.941472743155974e-4
PEcaru1,0.633257700082464,0.8,1424,92,1424,1.53860742227462,0.00663275,1545578.795509876,100,0.021640829197492828,0.013813856885254546,9.2133769183229e-4
MGubera,0.819681253972354,0.8,805,90,805,2.05613473460041,0.01549004,1130945.210057057,100,0.02886675177504153,0.023785343153285437,7.117939868717311e-4
PEmata2,0.657696033445498,0.8,1145,88,1145,1.71287031197037,0.008588647,1290718.0740394613,100,0.024076948022465842,0.015966906625310234,8.8710309635363e-4
MGlavr2,0.0596977983809989,0.8,3120,175,1500,1.50416889699361,0.009171773,153479.45776964532,144.22205101855957,0.014695201935819644,8.895631239626055e-4,0.0203284533665916
MGipia1,0.892023291310984,0.8,837,50,837,2.00761942157908,0.00496534,1279682.8051941881,100,0.028190499353712557,0.025223359839499422,6.54068333654751e-4
MGvico1,0.230771788647624,0.8,1826,94,1826,1.36097347820904,0.001825362,722244.3807534995,100,0.019154459068713662,0.004486412252247096,0.002528230123569781
SPeec4,0.368274401173212,0.8,1218,86,1218,1.67575969297198,0.007509539,768810.8478292332,100,0.023558412323362005,0.008807030399324154,0.0015842648467292958
SPeec5,0.412073966642495,0.8,1111,77,1111,1.74082839957597,0.007068372,784675.1867077601,100,0.02446750714860735,0.010229576039530891,0.0014158724766885926
MGvico3,0.201646421828803,0.8,1639,121,1639,1.4400871111357,0.009392191000000001,566461.1839974624,100,0.02026221469128502,0.004152983460654073,0.0028934021364601433
MSdour,0.0753116519366682,0.8,1046,124,1046,1.79064818237286,0.01778267,135018.89226522692,100,0.025163268403852534,0.0019402330045304433,0.007747064003052773
SCside1,0.667485387440862,0.8,1417,115,1417,1.5433583713762,0.01026864,1621109.291850584,100,0.02170728565089789,0.014594639933371059,8.740928246623136e-4
MGvico16,0.210647243466788,0.8,1653,91,1653,1.43010310268954,0.006202463,596800.6893785914,100,0.020122452289937795,0.0043071526845452224,0.0027697689185331846
SPpesmL,0.999872716858652,0.8,1596,175,1596,1.45419329499385,0.0167666,2735131.97949214,100,0.020459664893962965,0.020457113997355458,5.835184597915987e-4
SPpesmS,0.834564677800723,0.8,2184,141,2184,1.24885764325927,0.002735049,3124016.4777567065,100,0.017583531895049246,0.01471740664321114,6.991000257361915e-4
PRrico3,0.104369417595287,0.8,1162,46,1162,1.70814650133052,0.003833858,207864.37811264026,100,0.02401095126351735,0.002561084983996777,0.005590183419355866
PRanto4,0.910542733134695,0.8,1922,129,1922,1.32482449068711,0.002835867,2999538.207582168,100,0.018648089628381177,0.017008255791554336,6.407653001857452e-4
PRanto5,0.904052991381646,0.8,1762,128,1762,1.38668344716768,0.003231074,2730237.7919211523,100,0.01951452082789564,0.01767525536917966,6.45365032018019e-4
PRanto6,0.907041789373292,0.8,1672,132,1672,1.41851343835912,0.00982805,2599346.9533654223,100,0.01996020041061932,0.018138391037607584,6.432384864341526e-4
PRanto7,0.896132461103336,0.8,1983,83,1983,1.30550979218355,0.0012334,3045759.4877837924,100,0.018377478748294214,0.016500151135638137,6.510691365991292e-4
PRanto8,0.963077430034025,0.8,1524,144,1524,1.4928443174044,0.01324534,2515630.5165792233,100,0.021000577594048747,0.020240876979293988,6.058123360947094e-4
PRanto9,0.940862084770845,0.8,1604,140,1604,1.45421366098181,0.01183541,2586610.366017395,100,0.020459949950897754,0.019273311077177887,6.201165900644245e-4
PRanto10,0.935790101690086,0.8,1967,137,1967,1.31102046523132,0.002985372,3154884.6808966193,100,0.018454690491775408,0.017290205132032506,6.234776224660541e-4
PRanto11,0.941077571652564,0.8,1746,102,1746,1.39704444263375,0.00239281,2816244.423483012,100,0.019659605321371416,0.018522670142577632,6.199745964665316e-4
PRanto12,0.956083671010842,0.8,1471,155,1471,1.51856642014665,0.01590616,2410511.767254408,100,0.02136047006873767,0.020441572333728054,6.102438577495436e-4
PRanto13,0.941618186926423,0.8,1685,133,1685,1.41295346842425,0.003568045,2719414.6044145343,100,0.019882357705280185,0.01874334629256371,6.196186478018733e-4
PRanto14,0.949015576583043,0.8,2134,73,2134,1.2639012795182,8.811674e-4,3471110.4901243416,100,0.01779439098773508,0.016902488782405568,6.147888423809742e-4
PRanto15,0.921997528960791,0.8,1658,143,1658,1.42896146858162,0.011276497,2620082.494895003,100,0.02010647034583248,0.018567235980685905,6.328045026179386e-4
SCside4,0.563868001301749,0.8,1423,143,1423,1.54628539419496,0.01519964,1375254.3649043604,100,0.021748227831684366,0.01238056059070074,0.00103471767573627
SPcana1,0.904674464613452,0.8,2311,162,1925.83333333333,1.32026129902099,0.003723646,2986150.6488728817,109.54451150103331,0.016971871333431015,0.015378899406316296,7.739060321261031e-4
MGuberl5,0.897444850913581,0.8,958,69,958,1.89275251903552,0.009853159,1473580.8244516237,100,0.026588437221442957,0.023926899496585993,6.501170374258289e-4
SCsjo1,0.414187734753475,0.8,1470,80,1441.17647058824,1.5303046654632,0.005763483,1023092.9200895691,100.99504938362061,0.021313755751063156,0.008939513726341832,0.0014368196388958546
PRtiba1,0.168194965603502,0.8,1493,127,1493,1.51125853453288,0.01167872,430401.208765947,100,0.02125822803997495,0.003639890021279995,0.0034688564288208033
PRsapo,0.412833295700075,0.8,1482,124,1482,1.51281319287581,0.0114145,1048633.197648185,100,0.0212799791591922,0.008896241534638525,0.0014132682460594851
PRdiam4,0.238517200234214,0.8,1487,73,1239.16666666667,1.65292013061093,0.00432329,506582.41211956425,109.54451150103309,0.021225267754966314,0.005145760703790185,0.002935356546979835
PRtele,0.720622255888005,0.8,1041,108,1041,1.79424292861471,0.01403299,1285757.5482915791,100,0.025213461454045242,0.01829827599138057,8.096394233758961e-4
SCserra4,0.393410110559205,0.8,1457,56,1457,1.51681288641592,0.003018011,982439.3543380382,100,0.02133593748889688,0.008503831508078279,0.0014830431960675251
SPpesmU,0.822512011752552,0.8,2182,132,2182,1.24213374004688,0.002559187,3076080.3644815474,100,0.017489279003147,0.014429934549947366,7.093442763052653e-4
PRdiam2,0.31230878974511,0.8,1146,85,1091.42857142857,1.76097152249233,0.008075591,584225.0953992106,102.46950765959606,0.02415604832056733,0.007671585849133205,0.0019615727037828106
PRvent,0.330619477161735,0.8,1270,107,1270,1.62168537123664,0.01542174,719669.0700266818,100,0.022802601286884897,0.007655839925140931,0.0017646999890559626
RJpnrj,0.0932031292485298,0.8,2164,84,1502.77777777778,1.50276753632095,0.003781965,240063.39320856787,119.99999999999991,0.017631871707012567,0.001670047211005903,0.00901428564795762
RSvsol,0.602441139584327,0.8,1855,55,1855,1.34689426933816,6.817212e-4,1915398.8289416232,100,0.018957255219167468,0.011507357070090669,9.684667088498758e-4
RScama,0.465012320561114,0.8,2236,69,2236,1.23001981906275,0.001210161,1782119.9878978007,100,0.017319459663298058,0.008129083760249138,0.0012546854393556289
RScach1,0.11193208229449,0.8,1547,49,1547,1.48331720486474,0.00286693,296787.48190736095,100,0.020867261587698274,0.0023798177421761697,0.005212483997161577
RScach4,0.0789365443017742,0.8,1096,55,1096,1.76123722408612,0.005884955,148282.31110072994,100,0.024752557860613998,0.0019994665716470774,0.007391306433411833
RSfaxi,0.330205922067901,0.8,1211,74,1211,1.67570700335288,0.006585064,685377.2477890621,100,0.023557676008997917,0.007903593281831506,0.0017669101270964692
RSmaqu4,0.266944616018118,0.8,1531,85,1531,1.48838178532661,0.005154263,700482.0953218031,100,0.020938133051035125,0.0056764486254771065,0.0021856375919168283
RSrioz1,0.90394723979702,0.8,1206,78,1206,1.66775656936971,0.006458239,1868491.2698137355,100,0.0234465689926609,0.021242301273231606,6.454405324142739e-4
RScach3,0.0901714210262083,0.8,1229,72,1229,1.65322911548388,0.007879097,189942.2065931763,100,0.02324353204285961,0.0021411832648393692,0.006470389188603603
RScach2,0.0859317226079183,0.8,1904,48,1904,1.33538792155486,0.0010569363,280427.8511751528,100,0.01879607405186929,0.0016434143509989677,0.006789625181739805
RSpet1,0.61617046818727506,0.8,827,70,827,2.02080864674501,0.009232346,873387.6999860746,100,0.028374366572538178,0.01767595413504584,9.468876193392532e-4
RSsmar2,0.303243320193804,0.8,1427,58,1427,1.54230162558724,0.003147718,741678.8563802643,100,0.02169250404654101,0.006679056868123209,0.001924013321566722
RSmorr1,0.538530784487802,0.8,2822,114,2822,1.0939144568988,0.001524488,2604763.0703803725,100,0.015410454168272207,0.008358444635290495,0.001083399880814459
RScris,0.284703468659045,0.8,2179,29,2179,1.25163037345325,8.860046e-5,1063287.4082142848,100,0.01762239756256934,0.005081207552075858,0.002049304809937959
MGlavr3,0.123350541540449,0.8,4137,384,1723.75,1.40276679421594,0.007397768,364431.59509047895,154.91933384829667,0.012764455379376403,0.0015923204746211026,0.01135192462929261
RSsetape,0.452723370843213,0.8,1733,45,1733,1.39734122160915,7.787591e-4,1344720.914480521,100,0.01966376094414608,0.008999087974566418,0.0012887432487576614
RSsini,0.751887932508693,0.8,1024,69,1024,1.81818240101653,0.006347319,1319634.780981862,100,0.025547692741688232,0.019331538522569656,7.759722725996221e-4
MGuberl1,0.620615293430654,0.8,1393,89,1266.36363636364,1.62883767536196,0.006890541,1347043.395583155,104.880884817015,0.021842646726230618,0.013669153686949171,0.0010341166472940166
SCside,0.727896695345763,0.8,1715,107,1715,1.40958610597743,0.002617733,2139609.681222523,100,0.019835211234551373,0.01451633264471722,8.015480650751632e-4
MGlavr6,0.105464946828223,0.8,1666,165,1487.5,1.50559152457536,0.02104593,268884.51664523035,105.83005244258364,0.020018116344306152,0.0021497041272396686,0.006195968517585345
SCorle,0.534556814170092,0.8,2143,118,2143,1.25891889259237,0.002633624,1963435.881031683,100,0.017724557879412173,0.00955359822539993,0.001091454027454141
SCilho,0.872568596003357,0.8,1260,136,1260,1.64047502176167,0.01572075,1884390.0652154514,100,0.02306526233024532,0.020185353140331933,6.686513706788929e-4
SCilho2,0.87152078954513,0.8,1832,182,1832,1.36350576815648,0.005408428,2736553.2471261485,100,0.01918992609801859,0.016765755624629133,6.694552725856567e-4
SCvolta1,0.939375134560099,0.8,1660,53,1660,1.4315403760888,0.002057762,2672685.3333468414,100,0.020142572757076,0.018944565975815477,6.210981814014308e-4
SCcric1,0.257688402725365,0.8,1412,137,1412,1.55194055592539,0.01970081,623634.6720060551,100,0.021827327847408973,0.005717284573157575,0.002264146083247742
SCvolta2,0.810348171360328,0.8,2059,78,2059,1.27634504807045,0.001155443,2859754.0603247955,100,0.017968791938403006,0.014610768473841315,7.199919841240298e-4
SCtimbe1,0.794756496345566,0.8,3161,149,3161,1.03411237326531,0.001803683,4305853.649390047,100,0.01457108801286928,0.011615203530458189,7.341169155732398e-4
SCarar,0.0576726724615995,0.8,2034,26,2034,1.291816794,4.946236e-4,201058.1616101038,100,0.018185608770298286,0.0010670993216304243,0.010116475669087115
SPpesmE,0.899700419807692,0.8,1240,142,1240,1.64495237819377,0.01724525,1912142.6591016536,100,0.023127846210668795,0.020856514077367615,6.484871796033075e-4
SPpei1,0.975925350225875,0.8,3078,172,1554.54545454545,1.48157671250366,0.006432881,2600283.5388155114,140.7124727947031,0.014834975173366497,0.014483000899544737,0.0011837170654866735
MGuberl3,0.863336341978253,0.8,976,86,976,1.86714085506788,0.01128209,1444210.5817363174,100,0.026231048452345754,0.022727692354012622,6.758017233377378e-4
ESsoor,0.994759334898679,0.8,1519,265,1519,1.49265011089678,0.03684628,2589861.140947626,100,0.020997860089401296,0.020890116142710264,5.865179317854085e-4
SPpesmG,0.972615491332908,0.8,1496,151,1496,1.50390332628114,0.01475772,2493867.975097327,100,0.02115531854450801,0.02058791769773795,5.99871370472856e-4
SPpesmI,0.987242723924714,0.8,1995,204,1995,1.3013386039302,0.005744659,3375728.605500516,100,0.018319032921073633,0.018089559508097614,5.90983527748435e-4
SPpesmJ,0.987726950190507,0.8,1816,206,1816,1.35843752766276,0.0068597729999999996,3074350.8621241148,100,0.01911894012674439,0.01888872461813635,5.906938021853818e-4
SPpesmD,0.888774351326571,0.8,1281,155,1281,1.62937991673665,0.01909091,1951377.6433028027,100,0.022910167819419916,0.020413988432637177,6.564592990989916e-4
SPpesmF,0.934982214886836,0.8,1379,104,1379,1.56899193069887,0.008696355,2209877.9993808414,100,0.022065809892552985,0.020660781211367184,6.240163485886393e-4
SPpesmH,0.938227771318037,0.8,1528,152,1528,1.49460667104501,0.01436973,2457153.6827783855,100,0.021025237790994952,0.019752115563709035,6.218577253467677e-4
SPpesmB,0.877020152962385,0.8,1076,134,1076,1.77709007349158,0.01940636,1617418.9484356365,100,0.024973946378438812,0.021970130962676287,6.65257446773889e-4
SPpesmA,0.614794566702037,0.8,1670,84,1670,1.42229084170197,0.005066057,1759734.6035595213,100,0.020013084417820244,0.012399525349674532,9.4900674034709e-4
SPpesmK,0.999870427158468,0.8,1852,189,1852,1.35533744811836,0.005638174,3173842.6228998415,100,0.019075519027297656,0.019073094500473897,5.835197960470658e-4
SPpesmN,0.999653989121875,0.8,1431,150,1431,1.53870330065814,0.015406940000000001,2451828.1071605156,100,0.021642170370217064,0.02163484395477881,5.836461356409093e-4
SPpecb1,0.960615159426555,0.8,11529,224,1125.87890625,1.7373120343325,0.001668747,1853710.0339144883,320,0.007663169439221933,0.007363579154326088,0.006219419320752208
SPeec1,0.429891122108479,0.8,12105,144,1182.12890625,1.69853590746762,9.710456e-4,871011.7140128647,320,0.00749245208175205,0.003234755936254288,0.013897631691117773
MGuberl7,0.887811622364622,0.95,945,73,945,1.17867414041346,0.004805221,1437981.5598133237,100,0.016599505913447676,0.01476473021378866,6.571711532397385e-4
SPjabo1,0.0155802041005414,0.95,1694,76,1323.4375,1.00119791937718,0.002458296,35340.87201137321,113.13708498984761,0.012475817848708298,1.9679268637971673e-4,0.047933169262344345
SPpesm6,0.590593209876543,0.95,1892,88,1892,0.833430267002228,0.001484024,1915182.9370959993,100,0.011751753568370035,0.006974059790796974,9.87895183981144e-4
SPigua1,0.705151439190278,0.95,1826,173,1826,0.853270084463919,0.004964091,2206906.084664803,100,0.012030657766309055,0.008513635394178399,8.274026759400334e-4
MGvico4,0.203454803717689,0.95,1371,131,1371,0.981739560031532,0.0057331710000000004,478086.06506593927,100,0.013835703376961335,0.0028463088098507846,0.002867684503230411
SPpesmC,0.883012144988627,0.95,1119,131,1119,1.0799980401178,0.00634387,1693547.7480516473,100,0.015215158968376635,0.013459127252930185,6.607431064682768e-4
SPcara1,0.850301625856528,0.95,2166,181,2166,0.777041963007601,0.004104361,3156691.5230985167,100,0.010958843115569888,0.00933363414146209,6.861614396435915e-4
SPcara3,0.756191086934286,0.95,1735,143,1735,0.873138482634902,0.004999013,2248701.0127528775,100,0.012309924299228538,0.009336676917366012,7.715565520540231e-4
MGuberl6,0.897604940383112,0.95,994,79,955.769230769231,1.16410804921262,0.004832792,1470411.740228197,101.98039027185568,0.016078122758609384,0.014455600970094728,6.760011313876877e-4
PRrico1,0.150749959057744,0.95,1019,66,1019,1.13833358689135,0.00316002,263288.6084233165,100,0.016033677803113346,0.0024504429779692244,0.003870277586646087
RScamb1,0.444885569575086,0.95,1178,42,1178,1.0603748576988,0.0016145719999999999,898243.9314364613,100,0.01493974530762885,0.006702059073931374,0.0013114477691111767
PRdiam3,0.229984477843697,0.95,1130,77,1046.2962962963,1.13007359044175,0.002627717,412433.4639618817,103.92304845413246,0.015319230272474709,0.003565240917831909,0.002739835873513013
RSgaur,0.254016492149773,0.95,1540,84,1540,0.926189882901886,0.003102119,670476.1246029384,100,0.01305541155236647,0.003348905241836742,0.0022968752256644497
BAlenc4,0.480010759036093,0.95,1125,150,1092.23300970874,1.09992775050708,0.010125648,898601.1122594093,101.4889156509221,0.015268389393910134,0.007387644634831751,0.0012519459242280946
BAuruc,0.944174531065876,0.95,2530,458,2530,0.72395861434773,0.015578149999999999,4094241.769542142,100,0.010212115106309516,0.00964751900479088,6.179410358277228e-4
BAjuss,0.822843111251237,0.95,1400,265,1400,0.962185450703062,0.01562094,1974448.2505442381,100,0.013561067096946162,0.011185503102358673,7.09058847004019e-4
PEsvfer,0.764221922515876,0.95,1390,120,1390,0.973754804576985,0.004259802,1820685.6707782818,100,0.013723562589615513,0.010521893235917165,7.634486404266706e-4
PEalia,0.718189314043546,0.95,649,79,649,1.42653015602289,0.01748791,798885.0940970514,100,0.02007243352351565,0.014497815990081646,8.123821620849483e-4
PEcabo2,0.775969806576159,0.95,1575,81,1575,0.917905506384687,0.001658852,2094720.4052448557,100,0.012939016635129114,0.010069474928729574,7.518903220002268e-4
PEbrejo,0.652514641031126,0.95,1553,62,1553,0.929418549618718,0.002023281,1736850.3429020736,100,0.013100772237900455,0.008587538975669499,8.941472743155974e-4
PEcaru1,0.633257700082464,0.95,1424,92,1424,0.958659182178351,0.0030100739999999997,1545578.795509876,100,0.013511536799922492,0.00859889440791124,9.2133769183229e-4
MGubera,0.819681253972354,0.95,805,90,805,1.28245095826465,0.006536639,1130945.210057057,100,0.018054361359544704,0.014847157069628789,7.117939868717311e-4
PEmata2,0.657696033445498,0.95,1145,88,1145,1.07835952661689,0.003357383,1290718.0740394613,100,0.015192163713126094,0.010044058310675943,8.8710309635363e-4
MGlavr2,0.0596977983809989,0.95,3120,175,1500,0.943943114492279,0.004182984,153479.45776964532,144.22205101855957,0.009234704813413869,5.56120570801972e-4,0.0203284533665916
MGipia1,0.892023291310984,0.95,837,50,837,1.24604975508581,0.001805845,1279682.8051941881,100,0.01754417263073279,0.01567951328781714,6.54068333654751e-4
MGvico1,0.230771788647624,0.95,1826,94,1826,0.852552890997184,0.001781832,722244.3807534995,100,0.012020576289288704,0.0027998993460667115,0.002528230123569781
SPeec4,0.368274401173212,0.95,1218,86,1218,1.03819862736065,0.002842806,768810.8478292332,100,0.014628452973012946,0.005437533924393038,0.0015842648467292958
SPeec5,0.412073966642495,0.95,1111,77,1111,1.09239644011904,0.002621149,784675.1867077601,100,0.015389152111925115,0.006399368411826588,0.0014158724766885926
MGvico3,0.201646421828803,0.95,1639,121,1639,0.90300403290989,0.003950969,566461.1839974624,100,0.012729634688015093,0.002593239731557151,0.0028934021364601433
MSdour,0.0753116519366682,0.95,1046,124,1046,1.11636792506751,0.006418505,135018.89226522692,100,0.01572551273508186,0.0012017898056208892,0.007747064003052773
SCside1,0.667485387440862,0.95,1417,115,1417,0.965324195283518,0.004212198,1621109.291850584,100,0.013605153150468464,0.009122510357997108,8.740928246623136e-4
MGvico16,0.210647243466788,0.95,1653,91,1653,0.897080244115284,0.002716046,596800.6893785914,100,0.012646392829428917,0.0026907884913627183,0.0027697689185331846
SPpesmL,0.999872716858652,0.95,1596,175,1596,0.907421608819067,0.006149804,2735131.97949214,100,0.01279170876101579,0.012790101416586505,5.835184597915987e-4
SPpesmS,0.834564677800723,0.95,2184,141,2184,0.779062070233689,0.002681316,3124016.4777567065,100,0.010987254571085597,0.009186272274420829,6.991000257361915e-4
PRrico3,0.104369417595287,0.95,1162,46,1162,1.06555247534918,0.001711684,207864.37811264026,100,0.015012417516704195,0.0015881914282061445,0.005590183419355866
PRanto4,0.910542733134695,0.95,1922,129,1922,0.828247465530897,0.002845439,2999538.207582168,100,0.011678888294341454,0.010645248612634035,6.407653001857452e-4
PRanto5,0.904052991381646,0.95,1762,128,1762,0.866080557056985,0.003192955,2730237.7919211523,100,0.012210723922410727,0.011052089923397672,6.45365032018019e-4
PRanto6,0.907041789373292,0.95,1672,132,1672,0.886876356209221,0.003547836,2599346.9533654223,100,0.012502998227430978,0.011353938071277955,6.432384864341526e-4
PRanto7,0.896132461103336,0.95,1983,83,1983,0.818211989438004,0.001246693,3045759.4877837924,100,0.011537791380611962,0.010351794997381423,6.510691365991292e-4
PRanto8,0.963077430034025,0.95,1524,144,1524,0.932751869601589,0.0046232470000000005,2515630.5165792233,100,0.013147602140682012,0.012668308625794909,6.058123360947094e-4
PRanto9,0.940862084770845,0.95,1604,140,1604,0.903678785051466,0.004180236,2586610.366017395,100,0.01273911617115864,0.011994787849550458,6.201165900644245e-4
PRanto10,0.935790101690086,0.95,1967,137,1967,0.817118433896188,0.003009549,3154884.6808966193,100,0.011522415586059875,0.010790545872165411,6.234776224660541e-4
PRanto11,0.941077571652564,0.95,1746,102,1746,0.869273707209435,0.0023555670000000003,2816244.423483012,100,0.012255604822596937,0.011541809512451739,6.199745964665316e-4
PRanto12,0.956083671010842,0.95,1471,155,1471,0.947727225317172,0.005728522,2410511.767254408,100,0.013357977610057296,0.012778840764735093,6.102438577495436e-4
PRanto13,0.941618186926423,0.95,1685,133,1685,0.8849992937069,0.003502925,2719414.6044145343,100,0.012476618851015994,0.011756774946035308,6.196186478018733e-4
PRanto14,0.949015576583043,0.95,2134,73,2134,0.794891355059139,8.963636e-4,3471110.4901243416,100,0.011209868736060228,0.010644423635512146,6.147888423809742e-4
PRanto15,0.921997528960791,0.95,1658,143,1658,0.892854520989562,0.004083231,2620082.494895003,100,0.012587010268313145,0.011616597748040537,6.328045026179386e-4
SCside4,0.563868001301749,0.95,1423,143,1423,0.972269660835554,0.005505094,1375254.3649043604,100,0.013702703991706233,0.0077729690340068505,0.00103471767573627
SPcana1,0.904674464613452,0.95,2311,162,1925.83333333333,0.827743395703397,0.003752667,2986150.6488728817,109.54451150103331,0.010657572991260992,0.00965143941221779,7.739060321261031e-4
MGuberl5,0.897444850913581,0.95,958,69,958,1.18121642989552,0.005125922,1473580.8244516237,100,0.016635159339848972,0.014954651046088178,6.501170374258289e-4
SCsjo1,0.414187734753475,0.95,1470,80,1441.17647058824,0.955646038056275,0.001976307,1023092.9200895691,100.99504938362061,0.013336953529506118,0.005567501184615895,0.0014368196388958546
PRtiba1,0.168194965603502,0.95,1493,127,1493,0.94122431468632906,0.004812048,430401.208765947,100,0.013266626750119448,0.0022562784193895418,0.0034688564288208033
PRsapo,0.412833295700075,0.95,1482,124,1482,0.941082336101504,0.004059619,1048633.197648185,100,0.013264632232078912,0.005519067374982495,0.0014132682460594851
PRdiam4,0.238517200234214,0.95,1487,73,1239.16666666667,1.03775182572588,0.002086764,506582.41211956425,109.54451150103309,0.013352446426284043,0.0032175026049033307,0.002935356546979835
