"","Site","k","MN","GOF","U","S","p","m_","J","DA","S_m","S_sd"
"939","SPpesmJ","0.9","EE",100,0.01771393,187,0.999736929472974,0.00801167141755313,1742,1742,187.35,10.8882060185795
"940","SPpesmJ","0.85","EE",100,0.01779657,187,0.999736929472974,0.0107850696113689,1742,1742,189.35,11.3238596767974
"941","SPpesmJ","0.8","EE",100,0.01793925,187,0.999736929472974,0.0138744068956547,1742,1742,187.19,10.6493182785557
"942","SPpesmJ","0.75","EE",98,0.01841908,187,0.999736929472974,0.0169846876065103,1742,1742,191.46,11.3363810518849
"943","SPpesmJ","0.7","EE",100,0.01731717,187,0.999736929472974,0.0208704738185331,1742,1742,184.51,11.6371878653797
"944","SPpesmJ","0.65","EE",99,0.01781273,187,0.999736929472974,0.0249595269354767,1742,1742,188.92,11.824200487632
"945","SPpesmJ","0.6","EE",100,0.01696747,187,0.999736929472974,0.0301738254965233,1742,1742,181.94,10.1810082650457
"946","SPpesmJ","0.55","EE",100,0.01654502,187,0.999736929472974,0.0366874639831807,1742,1742,190.96,9.36673676238195
"947","SPpesmJ","0.5","EE",100,0.01535225,187,0.999736929472974,0.0443097374297721,1742,1742,181.73,10.3775739170598
"948","SPpesmJ","0.25","EE",100,0.01251166,187,0.999736929472974,0.136424189827342,1742,1742,182.81,8.92017914391835
"949","SPpesmK","0.99","EE",73,0.007137206,162,1,0.0025738882160439,1796,1796,164.71,9.94052515735665
"950","SPpesmK","0.95","EE",73,0.01343834,162,1,0.00525242801395259,1796,1796,160.83,10.8795564006419
"951","SPpesmK","0.9","EE",65,0.01308287,162,1,0.00777588423580869,1796,1796,161.24,10.0645592817248
"952","SPpesmK","0.85","EE",72,0.01340701,162,1,0.0104322877110023,1796,1796,161.2,10.7506166137463
"953","SPpesmK","0.8","EE",72,0.01330371,162,1,0.0132199812650473,1796,1796,162.03,11.1005095888123
"954","SPpesmK","0.75","EE",64,0.01305111,162,1,0.0164587184683524,1796,1796,159.77,9.50901220586624
"955","SPpesmK","0.7","EE",67,0.01363743,162,1,0.0202259148977009,1796,1796,162.7,11.4710879425562
"956","SPpesmK","0.65","EE",69,0.01367872,162,1,0.024850813938385,1796,1796,165.42,11.2107271860662
"957","SPpesmK","0.6","EE",71,0.01374134,162,1,0.0294169629945725,1796,1796,164.02,9.99391734198276
"958","SPpesmK","0.55","EE",80,0.01229214,162,1,0.0355863232956258,1796,1796,163.46,10.5317413449807
"959","SPpesmK","0.5","EE",74,0.01166035,162,1,0.0428770480152355,1796,1796,158.98,9.39372238263513
"960","SPpesmK","0.25","EE",63,0.009604437,162,1,0.132989503828215,1796,1796,158.5,9.37490740695016
"961","BAjuss","0.99","EI",10,0.03038556,182,0.859421049020215,0.00333321151218643,1198,1198,23.29,4.21947145907392
"962","BAjuss","0.95","EI",10,0.03069548,182,0.859421049020215,0.00681756072002377,1198,1198,40.84,5.94710692758091
"963","BAjuss","0.9","EI",10,0.03024154,182,0.859421049020215,0.0101458324089588,1198,1198,55.92,5.90613445854598
"964","BAjuss","0.85","EI",20,0.0296357,182,0.859421049020215,0.0135836141749457,1198,1198,70.97,7.75568217893217
"965","BAjuss","0.8","EI",44,0.02938566,182,0.859421049020215,0.0172522747123013,1198,1198,86.44,7.94719949403435
"966","BAjuss","0.75","EI",55,0.02910278,182,0.859421049020215,0.0213727004564388,1198,1198,100.91,8.96355696893557
"967","BAjuss","0.7","EI",85,0.02775694,182,0.859421049020215,0.0261741868920037,1198,1198,118.74,9.35346314085177
"968","BAjuss","0.65","EI",98,0.02581922,182,0.859421049020215,0.0319024660527595,1198,1198,135.2,10.6515043751831
"969","BAjuss","0.6","EI",100,0.0263961,182,0.859421049020215,0.0381141020179991,1198,1198,153.18,10.24978935482
"970","BAjuss","0.55","EI",100,0.0258233,182,0.859421049020215,0.0463466692120809,1198,1198,177.33,10.6373223257842
"971","BAjuss","0.5","EI",100,0.02705866,182,0.859421049020215,0.055985509846221,1198,1198,204.21,12.0824566035123
"972","BAjuss","0.25","EI",0,0.01592218,182,0.859421049020215,0.175195247714333,1198,1198,431.43,15.7205745647691
"973","BAlenc4","0.99","EI",81,0.008212588,61,0.159514416903022,0.000842506921459781,893,866.990291262136,5.99,1.90954540044578
"974","BAlenc4","0.95","EI",73,0.008031126,61,0.159514416903022,0.00170871792639822,893,866.990291262136,10.38,3.20914098452933
"975","BAlenc4","0.9","EI",82,0.008627131,61,0.159514416903022,0.00259932778476115,893,866.990291262136,13.92,3.00397043657863
"976","BAlenc4","0.85","EI",76,0.008622259,61,0.159514416903022,0.00347515826535277,893,866.990291262136,17.7,3.66391081008291
"977","BAlenc4","0.8","EI",81,0.008657614,61,0.159514416903022,0.00445462840383223,893,866.990291262136,21.53,4.60227216610547
"978","BAlenc4","0.75","EI",94,0.01104252,61,0.159514416903022,0.00553978515794113,893,866.990291262136,25.3,3.58024884863913
"979","BAlenc4","0.7","EI",93,0.01204682,61,0.159514416903022,0.00682318874011218,893,866.990291262136,30.87,5.13977360661661
"980","BAlenc4","0.65","EI",98,0.01222075,61,0.159514416903022,0.00830678359692837,893,866.990291262136,35.15,5.16862133113333
"981","BAlenc4","0.6","EI",98,0.01197783,61,0.159514416903022,0.010158165027248,893,866.990291262136,41.6,5.65863959094428
"982","BAlenc4","0.55","EI",100,0.0111799,61,0.159514416903022,0.0123415068832675,893,866.990291262136,47.43,5.01362789270052
"983","BAlenc4","0.5","EI",100,0.01303892,61,0.159514416903022,0.0150658345263937,893,866.990291262136,55.31,6.24369581047454
"984","BAlenc4","0.25","EI",3,0.0136963,61,0.159514416903022,0.0564796572764088,893,866.990291262136,142.41,8.94212028276936
"985","BAuruc","0.99","EI",13,0.01260902,230,0.769444718591026,0.00199440225140413,1784,1784,22.57,4.26935284760744
"986","BAuruc","0.95","EI",7,0.0233634,230,0.769444718591026,0.00398469136870481,1784,1784,39.88,5.31869202421844
"987","BAuruc","0.9","EI",5,0.02305592,230,0.769444718591026,0.00610874804434803,1784,1784,56.91,6.79140127758118
"988","BAuruc","0.85","EI",7,0.02305882,230,0.769444718591026,0.00816392395863575,1784,1784,72.04,7.39221539762259
"989","BAuruc","0.8","EI",18,0.02421173,230,0.769444718591026,0.0104284915898564,1784,1784,85.9,8.02332458359609
"990","BAuruc","0.75","EI",18,0.02395602,230,0.769444718591026,0.0129089725362968,1784,1784,102.06,8.19068206728064
"991","BAuruc","0.7","EI",42,0.02489408,230,0.769444718591026,0.0156454685764544,1784,1784,118.41,9.7183518991835
"992","BAuruc","0.65","EI",56,0.0233147,230,0.769444718591026,0.0191132319272812,1784,1784,139.28,9.38091766095493
"993","BAuruc","0.6","EI",81,0.02434484,230,0.769444718591026,0.0229771061479084,1784,1784,157.61,10.5914917254227
"994","BAuruc","0.55","EI",93,0.02174406,230,0.769444718591026,0.0278878101069196,1784,1784,181.89,11.4317429762372
"995","BAuruc","0.5","EI",100,0.02215624,230,0.769444718591026,0.033999849416112,1784,1784,213.35,12.6980273660872
"996","BAuruc","0.25","EI",0,0.01919674,230,0.769444718591026,0.106186196011181,1784,1784,467.18,14.1638178953888
"997","ESsoor","0.99","EI",7,0.01710153,226,1,0.00310133397050476,1468,1468,27.61,4.86981010975279
"998","ESsoor","0.95","EI",0,0.03160253,226,1,0.00634034767305842,1468,1468,47.44,5.39981294101747
"999","ESsoor","0.9","EI",5,0.03135496,226,1,0.0095773152860674,1468,1468,66.03,7.56581225986445
"1000","ESsoor","0.85","EI",8,0.03097963,226,1,0.0127429434412154,1468,1468,83.22,8.64049661872405
"1001","ESsoor","0.8","EI",14,0.03120466,226,1,0.0162982722496992,1468,1468,100.53,8.1457121396859
"1002","ESsoor","0.75","EI",22,0.03056559,226,1,0.0202408934472465,1468,1468,117.45,10.8621993048081
"1003","ESsoor","0.7","EI",54,0.03197059,226,1,0.0247139839920507,1468,1468,137.38,10.1182703037324
"1004","ESsoor","0.65","EI",79,0.03020272,226,1,0.0300414440248708,1468,1468,158.63,9.67831586484953
"1005","ESsoor","0.6","EI",91,0.02646914,226,1,0.0362633276624913,1468,1468,183.68,11.5407753183872
"1006","ESsoor","0.55","EI",97,0.02938896,226,1,0.0433929730230977,1468,1468,206.96,11.3261296178885
"1007","ESsoor","0.5","EI",94,0.02723905,226,1,0.0525814654860208,1468,1468,239.44,12.5644359405845
"1008","ESsoor","0.25","EI",0,0.02523688,226,1,0.162015208772412,1468,1468,510.64,15.241172308367
"1009","MGarap1","0.99","EI",37,0.0023688,92,0.728749442631224,0.00161767801169197,2080,2080,21.86,4.41535429329896
"1010","MGarap1","0.95","EI",43,0.004083694,92,0.728749442631224,0.00324955757772912,2080,2080,39.71,5.63591477521931
"1011","MGarap1","0.9","EI",71,0.004281329,92,0.728749442631224,0.00491450330255638,2080,2080,55.4,7.00072146354224
"1012","MGarap1","0.85","EI",71,0.004495772,92,0.728749442631224,0.00664668789884115,2080,2080,68.3,6.9797687438175
"1013","MGarap1","0.8","EI",90,0.004178105,92,0.728749442631224,0.00838740162824625,2080,2080,83.24,8.32195586956272
"1014","MGarap1","0.75","EI",94,0.00404552,92,0.728749442631224,0.0104657038717215,2080,2080,98.98,8.04530103146356
"1015","MGarap1","0.7","EI",96,0.004126534,92,0.728749442631224,0.0129253484627457,2080,2080,117.77,8.97454874924223
"1016","MGarap1","0.65","EI",100,0.004297878,92,0.728749442631224,0.0155066269229366,2080,2080,135.31,10.1021999804223
"1017","MGarap1","0.6","EI",100,0.004276538,92,0.728749442631224,0.0187242170244387,2080,2080,156.48,10.9299699187254
"1018","MGarap1","0.55","EI",100,0.004588384,92,0.728749442631224,0.0227491334042623,2080,2080,176.37,10.724893161861
"1019","MGarap1","0.5","EI",100,0.004105701,92,0.728749442631224,0.0273816842068703,2080,2080,204.22,11.8326546967161
"1020","MGarap1","0.25","EI",0,0.003375713,92,0.728749442631224,0.0860726377407017,2080,2080,439.7,17.7931436119636
"1021","MGperd1","0.99","EI",58,0.00240896,127,0.806018045548929,0.00138186056628124,2965,2470.83333333333,27.35,5.21143846832052
"1022","MGperd1","0.95","EI",75,0.004576079,127,0.806018045548929,0.00281880427201696,2965,2470.83333333333,48.85,6.23832242407097
"1023","MGperd1","0.9","EI",97,0.004572111,127,0.806018045548929,0.00426935353339818,2965,2470.83333333333,69.68,6.2955491733398
"1024","MGperd1","0.85","EI",99,0.00455805,127,0.806018045548929,0.0055756782169626,2965,2470.83333333333,86.12,9.1555359419227
"1025","MGperd1","0.8","EI",100,0.0044538,127,0.806018045548929,0.00711117621515515,2965,2470.83333333333,104.07,10.2516369720187
"1026","MGperd1","0.75","EI",98,0.004475731,127,0.806018045548929,0.0088934272833996,2965,2470.83333333333,125.8,8.58351720897487
"1027","MGperd1","0.7","EI",94,0.004571628,127,0.806018045548929,0.0107607357085122,2965,2470.83333333333,143.48,12.1792006836627
"1028","MGperd1","0.65","EI",79,0.004245395,127,0.806018045548929,0.0132299916875267,2965,2470.83333333333,170.27,11.5538746834999
"1029","MGperd1","0.6","EI",62,0.004430136,127,0.806018045548929,0.0159219606187409,2965,2470.83333333333,195.51,13.9410700573318
"1030","MGperd1","0.55","EI",30,0.004568088,127,0.806018045548929,0.0193165531288015,2965,2470.83333333333,226.01,13.5165405591397
"1031","MGperd1","0.5","EI",5,0.004353996,127,0.806018045548929,0.0231582736145251,2965,2470.83333333333,257.66,13.462420572719
"1032","MGperd1","0.25","EI",0,0.003849147,127,0.806018045548929,0.0719620238777212,2965,2470.83333333333,561.74,17.8357375892766
"1033","MGuberl1","0.99","EI",59,0.008640807,87,0.234288719011765,0.000837282197850558,1379,1253.63636363636,9.02,2.76697698150195
"1034","MGuberl1","0.95","EI",62,0.008872836,87,0.234288719011765,0.00165357636235704,1379,1253.63636363636,15.42,3.32477689689721
"1035","MGuberl1","0.9","EI",70,0.009086849,87,0.234288719011765,0.00255877747906148,1379,1253.63636363636,21.88,4.20024049335514
"1036","MGuberl1","0.85","EI",77,0.009099906,87,0.234288719011765,0.0033983959991329,1379,1253.63636363636,27.02,4.36464213998135
"1037","MGuberl1","0.8","EI",86,0.00920161,87,0.234288719011765,0.00439305246446422,1379,1253.63636363636,33.58,4.539790410327
"1038","MGuberl1","0.75","EI",91,0.009257418,87,0.234288719011765,0.00535451799376239,1379,1253.63636363636,38.19,5.21012029950879
"1039","MGuberl1","0.7","EI",98,0.008678674,87,0.234288719011765,0.00661038970902242,1379,1253.63636363636,45.41,5.73152719965666
"1040","MGuberl1","0.65","EI",99,0.01239248,87,0.234288719011765,0.00806079671174861,1379,1253.63636363636,54.41,5.8259173639276
"1041","MGuberl1","0.6","EI",100,0.01273444,87,0.234288719011765,0.00980266162166105,1379,1253.63636363636,62.62,6.44444792755044
"1042","MGuberl1","0.55","EI",100,0.01334392,87,0.234288719011765,0.0119447276860247,1379,1253.63636363636,73.26,7.38770477335023
"1043","MGuberl1","0.5","EI",100,0.01306742,87,0.234288719011765,0.0144937226800293,1379,1253.63636363636,84.34,8.21948903521381
"1044","MGuberl1","0.25","EI",20,0.01521829,87,0.234288719011765,0.0488157117150434,1379,1253.63636363636,206.11,11.0361161005971
"1045","MGuberl3","0.99","EI",90,0.01139896,85,0.0180417237953712,8.68821391007449e-05,975,975,1.46,0.68784541368778
"1046","MGuberl3","0.95","EI",73,0.01135866,85,0.0180417237953712,0.000174306784958317,975,975,2,0.887625364598595
"1047","MGuberl3","0.9","EI",71,0.01125482,85,0.0180417237953712,0.000262948120884088,975,975,2.95,1.40255898883851
"1048","MGuberl3","0.85","EI",70,0.01096139,85,0.0180417237953712,0.00035719360211175,975,975,3.25,1.42400062421959
"1049","MGuberl3","0.8","EI",73,0.0113427,85,0.0180417237953712,0.000451975064826928,975,975,3.81,1.77351445873822
"1050","MGuberl3","0.75","EI",63,0.01109062,85,0.0180417237953712,0.000566294666386214,975,975,4.52,1.69658004184413
"1051","MGuberl3","0.7","EI",67,0.013141,85,0.0180417237953712,0.00069754518017154,975,975,5.45,1.87689298382387
"1052","MGuberl3","0.65","EI",66,0.0133261,85,0.0180417237953712,0.000848864286726014,975,975,5.81,2.13056164644277
"1053","MGuberl3","0.6","EI",57,0.0135255,85,0.0180417237953712,0.00103301776321096,975,975,6.93,2.51964002559609
"1054","MGuberl3","0.55","EI",68,0.01348462,85,0.0180417237953712,0.00127636011387009,975,975,8.4,2.64384171044694
"1055","MGuberl3","0.5","EI",51,0.01356322,85,0.0180417237953712,0.00155200735236342,975,975,9.68,2.75930016013796
"1056","MGuberl3","0.25","EI",71,0.01624546,85,0.0180417237953712,0.00580097831094277,975,975,26.62,4.3549113108366
"1057","MGuberl5","0.99","EI",92,0.01105966,68,0.00742437918995731,3.66195990859127e-05,957,957,1.31,0.614554121031474
"1058","MGuberl5","0.95","EI",85,0.01145925,68,0.00742437918995731,7.40949779494111e-05,957,957,1.41,0.637149586800146
"1059","MGuberl5","0.9","EI",86,0.01126317,68,0.00742437918995731,0.000109838651084508,957,957,1.81,0.860995430483305
"1060","MGuberl5","0.85","EI",76,0.010674457,68,0.00742437918995731,0.000148162279943866,957,957,1.92,1.06058874444739
"1061","MGuberl5","0.8","EI",83,0.01142943,68,0.00742437918995731,0.000190968459362533,957,957,2.17,0.995494902553549
"1062","MGuberl5","0.75","EI",72,0.01147063,68,0.00742437918995731,0.000237001933067462,957,957,2.54,1.26666666666667
"1063","MGuberl5","0.7","EI",74,0.0137903,68,0.00742437918995731,0.000289569330471518,957,957,3.11,1.41346340167646
"1064","MGuberl5","0.65","EI",82,0.01525761,68,0.00742437918995731,0.000355527793611606,957,957,3.28,1.47764486377287
"1065","MGuberl5","0.6","EI",80,0.01415868,68,0.00742437918995731,0.000435373726707269,957,957,3.54,1.45934813176876
"1066","MGuberl5","0.55","EI",78,0.01421741,68,0.00742437918995731,0.000531432927564028,957,957,4.41,1.59604941570546
"1067","MGuberl5","0.5","EI",68,0.01445168,68,0.00742437918995731,0.000640920525360807,957,957,5.18,2.15734591898041
"1068","MGuberl5","0.25","EI",72,0.01704838,68,0.00742437918995731,0.00247656207954212,957,957,13.4,2.99157064925683
"1069","MGuberl7","0.99","EI",79,0.01165147,73,0.0485476800383076,0.000238419534913833,945,945,2.77,1.17081513519773
"1070","MGuberl7","0.95","EI",74,0.01202579,73,0.0485476800383076,0.000490365057287462,945,945,4.53,1.85022521151705
"1071","MGuberl7","0.9","EI",72,0.0119025,73,0.0485476800383076,0.000737582084413464,945,945,5.84,1.95773524071241
"1072","MGuberl7","0.85","EI",75,0.01224789,73,0.0485476800383076,0.00099122656835515,945,945,6.82,2.38420729896636
"1073","MGuberl7","0.8","EI",78,0.01233971,73,0.0485476800383076,0.00125562071208531,945,945,8.36,2.43924147839016
"1074","MGuberl7","0.75","EI",71,0.01163395,73,0.0485476800383076,0.00156468570292594,945,945,9.63,2.66535952812025
"1075","MGuberl7","0.7","EI",73,0.01537276,73,0.0485476800383076,0.00194680108644663,945,945,12.37,3.07369090143686
"1076","MGuberl7","0.65","EI",68,0.0159016,73,0.0485476800383076,0.00236296447749227,945,945,14.12,3.33115080063417
"1077","MGuberl7","0.6","EI",70,0.01527667,73,0.0485476800383076,0.0028597922229612,945,945,15.8,3.5844783230597
"1078","MGuberl7","0.55","EI",76,0.01531494,73,0.0485476800383076,0.00351946618506062,945,945,18.5,3.90156663690654
"1079","MGuberl7","0.5","EI",73,0.01572736,73,0.0485476800383076,0.00430432491502818,945,945,22.37,3.9991286929818
"1080","MGuberl7","0.25","EI",99,0.01945092,73,0.0485476800383076,0.0159634266995385,945,945,59.7,6.13073067308119
"1081","MGvico1","0.99","EI",40,0.0027627,93,0.23259121186371,0.000596286916575107,1825,1825,8.85,2.62995563967658
"1082","MGvico1","0.95","EI",34,0.006937794,93,0.23259121186371,0.00119644028594174,1825,1825,15.34,3.78519177422714
"1083","MGvico1","0.9","EI",21,0.007099394,93,0.23259121186371,0.00177608589237469,1825,1825,20.86,3.81919659434581
"1084","MGvico1","0.85","EI",22,0.006764196,93,0.23259121186371,0.00237948296986304,1825,1825,26.57,4.84143521587297
"1085","MGvico1","0.8","EI",26,0.006703771,93,0.23259121186371,0.00309372457325629,1825,1825,31.98,4.82623302923981
"1086","MGvico1","0.75","EI",25,0.006617988,93,0.23259121186371,0.00383865346112759,1825,1825,39.46,5.91935704944277
"1087","MGvico1","0.7","EI",40,0.006496162,93,0.23259121186371,0.0046737321640872,1825,1825,44.51,5.96876550185728
"1088","MGvico1","0.65","EI",27,0.006851549,93,0.23259121186371,0.00567412492773657,1825,1825,52.09,5.94774382145504
"1089","MGvico1","0.6","EI",35,0.007008602,93,0.23259121186371,0.00687751946596762,1825,1825,62.86,6.61345429996895
"1090","MGvico1","0.55","EI",54,0.01116555,93,0.23259121186371,0.00838086302843271,1825,1825,73.02,7.31261536212205
"1091","MGvico1","0.5","EI",57,0.0111099,93,0.23259121186371,0.0101818814479997,1825,1825,85.66,8.24157972500639
"1092","MGvico1","0.25","EI",100,0.01308115,93,0.23259121186371,0.0338744030008821,1825,1825,208.59,11.3938624272062
"1093","MGvico16","0.99","EI",48,0.00439009,91,0.21847289239375,0.000629254688259412,1653,1653,7.91,2.49482292240179
"1094","MGvico16","0.95","EI",40,0.00596729,91,0.21847289239375,0.0012521426248328,1653,1653,13.88,3.21700029671912
"1095","MGvico16","0.9","EI",35,0.005976762,91,0.21847289239375,0.00186000988751704,1653,1653,19.33,4.07766768353844
"1096","MGvico16","0.85","EI",40,0.005552716,91,0.21847289239375,0.00249075232163565,1653,1653,25.13,4.04433760542647
"1097","MGvico16","0.8","EI",30,0.005588524,91,0.21847289239375,0.00321663670754574,1653,1653,31.56,4.64566703738249
"1098","MGvico16","0.75","EI",25,0.005861503,91,0.21847289239375,0.00399942052833564,1653,1653,36.35,6.13052471924984
"1099","MGvico16","0.7","EI",38,0.006143932,91,0.21847289239375,0.00492220228410003,1653,1653,42.97,5.49463466492633
"1100","MGvico16","0.65","EI",39,0.006209914,91,0.21847289239375,0.0059418160715008,1653,1653,50.13,5.74483518589796
"1101","MGvico16","0.6","EI",51,0.007907391,91,0.21847289239375,0.00718166302901698,1653,1653,58.66,6.08395804181336
"1102","MGvico16","0.55","EI",59,0.00797962,91,0.21847289239375,0.00870408377732739,1653,1653,66.7,7.38480558548114
"1103","MGvico16","0.5","EI",80,0.008357364,91,0.21847289239375,0.0106327517138245,1653,1653,80.07,7.98136086216638
"1104","MGvico16","0.25","EI",100,0.008790076,91,0.21847289239375,0.0357382503380119,1653,1653,192.31,10.2353072817339
"1105","MGvico8","0.99","EI",20,0.01054827,195,0.313668812302999,0.000624080504437996,2303,2303,10.97,2.99310655819115
"1106","MGvico8","0.95","EI",15,0.01370478,195,0.313668812302999,0.00126723027376545,2303,2303,20.09,3.66555079439129
"1107","MGvico8","0.9","EI",17,0.01368038,195,0.313668812302999,0.0019249091816638,2303,2303,28.47,4.72785641307202
"1108","MGvico8","0.85","EI",15,0.01315736,195,0.313668812302999,0.00257436988974293,2303,2303,36.74,5.84240852506373
"1109","MGvico8","0.8","EI",9,0.01359712,195,0.313668812302999,0.00323771746994353,2303,2303,42.79,5.50352504117024
"1110","MGvico8","0.75","EI",7,0.01369529,195,0.313668812302999,0.00413746594039651,2303,2303,52.33,6.68641771191285
"1111","MGvico8","0.7","EI",15,0.01359989,195,0.313668812302999,0.00496490759203394,2303,2303,60.57,7.25475114262468
"1112","MGvico8","0.65","EI",19,0.01396009,195,0.313668812302999,0.0060985609149432,2303,2303,72,6.8828582270549
"1113","MGvico8","0.6","EI",33,0.01337729,195,0.313668812302999,0.00732197933367821,2303,2303,82.24,7.97359277980647
"1114","MGvico8","0.55","EI",40,0.0135813,195,0.313668812302999,0.00890436303131278,2303,2303,96.63,8.25558274530917
"1115","MGvico8","0.5","EI",64,0.0131298,195,0.313668812302999,0.0107370964118907,2303,2303,113.39,10.859892850635
"1116","MGvico8","0.25","EI",100,0.01352264,195,0.313668812302999,0.0350185922413868,2303,2303,271.25,14.6738102437883
"1117","MSdour","0.99","EI",76,0.007413074,74,0.116734787274334,0.000541230732834013,1016,1016,4.61,1.63851990367755
"1118","MSdour","0.95","EI",66,0.007765301,74,0.116734787274334,0.00108697763475192,1016,1016,8.04,2.78857698766981
"1119","MSdour","0.9","EI",66,0.007942902,74,0.116734787274334,0.00164021354967498,1016,1016,11.17,2.51080493351065
"1120","MSdour","0.85","EI",62,0.007539615,74,0.116734787274334,0.00217873552967409,1016,1016,13.75,2.94520668616694
"1121","MSdour","0.8","EI",70,0.007511956,74,0.116734787274334,0.00279700996045794,1016,1016,17.01,3.20509379934913
"1122","MSdour","0.75","EI",76,0.007689732,74,0.116734787274334,0.00349839092152066,1016,1016,20.38,4.11888971996733
"1123","MSdour","0.7","EI",81,0.007696668,74,0.116734787274334,0.00433224343478223,1016,1016,24.14,4.26642991767405
"1124","MSdour","0.65","EI",79,0.007784726,74,0.116734787274334,0.00528146993107601,1016,1016,27.78,4.3474827268899
"1125","MSdour","0.6","EI",87,0.007318171,74,0.116734787274334,0.0063751148373694,1016,1016,32.41,4.94228303683243
"1126","MSdour","0.55","EI",91,0.007078159,74,0.116734787274334,0.00781791716869075,1016,1016,37.24,4.94641998894865
"1127","MSdour","0.5","EI",95,0.007495516,74,0.116734787274334,0.00947992455525193,1016,1016,42.72,5.55973983840135
"1128","MSdour","0.25","EI",96,0.007262443,74,0.116734787274334,0.0346006501578626,1016,1016,109.41,8.47705757031914
"1129","PEalia","0.99","EI",73,0.01312454,60,0.114091406447269,0.000900100347994352,595,595,4.44,1.7770705664041
"1130","PEalia","0.95","EI",66,0.01293331,60,0.114091406447269,0.00181071405160128,595,595,7.53,2.31575630685253
"1131","PEalia","0.9","EI",69,0.0131603,60,0.114091406447269,0.00275764133090524,595,595,10.06,2.98420082190434
"1132","PEalia","0.85","EI",63,0.01332542,60,0.114091406447269,0.00369441014035602,595,595,12.72,3.04538067149961
"1133","PEalia","0.8","EI",69,0.01608925,60,0.114091406447269,0.00479356393026971,595,595,15.31,3.79711480048744
"1134","PEalia","0.75","EI",76,0.01585013,60,0.114091406447269,0.00597990006351626,595,595,18.22,3.45118922557241
"1135","PEalia","0.7","EI",85,0.01464105,60,0.114091406447269,0.00738519598319136,595,595,21.78,4.16473894800749
"1136","PEalia","0.65","EI",86,0.01459772,60,0.114091406447269,0.00904087857489184,595,595,25.17,4.21889688296489
"1137","PEalia","0.6","EI",96,0.01776533,60,0.114091406447269,0.0111501342158548,595,595,30.61,4.61419636348607
"1138","PEalia","0.55","EI",98,0.01804492,60,0.114091406447269,0.0135521449245768,595,595,35.22,4.95348056390349
"1139","PEalia","0.5","EI",99,0.01799061,60,0.114091406447269,0.0168348364325847,595,595,41.75,5.66644384588658
"1140","PEalia","0.25","EI",95,0.01679096,60,0.114091406447269,0.0698788451436423,595,595,108.78,7.59529359857042
"1141","PEmata2","0.99","EI",54,0.007251995,75,0.21628955738904,0.000924945262654638,1076,1076,7.39,2.56981310486568
"1142","PEmata2","0.95","EI",60,0.007069247,75,0.21628955738904,0.00193032019211664,1076,1076,13.21,3.17278515764394
"1143","PEmata2","0.9","EI",52,0.007203475,75,0.21628955738904,0.00284936169318681,1076,1076,18.94,4.04225159778532
"1144","PEmata2","0.85","EI",59,0.00667446,75,0.21628955738904,0.00383095687458279,1076,1076,23.12,4.14455953478458
"1145","PEmata2","0.8","EI",54,0.00711971,75,0.21628955738904,0.00484080743655634,1076,1076,28.13,5.25636699055478
"1146","PEmata2","0.75","EI",67,0.007202114,75,0.21628955738904,0.00605465328007326,1076,1076,33.11,5.27217778397681
"1147","PEmata2","0.7","EI",65,0.008174298,75,0.21628955738904,0.00748325132181966,1076,1076,39.11,5.24528648436196
"1148","PEmata2","0.65","EI",78,0.008498407,75,0.21628955738904,0.00916639151910459,1076,1076,46.39,5.76456433915019
"1149","PEmata2","0.6","EI",77,0.008507147,75,0.21628955738904,0.0110777990333661,1076,1076,53.45,6.05926121442594
"1150","PEmata2","0.55","EI",87,0.008481998,75,0.21628955738904,0.0134596697584735,1076,1076,61.62,6.53627021188906
"1151","PEmata2","0.5","EI",94,0.008219256,75,0.21628955738904,0.0165242887994393,1076,1076,71.61,7.1716261909153
"1152","PEmata2","0.25","EI",100,0.009127734,75,0.21628955738904,0.0582818295486001,1076,1076,174.09,9.82688026575961
"1153","PEsvfer","0.99","EI",70,0.007634016,91,0.636673590338369,0.00227628556118881,1288,1288,18.49,4.02892320877703
"1154","PEsvfer","0.95","EI",82,0.007708854,91,0.636673590338369,0.0046407961362357,1288,1288,32.66,5.21307602248055
"1155","PEsvfer","0.9","EI",92,0.008002487,91,0.636673590338369,0.00694677207805989,1288,1288,44.56,5.64849135127731
"1156","PEsvfer","0.85","EI",99,0.007381095,91,0.636673590338369,0.00942639259226585,1288,1288,57.31,6.30487225417091
"1157","PEsvfer","0.8","EI",100,0.007601071,91,0.636673590338369,0.0120350054822226,1288,1288,67.34,7.24913091273009
"1158","PEsvfer","0.75","EI",99,0.007693188,91,0.636673590338369,0.0147538983490645,1288,1288,81.34,7.93562482821242
"1159","PEsvfer","0.7","EI",100,0.00786774,91,0.636673590338369,0.0182071977933047,1288,1288,94.95,8.34529444620976
"1160","PEsvfer","0.65","EI",95,0.007660924,91,0.636673590338369,0.0218879267915827,1288,1288,108.98,9.10320178993538
"1161","PEsvfer","0.6","EI",84,0.007902782,91,0.636673590338369,0.0263693704096934,1288,1288,124.74,7.46252590811536
"1162","PEsvfer","0.55","EI",47,0.00829563,91,0.636673590338369,0.0321590866989232,1288,1288,146.04,10.8440925592851
"1163","PEsvfer","0.5","EI",14,0.008133692,91,0.636673590338369,0.0394288439460465,1288,1288,167,10.506371323337
